Sè trang bŞ	Tªn trang bŞ	Sè hiÖu thuéc tİnh 1: 	§¼ng cÊp thuéc tİnh 1: 	Sè hiÖu thuéc tİnh 2: 	§¼ng cÊp thuéc tİnh 2: 	Sè hiÖu thuéc tİnh 3: 	§¼ng cÊp thuéc tİnh 3: 	Sè hiÖu thuéc tİnh 4: 	§¼ng cÊp thuéc tİnh 4: 	Sè hiÖu thuéc tİnh 5: 	§¼ng cÊp thuéc tİnh 5: 	M· sè 6 thuéc tİnh 	§»ng cÊp 6 thuéc tİnh	M· sè 7 thuéc tİnh 	§»ng cÊp 7 thuéc tİnh	M· sè 8 thuéc tİnh 	§»ng cÊp 8 thuéc tİnh	Mµu s¾c trang bŞ
17022	PhÊn vò t­íng qu©n	304	2	324	1	310	3	309	3	323	1							<color=Purple>
17023	PhÊn vò t­íng qu©n	304	2	324	1	310	3	309	3	323	1							<color=Purple>
17024	PhÊn vò t­íng qu©n	304	2	324	1	310	3	309	3	323	1							<color=Purple>
17031	Long T­¬ng t­íng qu©n	305	2	118	4	493	1	497	1	508	1							<color=Purple>
17032	Long T­¬ng t­íng qu©n	305	2	118	4	493	1	497	1	508	1							<color=Purple>
17033	Long T­¬ng t­íng qu©n	305	2	118	4	493	1	497	1	508	1							<color=Purple>
17034	Long T­¬ng t­íng qu©n	305	2	118	4	493	1	497	1	508	1							<color=Purple>
17041	TrÊn Qu©n nguyªn so¸i	290	3	101	1	493	3	549	1	550	1							<color=Gold>
17042	TrÊn Qu©n nguyªn so¸i	290	3	101	1	493	3	549	1	550	1							<color=Gold>
17043	TrÊn Qu©n nguyªn so¸i	290	3	101	1	493	3	549	1	550	1							<color=Gold>
17044	TrÊn Qu©n nguyªn so¸i	290	3	101	1	493	3	549	1	550	1							<color=Gold>
18001	Nâ thñ	304	1	305	1	280	2											<color=Green2>
18002	Nâ thñ	304	1	305	1	280	2											<color=Green2>
18003	Nâ thñ	304	1	305	1	280	2											<color=Green2>
18004	Nâ thñ	304	1	305	1	280	2											<color=Green2>
18011	§« óy	307	1	257	3	258	3	261	1									<color=Green2>
18012	§« óy	307	1	257	3	258	3	261	1									<color=Green2>
18013	§« óy	307	1	257	3	258	3	261	1									<color=Green2>
18014	§« óy	307	1	257	3	258	3	261	1									<color=Green2>
18021	PhÊn uy t­íng qu©n	304	2	326	1	310	3	309	3	325	1							<color=Purple>
18022	PhÊn uy t­íng qu©n	304	2	326	1	310	3	309	3	325	1							<color=Purple>
18023	PhÊn uy t­íng qu©n	304	2	326	1	310	3	309	3	325	1							<color=Purple>
18024	PhÊn uy t­íng qu©n	304	2	326	1	310	3	309	3	325	1							<color=Purple>
18031	Hæ Dùc t­íng qu©n	305	2	326	2	493	1	496	1	509	1							<color=Purple>
18032	Hæ Dùc t­íng qu©n	305	2	326	2	493	1	496	1	509	1							<color=Purple>
18033	Hæ Dùc t­íng qu©n	305	2	326	2	493	1	496	1	509	1							<color=Purple>
18034	Hæ Dùc t­íng qu©n	305	2	326	2	493	1	496	1	509	1							<color=Purple>
18041	Chinh Lç nguyªn so¸i	290	3	101	1	493	3	551	1	552	1							<color=Gold>
18042	Chinh Lç nguyªn so¸i	290	3	101	1	493	3	551	1	552	1							<color=Gold>
18043	Chinh Lç nguyªn so¸i	290	3	101	1	493	3	551	1	552	1							<color=Gold>
18044	Chinh Lç nguyªn so¸i	290	3	101	1	493	3	551	1	552	1							<color=Gold>
20001	§o¹t ph¸ch	304	1	305	1	280	2											<color=Green2>
20002	§o¹t ph¸ch	304	1	305	1	280	2											<color=Green2>
20003	§o¹t ph¸ch	304	1	305	1	280	2											<color=Green2>
20004	§o¹t ph¸ch	304	1	305	1	280	2											<color=Green2>
20011	Th«i mÖnh	307	1	257	3	258	3	261	1									<color=Green2>
20012	Th«i mÖnh	307	1	257	3	258	3	261	1									<color=Green2>
20013	Th«i mÖnh	307	1	257	3	258	3	261	1									<color=Green2>
20014	Th«i mÖnh	307	1	257	3	258	3	261	1									<color=Green2>
20021	H¾c V« Th­êng	304	2	101	1	310	3	309	3	327	1							<color=Purple>
20022	H¾c V« Th­êng	304	2	101	1	310	3	309	3	327	1							<color=Purple>
20023	H¾c V« Th­êng	304	2	101	1	310	3	309	3	327	1							<color=Purple>
20024	H¾c V« Th­êng	304	2	101	1	310	3	309	3	327	1							<color=Purple>
20031	U Minh Quû S¸t	305	2	101	1	495	1	496	1	510	1							<color=Purple>
20032	U Minh Quû S¸t	305	2	101	1	495	1	496	1	510	1							<color=Purple>
20033	U Minh Quû S¸t	305	2	101	1	495	1	496	1	510	1							<color=Purple>
20034	U Minh Quû S¸t	305	2	101	1	495	1	496	1	510	1							<color=Purple>
20041	Diªm La t«n gi¶	290	3	101	1	495	2	553	1	554	1							<color=Gold>
20042	Diªm La t«n gi¶	290	3	101	1	495	2	553	1	554	1							<color=Gold>
20043	Diªm La t«n gi¶	290	3	101	1	495	2	553	1	554	1							<color=Gold>
20044	Diªm La t«n gi¶	290	3	101	1	495	2	553	1	554	1							<color=Gold>
21001	§éc Tµm	304	1	305	1	280	2											<color=Green2>
21002	§éc Tµm	304	1	305	1	280	2											<color=Green2>
21003	§éc Tµm	304	1	305	1	280	2											<color=Green2>
21004	§éc Tµm	304	1	305	1	280	2											<color=Green2>
21011	Thùc T©m	250	5	257	3	258	3	262	1									<color=Green2>
21012	Thùc T©m	250	5	257	3	258	3	262	1									<color=Green2>
21013	Thùc T©m	250	5	257	3	258	3	262	1									<color=Green2>
21014	Thùc T©m	250	5	257	3	258	3	262	1									<color=Green2>
21021	B¹ch V« Th­êng	304	2	101	1	312	3	311	3	328	1							<color=Purple>
21022	B¹ch V« Th­êng	304	2	101	1	312	3	311	3	328	1							<color=Purple>
21023	B¹ch V« Th­êng	304	2	101	1	312	3	311	3	328	1							<color=Purple>
21024	B¹ch V« Th­êng	304	2	101	1	312	3	311	3	328	1							<color=Purple>
21031	V« §æng La S¸t	305	2	101	1	495	1	496	1	511	1							<color=Purple>
21032	V« §æng La S¸t	305	2	101	1	495	1	496	1	511	1							<color=Purple>
21033	V« §æng La S¸t	305	2	101	1	495	1	496	1	511	1							<color=Purple>
21034	V« §æng La S¸t	305	2	101	1	495	1	496	1	511	1							<color=Purple>
21041	Cæ §éc t«n gi¶	290	3	101	1	495	2	555	1	557	1							<color=Gold>
21042	Cæ §éc t«n gi¶	290	3	101	1	495	2	555	1	557	1							<color=Gold>
21043	Cæ §éc t«n gi¶	290	3	101	1	495	2	555	1	557	1							<color=Gold>
21044	Cæ §éc t«n gi¶	290	3	101	1	495	2	555	1	557	1							<color=Gold>
22031	Tèng §« thèng	405	2	406	1													<color=Purple>
22032	Tèng §« thèng	405	2	406	1													<color=Purple>
22033	Tèng §« thèng	405	2	406	1													<color=Purple>
22034	Tèng §« thèng	405	2	406	1													<color=Purple>
22035	Liªu §« thèng	405	2	406	1													<color=Purple>
22036	Liªu §« thèng	405	2	406	1													<color=Purple>
22037	Liªu §« thèng	405	2	406	1													<color=Purple>
22038	Liªu §« thèng	405	2	406	1													<color=Purple>
22041	Tèng T­íng Qu©n																	<color=Gold>
22042	Tèng T­íng Qu©n																	<color=Gold>
22043	Tèng T­íng Qu©n																	<color=Gold>
22044	Tèng T­íng Qu©n																	<color=Gold>
22045	Liªu T­íng Qu©n																	<color=Gold>
22046	Liªu T­íng Qu©n																	<color=Gold>
22047	Liªu T­íng Qu©n																	<color=Gold>
22048	Liªu T­íng Qu©n																	<color=Gold>
22051	Tèng Nguyªn So¸i																	<color=Gold>
22052	Tèng Nguyªn So¸i																	<color=Gold>
22053	Tèng Nguyªn So¸i																	<color=Gold>
22054	Tèng Nguyªn So¸i																	<color=Gold>
22055	Liªu Nguyªn So¸i																	<color=Gold>
22056	Liªu Nguyªn So¸i																	<color=Gold>
22057	Liªu Nguyªn So¸i																	<color=Gold>
22058	Liªu Nguyªn So¸i																	<color=Gold>
22061	Tèng Tiªn Phong	404	2															<color=Gold>
22062	Tèng Tiªn Phong	404	2															<color=Gold>
22063	Tèng Tiªn Phong	404	2															<color=Gold>
22064	Tèng Tiªn Phong	404	2															<color=Gold>
22071	Liªu Tiªn Phong	404	2															<color=Gold>
22072	Liªu Tiªn Phong	404	2															<color=Gold>
22073	Liªu Tiªn Phong	404	2															<color=Gold>
22074	Liªu Tiªn Phong	404	2															<color=Gold>
22355	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22356	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22357	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22358	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22359	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22360	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22361	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22362	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22363	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22364	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22365	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22366	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22367	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22368	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22369	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22370	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22371	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22372	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22373	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22374	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22375	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22376	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22377	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22378	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22379	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22380	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22381	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22382	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22383	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22384	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22385	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22386	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22387	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22388	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22389	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22390	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22391	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22392	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22393	Tö Quang ChiÕn Gi¸p																	<color=Gold>
22394	Tö Quang ChiÕn Gi¸p																	<color=Gold>
23001	Ngù Long nguyªn so¸i	486	1	486	1	486	1	484	3									<color=Gold>
23002	Ngù Long nguyªn so¸i	486	1	486	1	486	1	484	3									<color=Gold>
23003	Ngù Long nguyªn so¸i	486	1	486	1	486	1	484	3									<color=Gold>
23004	Ngù Long nguyªn so¸i	486	1	486	1	486	1	484	3									<color=Gold>
23005	Chiªu Th¸nh nguyªn so¸i	486	1	486	1	486	1	484	3									<color=Gold>
23006	Chiªu Th¸nh nguyªn so¸i	486	1	486	1	486	1	484	3									<color=Gold>
23007	Chiªu Th¸nh nguyªn so¸i	486	1	486	1	486	1	484	3									<color=Gold>
23008	Chiªu Th¸nh nguyªn so¸i	486	1	486	1	486	1	484	3									<color=Gold>
23009	Thiªn Chi Tèng T­íng Qu©n	486	1	408	2	286	1	583	1									<color=Gold>
23010	Thiªn Chi Tèng T­íng Qu©n	486	1	408	2	286	1	583	1									<color=Gold>
23011	Thiªn Chi Tèng T­íng Qu©n	486	1	408	2	286	1	583	1									<color=Gold>
23012	Thiªn Chi Tèng T­íng Qu©n	486	1	408	2	286	1	583	1									<color=Gold>
23013	Thiªn Chi Liªu T­íng Qu©n	486	1	408	2	286	1	583	1									<color=Gold>
23014	Thiªn Chi Liªu T­íng Qu©n	486	1	408	2	286	1	583	1									<color=Gold>
23015	Thiªn Chi Liªu T­íng Qu©n	486	1	408	2	286	1	583	1									<color=Gold>
23016	Thiªn Chi Liªu T­íng Qu©n	486	1	408	2	286	1	583	1									<color=Gold>
23017	Thiªn Chi Tèng Nguyªn So¸i	584	1	585	2	483	5	583	6									<color=Gold>
23018	Thiªn Chi Tèng Nguyªn So¸i	584	1	585	2	483	5	583	6									<color=Gold>
23019	Thiªn Chi Tèng Nguyªn So¸i	584	1	585	2	483	5	583	6									<color=Gold>
23020	Thiªn Chi Tèng Nguyªn So¸i	584	1	585	2	483	5	583	6									<color=Gold>
23021	Thiªn Chi Liªu Nguyªn So¸i	584	1	585	2	483	5	583	6									<color=Gold>
23022	Thiªn Chi Liªu Nguyªn So¸i	584	1	585	2	483	5	583	6									<color=Gold>
23023	Thiªn Chi Liªu Nguyªn So¸i	584	1	585	2	483	5	583	6									<color=Gold>
23024	Thiªn Chi Liªu Nguyªn So¸i	584	1	585	2	483	5	583	6									<color=Gold>
23025	Thiªn Chi Tèng VÜnh Cöu	584	1	286	2	483	3	583	4									<color=Gold>
23026	Thiªn Chi Tèng VÜnh Cöu	584	1	286	2	483	3	583	4									<color=Gold>
23027	Thiªn Chi Tèng VÜnh Cöu	584	1	286	2	483	3	583	4									<color=Gold>
23028	Thiªn Chi Tèng VÜnh Cöu	584	1	286	2	483	3	583	4									<color=Gold>
23029	Thiªn Chi Liªu VÜnh Cöu	584	1	286	2	483	3	583	4									<color=Gold>
23030	Thiªn Chi Liªu VÜnh Cöu	584	1	286	2	483	3	583	4									<color=Gold>
23031	Thiªn Chi Liªu VÜnh Cöu	584	1	286	2	483	3	583	4									<color=Gold>
23032	Thiªn Chi Liªu VÜnh Cöu	584	1	286	2	483	3	583	4									<color=Gold>
23101	Linh phï	304	1	305	1	280	2											<color=Green2>
23102	Linh phï	304	1	305	1	280	2											<color=Green2>
23111	Bİ Ph¸p	250	5	249	3	248	3	488	1									<color=Green2>
23112	Bİ Ph¸p	250	5	249	3	248	3	488	1									<color=Green2>
23121	TrÊn Yªu §¹o Nh©n	304	2	404	1	312	3	311	3	586	1							<color=Purple>
23122	TrÊn Yªu §¹o Nh©n	304	2	404	1	312	3	311	3	586	1							<color=Purple>
23131	Tö Vi §¹o Nh©n	305	2	404	1	495	1	497	1	587	1							<color=Purple>
23132	Tö Vi §¹o Nh©n	305	2	404	1	495	1	497	1	587	1							<color=Purple>
23141	Hång M«ng Ch©n Nh©n	290	3	404	1	495	2	276	1	588	1							<color=Gold>
23142	Hång M«ng Ch©n Nh©n	290	3	404	1	495	2	276	1	588	1							<color=Gold>
25000	Thanh §Æc																	<color=Green2>
25001	Thanh §Æc																	<color=Green2>
25002	Thanh §Æc																	<color=Green2>
25003	Thanh §Æc																	<color=Green2>
25004	S­ ¢n																	<color=Green2>
25005	S­ ¢n																	<color=Green2>
25006	S­ ¢n																	<color=Green2>
25007	S­ ¢n																	<color=Green2>
25101	Kim L­	304	1	305	1	280	2					<color=Green2>						
25102	Kim L­	304	1	305	1	280	2					<color=Green2>						
25103	Kim L­	304	1	305	1	280	2					<color=Green2>						
25104	Kim L­	304	1	305	1	280	2					<color=Green2>						
25111	B¹o s¸	306	1	308	2	246	3	261	1			<color=Green2>						
25112	B¹o s¸	306	1	308	2	246	3	261	1			<color=Green2>						
25113	B¹o s¸	306	1	308	2	246	3	261	1			<color=Green2>						
25114	B¹o s¸	306	1	308	2	246	3	261	1			<color=Green2>						
25121	Hé Gi¸o Sø	304	2	404	1	310	3	309	3	589	1	<color=Purple>						
25122	Hé Gi¸o Sø	304	2	404	1	310	3	309	3	589	1	<color=Purple>						
25123	Hé Gi¸o Sø	304	2	404	1	310	3	309	3	589	1	<color=Purple>						
25124	Hé Gi¸o Sø	304	2	404	1	310	3	309	3	589	1	<color=Purple>						
25131	Tiªu Dao ThÇn Sø	305	2	404	1	494	2	497	1	590	1	<color=Purple>						
25132	Tiªu Dao ThÇn Sø	305	2	404	1	494	2	497	1	590	1	<color=Purple>						
25133	Tiªu Dao ThÇn Sø	305	2	404	1	494	2	497	1	590	1	<color=Purple>						
25134	Tiªu Dao ThÇn Sø	305	2	404	1	494	2	497	1	590	1	<color=Purple>						
25141	Kim Mao S­ V­¬ng	290	3	404	1	494	3	591	1	592	1	<color=Gold>						
25142	Kim Mao S­ V­¬ng	290	3	404	1	494	3	591	1	592	1	<color=Gold>						
25143	Kim Mao S­ V­¬ng	290	3	404	1	494	3	591	1	592	1	<color=Gold>						
25144	Kim Mao S­ V­¬ng	290	3	404	1	494	3	591	1	592	1	<color=Gold>						
26101	TrËn Binh	304	1	305	1	280	2					<color=Green2>						
26102	TrËn Binh	304	1	305	1	280	2					<color=Green2>						
26103	TrËn Binh	304	1	305	1	280	2					<color=Green2>						
26104	TrËn Binh	304	1	305	1	280	2					<color=Green2>						
26111	Tö SÜ	306	1	248	3	265	2	261	1			<color=Green2>						
26112	Tö SÜ	306	1	248	3	265	2	261	1			<color=Green2>						
26113	Tö SÜ	306	1	248	3	265	2	261	1			<color=Green2>						
26114	Tö SÜ	306	1	248	3	265	2	261	1			<color=Green2>						
26121	Tr­êng Kú Sø	304	2	404	1	310	3	309	3	593	1	<color=Purple>						
26122	Tr­êng Kú Sø	304	2	404	1	310	3	309	3	593	1	<color=Purple>						
26123	Tr­êng Kú Sø	304	2	404	1	310	3	309	3	593	1	<color=Purple>						
26124	Tr­êng Kú Sø	304	2	404	1	310	3	309	3	593	1	<color=Purple>						
26131	Thiªn Cuång §¹i T­íng	305	2	404	1	495	1	496	1	595	1	<color=Purple>						
26132	Thiªn Cuång §¹i T­íng	305	2	404	1	495	1	496	1	595	1	<color=Purple>						
26133	Thiªn Cuång §¹i T­íng	305	2	404	1	495	1	496	1	595	1	<color=Purple>						
26134	Thiªn Cuång §¹i T­íng	305	2	404	1	495	1	496	1	595	1	<color=Purple>						
26141	B¹ch MŞ ¦ng V­¬ng	290	3	404	1	495	2	594	1	596	1	<color=Gold>						
26142	B¹ch MŞ ¦ng V­¬ng	290	3	404	1	495	2	594	1	596	1	<color=Gold>						
26143	B¹ch MŞ ¦ng V­¬ng	290	3	404	1	495	2	594	1	596	1	<color=Gold>						
26144	B¹ch MŞ ¦ng V­¬ng	290	3	404	1	495	2	594	1	596	1	<color=Gold>						
27101	ƒm Tr¶o	304	1	305	1	280	2					<color=Green2>						
27102	ƒm Tr¶o	304	1	305	1	280	2					<color=Green2>						
27103	ƒm Tr¶o	304	1	305	1	280	2					<color=Green2>						
27104	ƒm Tr¶o	304	1	305	1	280	2					<color=Green2>						
27111	DiÖt Hån	250	5	265	2	249	3	262	1			<color=Green2>						
27112	DiÖt Hån	250	5	265	2	249	3	262	1			<color=Green2>						
27113	DiÖt Hån	250	5	265	2	249	3	262	1			<color=Green2>						
27114	DiÖt Hån	250	5	265	2	249	3	262	1			<color=Green2>						
27121	Thanh Minh Sø	304	2	404	1	312	3	311	3	597	1	<color=Purple>						
27122	Thanh Minh Sø	304	2	404	1	312	3	311	3	597	1	<color=Purple>						
27123	Thanh Minh Sø	304	2	404	1	312	3	311	3	597	1	<color=Purple>						
27124	Thanh Minh Sø	304	2	404	1	312	3	311	3	597	1	<color=Purple>						
27131	NguyÖt nh Ma T«n	305	2	404	1	495	1	496	1	599	1	<color=Purple>						
27132	NguyÖt nh Ma T«n	305	2	404	1	495	1	496	1	599	1	<color=Purple>						
27133	NguyÖt nh Ma T«n	305	2	404	1	495	1	496	1	599	1	<color=Purple>						
27134	NguyÖt nh Ma T«n	305	2	404	1	495	1	496	1	599	1	<color=Purple>						
27141	Thanh Dùc Bøc V­¬ng	290	3	404	1	495	2	598	1	600	1	<color=Gold>						
27142	Thanh Dùc Bøc V­¬ng	290	3	404	1	495	2	598	1	600	1	<color=Gold>						
27143	Thanh Dùc Bøc V­¬ng	290	3	404	1	495	2	598	1	600	1	<color=Gold>						
27144	Thanh Dùc Bøc V­¬ng	290	3	404	1	495	2	598	1	600	1	<color=Gold>						
29101	§¹p V©n	304	1	305	1	280	2											<color=Green2>
29102	§¹p V©n	304	1	305	1	280	2											<color=Green2>
29111	T©m Vò	306	1	265	2	246	3	487	1									<color=Green2>
29112	T©m Vò	306	1	265	2	246	3	487	1									<color=Green2>
29121	Thu NguyÖt Sø	304	2	404	1	310	3	309	3	601	1							<color=Purple>
29122	Thu NguyÖt Sø	304	2	404	1	310	3	309	3	601	1							<color=Purple>
29131	Cöu Thiªn Th¸i Ph­îng	305	2	404	1	495	1	496	1	603	1							<color=Purple>
29132	Cöu Thiªn Th¸i Ph­îng	305	2	404	1	495	1	496	1	603	1							<color=Purple>
29141	B¸ch Hoa T«n Gi¶	290	3	404	1	495	2	602	1	604	1							<color=Gold>
29142	B¸ch Hoa T«n Gi¶	290	3	404	1	495	2	602	1	604	1							<color=Gold>
30001	ViÖt Yªn Phi Tinh §ao																	<color=Gold>
30002	ViÖt Yªn Phi Tinh C«n																	<color=Gold>
30003	ViÖt Yªn Phi Tinh Tr­îng																	<color=Gold>
30004	ViÖt Yªn Phi Tinh Thñ																	<color=Gold>
30005	ViÖt Yªn Phi Tinh Ch©m																	<color=Gold>
30006	ViÖt Yªn Phi Tinh KiÕm																	<color=Gold>
30007	ViÖt Yªn Phi Tinh CÇm																	<color=Gold>
30008	ViÖt Yªn Phi Tinh Thñ																	<color=Gold>
30009	ViÖt Yªn Tr¶m NguyÖt C«n																	<color=Gold>
30010	ViÖt Yªn Tr¶m NguyÖt KiÕm																	<color=Gold>
30011	ViÖt Yªn Tr¶m NguyÖt Bót																	<color=Gold>
30012	ViÖt Yªn Tr¶m NguyÖt Th­¬ng																	<color=Gold>
30013	ViÖt Yªn Tr¶m NguyÖt Cung																	<color=Gold>
30014	ViÖt Yªn Tr¶m NguyÖt NhÉn																	<color=Gold>
30015	ViÖt Yªn Tr¶m NguyÖt Tr¶o																	<color=Gold>
30016	§¹i ViÖt Yªn Phi Tinh §ao																	<color=Gold>
30017	§¹i ViÖt Yªn Phi Tinh C«n																	<color=Gold>
30018	§¹i ViÖt Yªn Phi Tinh Tr­îng																	<color=Gold>
30019	§¹i ViÖt Yªn Phi Tinh Thñ																	<color=Gold>
30020	§¹i ViÖt Yªn Phi Tinh Ch©m																	<color=Gold>
30021	§¹i ViÖt Yªn Phi Tinh KiÕm																	<color=Gold>
30022	§¹i ViÖt Yªn Phi Tinh CÇm																	<color=Gold>
30023	§¹i ViÖt Yªn Phi Tinh Thñ																	<color=Gold>
30024	§¹i ViÖt Yªn Tr¶m NguyÖt C«n																	<color=Gold>
30025	§¹i ViÖt Yªn Tr¶m NguyÖt KiÕm 																	<color=Gold>
30026	§¹i ViÖt Yªn Tr¶m NguyÖt Bót																	<color=Gold>
30027	§¹i ViÖt Yªn Tr¶m NguyÖt Th­¬ng																	<color=Gold>
30028	§¹i ViÖt Yªn Tr¶m NguyÖt Cung																	<color=Gold>
30029	§¹i ViÖt Yªn Tr¶m NguyÖt NhÉn																	<color=Gold>
30030	§¹i ViÖt Yªn Tr¶m NguyÖt Tr¶o																	<color=Gold>
30031	Thiªn Chi Tµng KiÕm Hoµng Kim Gi¸p	409	2	409	2	39	1	253	5									<color=Gold>
30032	Thiªn Chi Tµng KiÕm Hoµng Kim Gi¸p	409	2	409	2	39	1	253	5									<color=Gold>
30033	Thiªn Chi Tµng KiÕm Hoµng Kim Gi¸p	409	2	409	2	39	1	253	5									<color=Gold>
30034	Thiªn Chi Tµng KiÕm Hoµng Kim Gi¸p	409	2	409	2	39	1	253	5									<color=Gold>
30035	Bé B¹ch Kim Viªm §Õ	302	6	583	4													<color=Gold>
30036	Bé B¹ch Kim Viªm §Õ	302	6	583	4													<color=Gold>
30037	Bé B¹ch Kim Viªm §Õ	302	6	583	4													<color=Gold>
30038	Bé B¹ch Kim Viªm §Õ	302	6	583	4													<color=Gold>
30039	Liªu Ngù Long T­íng Qu©n	486	1	408	2	286	2	583	3									<color=Gold>
30040	Liªu Ngù Long T­íng Qu©n	486	1	408	2	286	2	583	3									<color=Gold>
30041	Liªu Ngù Long T­íng Qu©n	486	1	408	2	286	2	583	3									<color=Gold>
30042	Liªu Ngù Long T­íng Qu©n	486	1	408	2	286	2	583	3									<color=Gold>
30043	Tèng Ngù Long T­íng Qu©n	486	1	408	2	286	2	583	3									<color=Gold>
30044	Tèng Ngù Long T­íng Qu©n	486	1	408	2	286	2	583	3									<color=Gold>
30045	Tèng Ngù Long T­íng Qu©n	486	1	408	2	286	2	583	3									<color=Gold>
30046	Tèng Ngù Long T­íng Qu©n	486	1	408	2	286	2	583	3									<color=Gold>
30047	Thiªn §Şa NhËt NguyÖt	13011	4															<color=Gold>
30048	Th«ng Thiªn DiÖt §Şch §ao																	<color=Gold>
30049	Th«ng Thiªn DiÖt §Şch C«n																	<color=Gold>
30050	Th«ng Thiªn DiÖt §Şch Tr­îng																	<color=Gold>
30051	Th«ng Thiªn DiÖt §Şch Thñ																	<color=Gold>
30052	Th«ng Thiªn DiÖt §Şch Ch©m																	<color=Gold>
30053	Th«ng Thiªn DiÖt §Şch KiÕm																	<color=Gold>
30054	Th«ng Thiªn DiÖt §Şch CÇm																	<color=Gold>
30055	Th«ng Thiªn DiÖt §Şch Thñ																	<color=Gold>
30056	Th«ng Thiªn Ph¸ TrËn C«n																	<color=Gold>
30057	Th«ng Thiªn Ph¸ TrËn KiÕm 																	<color=Gold>
30058	Th«ng Thiªn Ph¸ TrËn Bót																	<color=Gold>
30059	Th«ng Thiªn Ph¸ TrËn Th­¬ng																	<color=Gold>
30060	Thiªn Thiªn Ph¸ TrËn Cung																	<color=Gold>
30061	Th«ng Nhiªn Ph¸ TrËn NhÉn																	<color=Gold>
30062	Th«ng Thiªn Ph¸ TrËn Tr¶o																	<color=Gold>
30063	Th«ng Thiªn Kim Ngäc																	<color=Gold>
30064	Th«ng Thiªn Méc §ai																	<color=Gold>
30065	Th«ng Thiªn Thñy Béi																	<color=Gold>
30066	Th«ng Thiªn Háa Giíi																	<color=Gold>
30067	Th«ng Thiªn Thæ Hoµn																	<color=Gold>
30068	Vâ L©m B¸ Chñ	476	2	484	5													<color=Gold>
30069	Vâ L©m B¸ Chñ	476	2	484	5													<color=Gold>
30070	Vâ L©m B¸ Chñ	476	2	484	5													<color=Gold>
30071	Vâ L©m B¸ Chñ	476	2	484	5													<color=Gold>
30072	Tèng Th­¬ng ¦ng ChiÕn trang	477	1	406	1	408	2	329	6									<color=Gold>
30073	Tèng Th­¬ng ¦ng ChiÕn trang	477	1	406	1	408	2	329	6									<color=Gold>
30074	Tèng Th­¬ng ¦ng ChiÕn trang	477	1	406	1	408	2	329	6									<color=Gold>
30075	Tèng Th­¬ng ¦ng ChiÕn trang	477	1	406	1	408	2	329	6									<color=Gold>
30076	Tèng Th­¬ng ¦ng T­íng Qu©n trang	13068	1	13068	2	13070	1	484	4									<color=Gold>
30077	Tèng Th­¬ng ¦ng T­íng Qu©n trang	13068	1	13068	2	13070	1	484	4									<color=Gold>
30078	Tèng Th­¬ng ¦ng T­íng Qu©n trang	13068	1	13068	2	13070	1	484	4									<color=Gold>
30079	Tèng Th­¬ng ¦ng T­íng Qu©n trang	13068	1	13068	2	13070	1	484	4									<color=Gold>
30080	Tèng Th­¬ng ¦ng So¸i trang	584	1	585	2	438	5	583	6									<color=Gold>
30081	Tèng Th­¬ng ¦ng So¸i trang	584	1	585	2	438	5	583	6									<color=Gold>
30082	Tèng Th­¬ng ¦ng So¸i trang	584	1	585	2	438	5	583	6									<color=Gold>
30083	Tèng Th­¬ng ¦ng So¸i trang	584	1	585	2	438	5	583	6									<color=Gold>
