蕴灵名称	大类型	副类型	详细类别	重量	价格	五行	蕴灵消耗 (金)	防御力(外，内)	附加属性1	附加属性1数值	附加属性2	附加属性2数值	套装编号	要求等级	要求性别	要求体型	要求门派	在界面上显示的小图	在界面上显示的大图	说明文字	装备在身上的时候，使用的显示类型名字	丢落在地面的时候，使用哪一个物件资源	脚本文件	等级	是否能交易(0能1不能2只能卖店3只能卖玩家)	是否能丢弃(0能1不能)	是否可维修（0是/1否）		
凝神（衣服）等级1	2	144	89	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凝神（衣服）等级1，效果：内功增加10点，根骨增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凝神（衣服）等级2	2	144	90	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凝神（衣服）等级2，效果：内功增加18点，根骨增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凝神（衣服）等级3	2	144	91	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凝神（衣服）等级3，效果：内功增加30点，根骨增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凝神（下装）等级1	2	144	92	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凝神（下装）等级1，效果：内功增加10点，根骨增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凝神（下装）等级2	2	144	93	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凝神（下装）等级2，效果：内功增加18点，根骨增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凝神（下装）等级3	2	144	94	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凝神（下装）等级3，效果：内功增加30点，根骨增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无间（头部）等级1	2	144	95	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无间（头部）等级1，效果：身法增加10点，根骨增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无间（头部）等级2	2	144	96	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无间（头部）等级2，效果：身法增加18点，根骨增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无间（头部）等级3	2	144	97	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无间（头部）等级3，效果：身法增加30点，根骨增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无间（衣服）等级1	2	144	98	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无间（衣服）等级1，效果：身法增加10点，根骨增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无间（衣服）等级2	2	144	99	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无间（衣服）等级2，效果：身法增加18点，根骨增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无间（衣服）等级3	2	144	100	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无间（衣服）等级3，效果：身法增加30点，根骨增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无间（下装）等级1	2	144	101	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无间（下装）等级1，效果：身法增加10点，根骨增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无间（下装）等级2	2	144	102	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无间（下装）等级2，效果：身法增加18点，根骨增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无间（下装）等级3	2	144	103	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无间（下装）等级3，效果：身法增加30点，根骨增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无极（头部）等级1	2	144	104	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无极（头部）等级1，效果：洞察增加10点，根骨增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无极（头部）等级2	2	144	105	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无极（头部）等级2，效果：洞察增加18点，根骨增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无极（头部）等级3	2	144	106	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无极（头部）等级3，效果：洞察增加30点，根骨增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无极（衣服）等级1	2	144	107	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无极（衣服）等级1，效果：洞察增加10点，根骨增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无极（衣服）等级2	2	144	108	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无极（衣服）等级2，效果：洞察增加18点，根骨增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无极（衣服）等级3	2	144	109	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无极（衣服）等级3，效果：洞察增加30点，根骨增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无极（下装）等级1	2	144	110	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无极（下装）等级1，效果：洞察增加10点，根骨增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无极（下装）等级2	2	144	111	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无极（下装）等级2，效果：洞察增加18点，根骨增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无极（下装）等级3	2	144	112	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无极（下装）等级3，效果：洞察增加30点，根骨增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
狂韧（头部）等级1	2	144	113	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：狂韧（头部）等级1，效果：力量增加10点，身法增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
狂韧（头部）等级2	2	144	114	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：狂韧（头部）等级2，效果：力量增加18点，身法增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
狂韧（头部）等级3	2	144	115	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：狂韧（头部）等级3，效果：力量增加30点，身法增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
狂韧（衣服）等级1	2	144	116	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：狂韧（衣服）等级1，效果：力量增加10点，身法增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
狂韧（衣服）等级2	2	144	117	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：狂韧（衣服）等级2，效果：力量增加18点，身法增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
狂韧（衣服）等级3	2	144	118	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：狂韧（衣服）等级3，效果：力量增加30点，身法增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
狂韧（下装）等级1	2	144	119	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：狂韧（下装）等级1，效果：力量增加10点，身法增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
狂韧（下装）等级2	2	144	120	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：狂韧（下装）等级2，效果：力量增加18点，身法增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
狂韧（下装）等级3	2	144	121	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：狂韧（下装）等级3，效果：力量增加30点，身法增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凌锐（头部）等级1	2	144	122	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凌锐（头部）等级1，效果：力量增加10点，洞察增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凌锐（头部）等级2	2	144	123	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凌锐（头部）等级2，效果：力量增加18点，洞察增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凌锐（头部）等级3	2	144	124	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凌锐（头部）等级3，效果：力量增加30点，洞察增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凌锐（衣服）等级1	2	144	125	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凌锐（衣服）等级1，效果：力量增加10点，洞察增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凌锐（衣服）等级2	2	144	126	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凌锐（衣服）等级2，效果：力量增加18点，洞察增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凌锐（衣服）等级3	2	144	127	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凌锐（衣服）等级3，效果：力量增加30点，洞察增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凌锐（下装）等级1	2	144	128	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凌锐（下装）等级1，效果：力量增加10点，洞察增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凌锐（下装）等级2	2	144	129	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凌锐（下装）等级2，效果：力量增加18点，洞察增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凌锐（下装）等级3	2	144	130	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凌锐（下装）等级3，效果：力量增加30点，洞察增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵猿（头部）等级1	2	144	131	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵猿（头部）等级1，效果：身法增加10点，洞察增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵猿（头部）等级2	2	144	132	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵猿（头部）等级2，效果：身法增加18点，洞察增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵猿（头部）等级3	2	144	133	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵猿（头部）等级3，效果：身法增加30点，洞察增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵猿（衣服）等级1	2	144	134	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵猿（衣服）等级1，效果：身法增加10点，洞察增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵猿（衣服）等级2	2	144	135	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵猿（衣服）等级2，效果：身法增加18点，洞察增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵猿（衣服）等级3	2	144	136	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵猿（衣服）等级3，效果：身法增加30点，洞察增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵猿（下装）等级1	2	144	137	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵猿（下装）等级1，效果：身法增加10点，洞察增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵猿（下装）等级2	2	144	138	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵猿（下装）等级2，效果：身法增加18点，洞察增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵猿（下装）等级3	2	144	139	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵猿（下装）等级3，效果：身法增加30点，洞察增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海韵（头部）等级1	2	144	140	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海韵（头部）等级1，效果：内功增加10点，身法增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海韵（头部）等级2	2	144	141	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海韵（头部）等级2，效果：内功增加18点，身法增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海韵（头部）等级3	2	144	142	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海韵（头部）等级3，效果：内功增加30点，身法增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海韵（衣服）等级1	2	144	143	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海韵（衣服）等级1，效果：内功增加10点，身法增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海韵（衣服）等级2	2	144	144	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海韵（衣服）等级2，效果：内功增加18点，身法增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海韵（衣服）等级3	2	144	145	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海韵（衣服）等级3，效果：内功增加30点，身法增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海韵（下装）等级1	2	144	146	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海韵（下装）等级1，效果：内功增加10点，身法增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海韵（下装）等级2	2	144	147	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海韵（下装）等级2，效果：内功增加18点，身法增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海韵（下装）等级3	2	144	148	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海韵（下装）等级3，效果：内功增加30点，身法增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海心（头部）等级1	2	144	149	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海心（头部）等级1，效果：内功增加10点，洞察增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海心（头部）等级2	2	144	150	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海心（头部）等级2，效果：内功增加18点，洞察增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海心（头部）等级3	2	144	151	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海心（头部）等级3，效果：内功增加30点，洞察增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海心（衣服）等级1	2	144	152	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海心（衣服）等级1，效果：内功增加10点，洞察增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海心（衣服）等级2	2	144	153	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海心（衣服）等级2，效果：内功增加18点，洞察增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海心（衣服）等级3	2	144	154	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海心（衣服）等级3，效果：内功增加30点，洞察增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海心（下装）等级1	2	144	155	0	0	0	1											\image\item\other\流星卷轴a1.spr	\image\item\other\流星卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海心（下装）等级1，效果：内功增加10点，洞察增加10点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海心（下装）等级2	2	144	156	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海心（下装）等级2，效果：内功增加18点，洞察增加18点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海心（下装）等级3	2	144	157	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海心（下装）等级3，效果：内功增加30点，洞察增加30点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
鹰袭（头部）等级4	2	144	158	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：鹰袭（头部）等级4，效果：提高命中320点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
鹰袭（头部）等级5	2	144	159	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：鹰袭（头部）等级5，效果：提高命中520点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
怒吟（衣服）等级4	2	144	160	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：怒吟（衣服）等级4，效果：内外攻增加10%。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
怒吟（衣服）等级5	2	144	161	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：怒吟（衣服）等级5，效果：内外攻增加16%。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无量（下装）等级4	2	144	162	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无量（下装）等级4，效果：提高生命上限12%。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无量（下装）等级5	2	144	163	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无量（下装）等级5，效果：提高生命上限15%与25点根骨。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
目冥（下装）等级4	2	144	164	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：目冥（下装）等级4，效果：提高内力上限12%。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
目冥（下装）等级5	2	144	165	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：目冥（下装）等级5，效果：提高内力上限15%与25点内功。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
裂岩（头部）等级4	2	144	166	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：裂岩（头部）等级4，效果：提高力量45点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
裂岩（头部）等级5	2	144	167	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：裂岩（头部）等级5，效果：提高力量75点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
裂岩（衣服）等级4	2	144	168	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：裂岩（衣服）等级4，效果：提高力量45点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
裂岩（衣服）等级5	2	144	169	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：裂岩（衣服）等级5，效果：提高力量75点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
裂岩（下装）等级4	2	144	170	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：裂岩（下装）等级4，效果：提高力量45点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
裂岩（下装）等级5	2	144	171	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：裂岩（下装）等级5，效果：提高力量75点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
破空（头部）等级4	2	144	172	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：破空（头部）等级4，效果：提高内功45点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
破空（头部）等级5	2	144	173	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：破空（头部）等级5，效果：提高内功75点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
破空（衣服）等级4	2	144	174	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：破空（衣服）等级4，效果：提高内功45点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
