CollectionIndex	GroupName	ItemGDP	ItemName	ItemLevel	Part	AttributeIndex	AttributeLevel	EnchantLevel	PopCostVMoney	PopCostItem_0	PopCostItem_1	PopCostItem_2	
268	L¨ng nhuÖ: t¨ng søc m¹nh, t¨ng linh ho¹t	0;148;65	H-L¨ng NhuÖ-Lv4	4	1;0;0	13544	1	1		2;1;30499;3	2;1;30666;3		
269		0;148;81	H-L¨ng NhuÖ-Lv5	5	1;0;0	13544	2	1		2;1;30499;30	2;1;30667;6		
270		0;148;97	H-L¨ng NhuÖ-Lv6	6	1;0;0	13544	3	1		2;1;30499;200	2;1;30668;9		
271		0;149;66	C-L¨ng NhuÖ-Lv4	4	0;1;0	13544	1	1		2;1;30499;3	2;1;30666;3		
272		0;149;83	C-L¨ng NhuÖ-Lv5	5	0;1;0	13544	2	1		2;1;30499;30	2;1;30667;6		
273		0;149;100	C-L¨ng NhuÖ-Lv6	6	0;1;0	13544	3	1		2;1;30499;200	2;1;30668;9		
274		0;150;65	T-L¨ng NhuÖ-Lv4	4	0;0;1	13544	1	1		2;1;30499;3	2;1;30666;3		
275		0;150;81	T-L¨ng NhuÖ-Lv5	5	0;0;1	13544	2	1		2;1;30499;30	2;1;30667;6		
276		0;150;97	T-L¨ng NhuÖ-Lv6	6	0;0;1	13544	3	1		2;1;30499;200	2;1;30668;9		
277	Linh viªn: t¨ng th©n ph¸p, t¨ng linh ho¹t	0;148;66	H-Linh Viªn-Lv4	4	1;0;0	13545	1	1		2;1;30499;3	2;1;30666;3		
278		0;148;82	H-Linh Viªn-Lv5	5	1;0;0	13545	2	1		2;1;30499;30	2;1;30667;6		
279		0;148;98	H-Linh Viªn-Lv6	6	1;0;0	13545	3	1		2;1;30499;200	2;1;30668;9		
280		0;149;67	C-Linh Viªn-Lv4	4	0;1;0	13545	1	1		2;1;30499;3	2;1;30666;3		
281		0;149;84	C-Linh Viªn-Lv5	5	0;1;0	13545	2	1		2;1;30499;30	2;1;30667;6		
282		0;149;101	C-Linh Viªn-Lv6	6	0;1;0	13545	3	1		2;1;30499;200	2;1;30668;9		
283		0;150;66	T-Linh Viªn-Lv4	4	0;0;1	13545	1	1		2;1;30499;3	2;1;30666;3		
284		0;150;82	T-Linh Viªn-Lv5	5	0;0;1	13545	2	1		2;1;30499;30	2;1;30667;6		
285		0;150;98	T-Linh Viªn-Lv6	6	0;0;1	13545	3	1		2;1;30499;200	2;1;30668;9		
286	H¶i vËn: t¨ng néi c«ng, t¨ng th©n ph¸p	0;148;67	H-H¶i VËn-Lv4	4	1;0;0	13546	1	1		2;1;30499;3	2;1;30666;3		
287		0;148;83	H-H¶i VËn-Lv5	5	1;0;0	13546	2	1		2;1;30499;30	2;1;30667;6		
288		0;148;99	H-H¶i VËn-Lv6	6	1;0;0	13546	3	1		2;1;30499;200	2;1;30668;9		
289		0;149;68	C-H¶i VËn-Lv4	4	0;1;0	13546	1	1		2;1;30499;3	2;1;30666;3		
290		0;149;85	C-H¶i VËn-Lv5	5	0;1;0	13546	2	1		2;1;30499;30	2;1;30667;6		
291		0;149;102	C-H¶i VËn-Lv6	6	0;1;0	13546	3	1		2;1;30499;200	2;1;30668;9		
292		0;150;67	T-H¶i VËn-Lv4	4	0;0;1	13546	1	1		2;1;30499;3	2;1;30666;3		
293		0;150;83	T-H¶i VËn-Lv5	5	0;0;1	13546	2	1		2;1;30499;30	2;1;30667;6		
294		0;150;99	T-H¶i VËn-Lv6	6	0;0;1	13546	3	1		2;1;30499;200	2;1;30668;9		
295	H¶i t©m: t¨ng néi c«ng#t¨ng linh ho¹t	0;148;68	H-H¶i T©m-Lv4	4	1;0;0	13547	1	1		2;1;30499;3	2;1;30666;3		
296		0;148;84	H-H¶i T©m-Lv5	5	1;0;0	13547	2	1		2;1;30499;30	2;1;30667;6		
297		0;148;100	H-H¶i T©m-Lv6	6	1;0;0	13547	3	1		2;1;30499;200	2;1;30668;9		
298		0;149;69	C-H¶i T©m-Lv4	4	0;1;0	13547	1	1		2;1;30499;3	2;1;30666;3		
299		0;149;86	C-H¶i T©m-Lv5	5	0;1;0	13547	2	1		2;1;30499;30	2;1;30667;6		
300		0;149;103	C-H¶i T©m-Lv6	6	0;1;0	13547	3	1		2;1;30499;200	2;1;30668;9		
301		0;150;68	T-H¶i T©m-Lv4	4	0;0;1	13547	1	1		2;1;30499;3	2;1;30666;3		
302		0;150;84	T-H¶i T©m-Lv5	5	0;0;1	13547	2	1		2;1;30499;30	2;1;30667;6		
303		0;150;100	T-H¶i T©m-Lv6	6	0;0;1	13547	3	1		2;1;30499;200	2;1;30668;9		
304	LiÖt nham: t¨ng søc m¹nh	0;148;101	H-LiÖt Nham-Lv7	7	1;0;0	14098	1	1	1;1000000	2;1;30499;5			
305		0;149;104	C-LiÖt Nham-Lv7	7	0;1;0	14098	1	1	1;1000000	2;1;30499;5			
306		0;150;101	T-LiÖt Nham-Lv7	7	0;0;1	14098	1	1	1;1000000	2;1;30499;5			
307	Ph¸ kh«ng: t¨ng néi lùc	0;148;102	H-Ph¸ Kh«ng-Lv7	7	1;0;0	14099	1	1	1;1000000	2;1;30499;5			
308		0;149;105	C-Ph¸ Kh«ng-Lv7	7	0;1;0	14099	1	1	1;1000000	2;1;30499;5			
309		0;150;102	T-Ph¸ Kh«ng-Lv7	7	0;0;1	14099	1	1	1;1000000	2;1;30499;5			
310	To¸i kiÕm: t¨ng g©n cèt	0;148;103	H-Tóy KiÕm-Lv7	7	1;0;0	14100	1	1	1;1000000	2;1;30499;5			
311		0;149;106	C-Tóy KiÕm-Lv7	7	0;1;0	14100	1	1	1;1000000	2;1;30499;5			
312		0;150;103	T-Tóy KiÕm-Lv7	7	0;0;1	14100	1	1	1;1000000	2;1;30499;5			
313	TËt phong: t¨ng th©n ph¸p	0;148;104	H-TËt Phong-Lv7	7	1;0;0	14101	1	1	1;1000000	2;1;30499;5			
314		0;149;107	C-TËt Phong-Lv7	7	0;1;0	14101	1	1	1;1000000	2;1;30499;5			
315		0;150;104	T-TËt Phong-Lv7	7	0;0;1	14101	1	1	1;1000000	2;1;30499;5			
316	TÊn vò: t¨ng linh ho¹t	0;148;105	H-TÊn Vò-Lv7	7	1;0;0	14102	1	1	1;1000000	2;1;30499;5			
317		0;149;108	C-TÊn Vò-Lv7	7	0;1;0	14102	1	1	1;1000000	2;1;30499;5			
318		0;150;105	T-TÊn Vò-Lv7	7	0;0;1	14102	1	1	1;1000000	2;1;30499;5			
319	ThÇn lùc: t¨ng søc m¹nh, t¨ng g©n cèt	0;148;106	H-ThÇn Lùc-Lv7	7	1;0;0	14103	1	1	1;1000000	2;1;30499;5			
320		0;149;109	C-ThÇn Lùc-Lv7	7	0;1;0	14103	1	1	1;1000000	2;1;30499;5			
321		0;150;106	T-ThÇn Lùc-Lv7	7	0;0;1	14103	1	1	1;1000000	2;1;30499;5			
322	Ng­ng thÇn: t¨ng néi lùc, t¨ng g©n cèt	0;148;107	H-Ng­ng ThÇn-Lv7	7	1;0;0	14104	1	1	1;1000000	2;1;30499;5			
323		0;149;110	C-Ng­ng ThÇn-Lv7	7	0;1;0	14104	1	1	1;1000000	2;1;30499;5			
324		0;150;107	T-Ng­ng ThÇn-Lv7	7	0;0;1	14104	1	1	1;1000000	2;1;30499;5			
325	V« gian: t¨ng th©n ph¸p, t¨ng g©n cèt	0;148;108	H-V« Gian-Lv7	7	1;0;0	14105	1	1	1;1000000	2;1;30499;5			
326		0;149;111	C-V« Gian-Lv7	7	0;1;0	14105	1	1	1;1000000	2;1;30499;5			
327		0;150;108	T-V« Gian-Lv7	7	0;0;1	14105	1	1	1;1000000	2;1;30499;5			
328	V« cùc: t¨ng linh ho¹t, t¨ng g©n cèt	0;148;109	H-V« Cùc-Lv7	7	1;0;0	14106	1	1	1;1000000	2;1;30499;5			
329		0;149;112	C-V« Cùc-Lv7	7	0;1;0	14106	1	1	1;1000000	2;1;30499;5			
330		0;150;109	T-V« Cùc-Lv7	7	0;0;1	14106	1	1	1;1000000	2;1;30499;5			
331	Cuång nhËn: t¨ng søc m¹nh, t¨ng th©n ph¸p	0;148;110	H-Cuång NhÉn-Lv7	7	1;0;0	14107	1	1	1;1000000	2;1;30499;5			
332		0;149;113	C-Cuång NhÉn-Lv7	7	0;1;0	14107	1	1	1;1000000	2;1;30499;5			
333		0;150;110	T-Cuång NhÉn-Lv7	7	0;0;1	14107	1	1	1;1000000	2;1;30499;5			
334	L¨ng nhuÖ: t¨ng søc m¹nh, t¨ng linh ho¹t	0;148;111	H-L¨ng NhuÖ-Lv7	7	1;0;0	14108	1	1	1;1000000	2;1;30499;5			
335		0;149;114	C-L¨ng NhuÖ-Lv7	7	0;1;0	14108	1	1	1;1000000	2;1;30499;5			
336		0;150;111	T-L¨ng NhuÖ-Lv7	7	0;0;1	14108	1	1	1;1000000	2;1;30499;5			
337	Linh viªn: t¨ng th©n ph¸p, t¨ng linh ho¹t	0;148;112	H-Linh Viªn-Lv7	7	1;0;0	14109	1	1	1;1000000	2;1;30499;5			
338		0;149;115	C-Linh Viªn-Lv7	7	0;1;0	14109	1	1	1;1000000	2;1;30499;5			
339		0;150;112	T-Linh Viªn-Lv7	7	0;0;1	14109	1	1	1;1000000	2;1;30499;5			
340	H¶i vËn: t¨ng néi c«ng, t¨ng th©n ph¸p	0;148;113	H-H¶i VËn-Lv7	7	1;0;0	14110	1	1	1;1000000	2;1;30499;5			
341		0;149;116	C-H¶i VËn-Lv7	7	0;1;0	14110	1	1	1;1000000	2;1;30499;5			
342		0;150;113	T-H¶i VËn-Lv7	7	0;0;1	14110	1	1	1;1000000	2;1;30499;5			
343	H¶i t©m: t¨ng néi c«ng#t¨ng linh ho¹t	0;148;114	H-H¶i T©m-Lv7	7	1;0;0	14111	1	1	1;1000000	2;1;30499;5			
344		0;149;117	C-H¶i T©m-Lv7	7	0;1;0	14111	1	1	1;1000000	2;1;30499;5			
345		0;150;114	T-H¶i T©m-Lv7	7	0;0;1	14111	1	1	1;1000000	2;1;30499;5			
346	øng tËp: t¨ng chÝnh x¸c	0;148;115	H-¦ng TËp-Lv7	7	1;0;0	13538	3	1	1;1000000	2;1;30499;5			
347	Linh t©m: t¨ng nÐ tr¸nh	0;148;116	H-Linh T©m-Lv7	7	1;0;0	13537	4	1	1;1000000	2;1;30499;5			
348	Qu¸n Th¹ch: T¨ng ngo¹i c«ng	0;149;118	C-Qu¸n Th¹ch-Lv7	7	0;1;0	14112	1	1	1;1000000	2;1;30499;5			
349	Né Ng©m: T¨ng néi kÝch	0;149;119	C-Né Ng©m-Lv7	7	0;1;0	14113	1	1	1;1000000	2;1;30499;5			
350	Xuyªn v©n: cã tû lÖ t¨ng s¸t th­¬ng khi c«ng kÝch	0;149;120	C-Xuyªn V©n-Lv7	7	0;1;0	14114	1	1	1;1000000	2;1;30499;5			
351	V« l­îng: t¨ng giíi h¹n sinh lùc	0;150;115	T-V« L­îng-Lv7	7	0;0;1	14115	1	1	1;1000000	2;1;30499;5			
352	Môc minh: t¨ng giíi h¹n néi lùc	0;150;116	T-Môc Minh-Lv7	7	0;0;1	14116	1	1	1;1000000	2;1;30499;5			
353	LiÖt nham: t¨ng søc m¹nh	0;148;141	H-LiÖt Nham-Lv8	8	1;0;0	14531	1	1	1;1000000	2;1;30499;5			
354		0;149;145	C-LiÖt Nham-Lv8	8	0;1;0	14531	1	1	1;1000000	2;1;30499;5			
355		0;150;141	T-LiÖt Nham-Lv8	8	0;0;1	14531	1	1	1;1000000	2;1;30499;5			
356	Ph¸ kh«ng: t¨ng néi lùc	0;148;142	H-Ph¸ Kh«ng-Lv8	8	1;0;0	14532	1	1	1;1000000	2;1;30499;5			
357		0;149;146	C-Ph¸ Kh«ng-Lv8	8	0;1;0	14532	1	1	1;1000000	2;1;30499;5			
358		0;150;142	T-Ph¸ Kh«ng-Lv8	8	0;0;1	14532	1	1	1;1000000	2;1;30499;5			
359	To¸i kiÕm: t¨ng g©n cèt	0;148;143	H-Tóy KiÕm-Lv8	8	1;0;0	14533	1	1	1;1000000	2;1;30499;5			
360		0;149;147	C-Tóy KiÕm-Lv8	8	0;1;0	14533	1	1	1;1000000	2;1;30499;5			
361		0;150;143	T-Tóy KiÕm-Lv8	8	0;0;1	14533	1	1	1;1000000	2;1;30499;5			
362	TËt phong: t¨ng th©n ph¸p	0;148;144	H-TËt Phong-Lv8	8	1;0;0	14534	1	1	1;1000000	2;1;30499;5			
363		0;149;148	C-TËt Phong-Lv8	8	0;1;0	14534	1	1	1;1000000	2;1;30499;5			
364		0;150;144	T-TËt Phong-Lv8	8	0;0;1	14534	1	1	1;1000000	2;1;30499;5			
365	TÊn vò: t¨ng linh ho¹t	0;148;145	H-TÊn Vò-Lv8	8	1;0;0	14535	1	1	1;1000000	2;1;30499;5			
366		0;149;149	C-TÊn Vò-Lv8	8	0;1;0	14535	1	1	1;1000000	2;1;30499;5			
367		0;150;145	T-TÊn Vò-Lv8	8	0;0;1	14535	1	1	1;1000000	2;1;30499;5			
368	ThÇn lùc: t¨ng søc m¹nh, t¨ng g©n cèt	0;148;146	H-ThÇn Lùc-Lv8	8	1;0;0	14536	1	1	1;1000000	2;1;30499;5			
369		0;149;150	C-ThÇn Lùc-Lv8	8	0;1;0	14536	1	1	1;1000000	2;1;30499;5			
370		0;150;146	T-ThÇn Lùc-Lv8	8	0;0;1	14536	1	1	1;1000000	2;1;30499;5			
371	Ng­ng thÇn: t¨ng néi lùc, t¨ng g©n cèt	0;148;147	H-Ng­ng ThÇn-Lv8	8	1;0;0	14537	1	1	1;1000000	2;1;30499;5			
372		0;149;151	C-Ng­ng ThÇn-Lv8	8	0;1;0	14537	1	1	1;1000000	2;1;30499;5			
373		0;150;147	T-Ng­ng ThÇn-Lv8	8	0;0;1	14537	1	1	1;1000000	2;1;30499;5			
374	V« gian: t¨ng th©n ph¸p, t¨ng g©n cèt	0;148;148	H-V« Gian-Lv8	8	1;0;0	14538	1	1	1;1000000	2;1;30499;5			
375		0;149;152	C-V« Gian-Lv8	8	0;1;0	14538	1	1	1;1000000	2;1;30499;5			
376		0;150;148	T-V« Gian-Lv8	8	0;0;1	14538	1	1	1;1000000	2;1;30499;5			
377	V« cùc: t¨ng linh ho¹t, t¨ng g©n cèt	0;148;149	H-V« Cùc-Lv8	8	1;0;0	14539	1	1	1;1000000	2;1;30499;5			
378		0;149;153	C-V« Cùc-Lv8	8	0;1;0	14539	1	1	1;1000000	2;1;30499;5			
379		0;150;149	T-V« Cùc-Lv8	8	0;0;1	14539	1	1	1;1000000	2;1;30499;5			
380	Cuång nhËn: t¨ng søc m¹nh, t¨ng th©n ph¸p	0;148;150	H-Cuång NhÉn-Lv8	8	1;0;0	14540	1	1	1;1000000	2;1;30499;5			
381		0;149;154	C-Cuång NhÉn-Lv8	8	0;1;0	14540	1	1	1;1000000	2;1;30499;5			
382		0;150;150	T-Cuång NhÉn-Lv8	8	0;0;1	14540	1	1	1;1000000	2;1;30499;5			
383	L¨ng nhuÖ: t¨ng søc m¹nh, t¨ng linh ho¹t	0;148;151	H-L¨ng NhuÖ-Lv8	8	1;0;0	14541	1	1	1;1000000	2;1;30499;5			
384		0;149;155	C-L¨ng NhuÖ-Lv8	8	0;1;0	14541	1	1	1;1000000	2;1;30499;5			
385		0;150;151	T-L¨ng NhuÖ-Lv8	8	0;0;1	14541	1	1	1;1000000	2;1;30499;5			
386	Linh viªn: t¨ng th©n ph¸p, t¨ng linh ho¹t	0;148;152	H-Linh Viªn-Lv8	8	1;0;0	14542	1	1	1;1000000	2;1;30499;5			
387		0;149;156	C-Linh Viªn-Lv8	8	0;1;0	14542	1	1	1;1000000	2;1;30499;5			
388		0;150;152	T-Linh Viªn-Lv8	8	0;0;1	14542	1	1	1;1000000	2;1;30499;5			
389	H¶i vËn: t¨ng néi c«ng, t¨ng th©n ph¸p	0;148;153	H-H¶i VËn-Lv8	8	1;0;0	14543	1	1	1;1000000	2;1;30499;5			
390		0;149;157	C-H¶i VËn-Lv8	8	0;1;0	14543	1	1	1;1000000	2;1;30499;5			
391		0;150;153	T-H¶i VËn-Lv8	8	0;0;1	14543	1	1	1;1000000	2;1;30499;5			
392	H¶i t©m: t¨ng néi c«ng#t¨ng linh ho¹t	0;148;154	H-H¶i T©m-Lv8	8	1;0;0	14544	1	1	1;1000000	2;1;30499;5			
393		0;149;158	C-H¶i T©m-Lv8	8	0;1;0	14544	1	1	1;1000000	2;1;30499;5			
394		0;150;154	T-H¶i T©m-Lv8	8	0;0;1	14544	1	1	1;1000000	2;1;30499;5			
395	Qu¸n Th¹ch: T¨ng ngo¹i c«ng	0;149;159	C-Qu¸n Th¹ch-Lv8	8	0;1;0	14545	1	1	1;1000000	2;1;30499;5			
396	Né Ng©m: T¨ng néi kÝch	0;149;160	C-Né Ng©m-Lv8	8	0;1;0	14546	1	1	1;1000000	2;1;30499;5			
397	Xuyªn v©n: cã tû lÖ t¨ng s¸t th­¬ng khi c«ng kÝch	0;149;161	C-Xuyªn V©n-Lv8	8	0;1;0	14547	1	1	1;1000000	2;1;30499;5			
398	V« l­îng: t¨ng giíi h¹n sinh lùc	0;150;155	T-V« L­îng-Lv8	8	0;0;1	14548	1	1	1;1000000	2;1;30499;5			
399	Môc minh: t¨ng giíi h¹n néi lùc	0;150;156	T-Môc Minh-Lv8	8	0;0;1	14549	1	1	1;1000000	2;1;30499;5			
