ItemIndex	BodyType	GroupName	GDP	SellType	SellPrices	PopPrice	GiftPrice	Not4Sale	Charm
148	1	T≠¨ng Ki’n Huan	0;108;725	7	1;1;1	10			
148	2		0;108;726	7	1;1;1	10			
148	3		0;108;727	7	1;1;1	10			
148	4		0;108;728	7	1;1;1	10			
149	1		0;109;725	7	1;1;1	10			
149	2		0;109;726	7	1;1;1	10			
149	3		0;109;727	7	1;1;1	10			
149	4		0;109;728	7	1;1;1	10			
150	1		0;110;725	7	1;1;1	10			
150	2		0;110;726	7	1;1;1	10			
150	3		0;110;727	7	1;1;1	10			
150	4		0;110;728	7	1;1;1	10			
151	1	Thi’u Ni™n Du	0;108;721	7	1;1;1	10			
151	2		0;108;722	7	1;1;1	10			
151	3		0;108;723	7	1;1;1	10			
151	4		0;108;724	7	1;1;1	10			
152	1		0;109;721	7	1;1;1	10			
152	2		0;109;722	7	1;1;1	10			
152	3		0;109;723	7	1;1;1	10			
152	4		0;109;724	7	1;1;1	10			
153	1		0;110;721	7	1;1;1	10			
153	2		0;110;722	7	1;1;1	10			
153	3		0;110;723	7	1;1;1	10			
153	4		0;110;724	7	1;1;1	10			
154	1	Ph«n H·a ¢m S≠¨ng(ÆÊ)[th’ l˘c]	0;108;701	7	1;1;1	10			
154	2		0;108;702	7	1;1;1	10			
154	3		0;108;703	7	1;1;1	10			
154	4		0;108;704	7	1;1;1	10			
155	1		0;109;701	7	1;1;1	10			
155	2		0;109;702	7	1;1;1	10			
155	3		0;109;703	7	1;1;1	10			
155	4		0;109;704	7	1;1;1	10			
156	1		0;110;701	7	1;1;1	10			
156	2		0;110;702	7	1;1;1	10			
156	3		0;110;703	7	1;1;1	10			
156	4		0;110;704	7	1;1;1	10			
157	1	Ph«n H·a ¢m S≠¨ng(vµng)[th’ l˘c]	0;108;705	7	1;1;1	10			
157	2		0;108;706	7	1;1;1	10			
157	3		0;108;707	7	1;1;1	10			
157	4		0;108;708	7	1;1;1	10			
158	1		0;109;705	7	1;1;1	10			
158	2		0;109;706	7	1;1;1	10			
158	3		0;109;707	7	1;1;1	10			
158	4		0;109;708	7	1;1;1	10			
159	1		0;110;705	7	1;1;1	10			
159	2		0;110;706	7	1;1;1	10			
159	3		0;110;707	7	1;1;1	10			
159	4		0;110;708	7	1;1;1	10			
160	1	Ph«n H·a ¢m S≠¨ng(Æen)[th’ l˘c]	0;108;709	7	1;1;1	10			
160	2		0;108;710	7	1;1;1	10			
160	3		0;108;711	7	1;1;1	10			
160	4		0;108;712	7	1;1;1	10			
161	1		0;109;709	7	1;1;1	10			
161	2		0;109;710	7	1;1;1	10			
161	3		0;109;711	7	1;1;1	10			
161	4		0;109;712	7	1;1;1	10			
162	1		0;110;709	7	1;1;1	10			
162	2		0;110;710	7	1;1;1	10			
162	3		0;110;711	7	1;1;1	10			
162	4		0;110;712	7	1;1;1	10			
163	1	Song ß∏n Trang	0;108;901	7	1;1;1	10			
163	2		0;108;902	7	1;1;1	10			
163	3		0;108;903	7	1;1;1	10			
163	4		0;108;904	7	1;1;1	10			
164	1		0;109;901	7	1;1;1	10			
164	2		0;109;902	7	1;1;1	10			
164	3		0;109;903	7	1;1;1	10			
164	4		0;109;904	7	1;1;1	10			
165	1		0;110;901	7	1;1;1	10			
165	2		0;110;902	7	1;1;1	10			
165	3		0;110;903	7	1;1;1	10			
165	4		0;110;904	7	1;1;1	10			
166	1	KhÊng T≠Ìc Minh V≠¨ng Trang	0;108;929	7	1;1;1	10			
166	2		0;108;930	7	1;1;1	10			
166	3		0;108;931	7	1;1;1	10			
166	4		0;108;932	7	1;1;1	10			
167	1		0;109;929	7	1;1;1	10			
167	2		0;109;930	7	1;1;1	10			
167	3		0;109;931	7	1;1;1	10			
167	4		0;109;932	7	1;1;1	10			
168	1		0;110;929	7	1;1;1	10			
168	2		0;110;930	7	1;1;1	10			
168	3		0;110;931	7	1;1;1	10			
168	4		0;110;932	7	1;1;1	10			
169	1	MÚ Ho∏n HÔng	0;108;622	7	1;1;1	10			
169	2		0;108;623	7	1;1;1	10			
169	3		0;108;624	7	1;1;1	10			
169	4		0;108;625	7	1;1;1	10			
170	1	Tˆ Dπ Trang	0;108;825	7	1;1;1	10			
170	2		0;108;826	7	1;1;1	10			
170	3		0;108;827	7	1;1;1	10			
170	4		0;108;828	7	1;1;1	10			
171	1		0;109;825	7	1;1;1	10			
171	2		0;109;826	7	1;1;1	10			
171	3		0;109;827	7	1;1;1	10			
171	4		0;109;828	7	1;1;1	10			
172	1		0;110;825	7	1;1;1	10			
172	2		0;110;826	7	1;1;1	10			
172	3		0;110;827	7	1;1;1	10			
172	4		0;110;828	7	1;1;1	10			
173	1	Cung Th≠¨ng Gi∏c VÚ	0;108;937	7	1;1;1	10			
173	2		0;108;938	7	1;1;1	10			
173	3		0;108;939	7	1;1;1	10			
173	4		0;108;940	7	1;1;1	10			
174	1		0;109;937	7	1;1;1	10			
174	2		0;109;938	7	1;1;1	10			
174	3		0;109;939	7	1;1;1	10			
174	4		0;109;940	7	1;1;1	10			
175	1		0;110;937	7	1;1;1	10			
175	2		0;110;938	7	1;1;1	10			
175	3		0;110;939	7	1;1;1	10			
175	4		0;110;940	7	1;1;1	10			
176	1	Thi™n VÚ Cµ Sa	0;108;713	7	1;1;1	10			
176	2		0;108;714	7	1;1;1	10			
176	3		0;108;715	7	1;1;1	10			
176	4		0;108;716	7	1;1;1	10			
177	1		0;109;713	7	1;1;1	10			
177	2		0;109;714	7	1;1;1	10			
177	3		0;109;715	7	1;1;1	10			
177	4		0;109;716	7	1;1;1	10			
178	1		0;110;713	7	1;1;1	10			
178	2		0;110;714	7	1;1;1	10			
178	3		0;110;715	7	1;1;1	10			
178	4		0;110;716	7	1;1;1	10			
179	1	Di÷p Th≠Óng Thu Phong Trang	0;108;953	7	1;1;1	10			
179	2		0;108;954	7	1;1;1	10			
179	3		0;108;955	7	1;1;1	10			
179	4		0;108;956	7	1;1;1	10			
180	1		0;109;953	7	1;1;1	10			
180	2		0;109;954	7	1;1;1	10			
180	3		0;109;955	7	1;1;1	10			
180	4		0;109;956	7	1;1;1	10			
181	1		0;110;953	7	1;1;1	10			
181	2		0;110;954	7	1;1;1	10			
181	3		0;110;955	7	1;1;1	10			
181	4		0;110;956	7	1;1;1	10			
182	1	Ti“n Long Trang	0;108;837	7	1;1;1	10			
182	2		0;108;838	7	1;1;1	10			
182	3		0;108;839	7	1;1;1	10			
182	4		0;108;840	7	1;1;1	10			
183	1		0;109;837	7	1;1;1	10			
183	2		0;109;838	7	1;1;1	10			
183	3		0;109;839	7	1;1;1	10			
183	4		0;109;840	7	1;1;1	10			
184	1		0;110;837	7	1;1;1	10			
184	2		0;110;838	7	1;1;1	10			
184	3		0;110;839	7	1;1;1	10			
184	4		0;110;840	7	1;1;1	10			
185	1	Chÿ ThÒy Trang	0;108;833	7	1;1;1	10			
185	2		0;108;834	7	1;1;1	10			
185	3		0;108;835	7	1;1;1	10			
185	4		0;108;836	7	1;1;1	10			
186	1		0;109;833	7	1;1;1	10			
186	2		0;109;834	7	1;1;1	10			
186	3		0;109;835	7	1;1;1	10			
186	4		0;109;836	7	1;1;1	10			
187	1		0;110;833	7	1;1;1	10			
187	2		0;110;834	7	1;1;1	10			
187	3		0;110;835	7	1;1;1	10			
187	4		0;110;836	7	1;1;1	10			
188	1	X›ch Vi™n LÈng Hπc Trang	0;108;985	7	1;1;1	10			
188	2		0;108;986	7	1;1;1	10			
188	3		0;108;987	7	1;1;1	10			
188	4		0;108;988	7	1;1;1	10			
189	1		0;109;985	7	1;1;1	10			
189	2		0;109;986	7	1;1;1	10			
189	3		0;109;987	7	1;1;1	10			
189	4		0;109;988	7	1;1;1	10			
190	1		0;110;985	7	1;1;1	10			
190	2		0;110;986	7	1;1;1	10			
190	3		0;110;987	7	1;1;1	10			
190	4		0;110;988	7	1;1;1	10			
191	1	Trang	0;108;811	7	1;1;1	10			
191	2		0;108;812	7	1;1;1	10			
191	3		0;108;813	7	1;1;1	10			
191	4		0;108;814	7	1;1;1	10			
192	1		0;109;811	7	1;1;1	10			
192	2		0;109;812	7	1;1;1	10			
192	3		0;109;813	7	1;1;1	10			
192	4		0;109;814	7	1;1;1	10			
193	1		0;110;811	7	1;1;1	10			
193	2		0;110;812	7	1;1;1	10			
193	3		0;110;813	7	1;1;1	10			
193	4		0;110;814	7	1;1;1	10			
194	1	Ch›nh D≠¨ng trang	0;108;668	7	1;1;1	10			
194	2		0;108;669	7	1;1;1	10			
194	3		0;108;670	7	1;1;1	10			
194	4		0;108;671	7	1;1;1	10			
195	1		0;109;668	7	1;1;1	10			
195	2		0;109;669	7	1;1;1	10			
195	3		0;109;670	7	1;1;1	10			
195	4		0;109;671	7	1;1;1	10			
196	1		0;110;668	7	1;1;1	10			
196	2		0;110;669	7	1;1;1	10			
196	3		0;110;670	7	1;1;1	10			
196	4		0;110;671	7	1;1;1	10			
197	1	Th«n Xµ trang	0;108;717	7	1;1;1	10			
197	2		0;108;718	7	1;1;1	10			
197	3		0;108;719	7	1;1;1	10			
197	4		0;108;720	7	1;1;1	10			
198	1		0;109;717	7	1;1;1	10			
198	2		0;109;718	7	1;1;1	10			
198	3		0;109;719	7	1;1;1	10			
198	4		0;109;720	7	1;1;1	10			
199	1		0;110;717	7	1;1;1	10			
199	2		0;110;718	7	1;1;1	10			
199	3		0;110;719	7	1;1;1	10			
199	4		0;110;720	7	1;1;1	10			
200	1	Hµo Kh› trang	0;108;10009	7	1;1;1	10			
200	2		0;108;10010	7	1;1;1	10			
200	3		0;108;10011	7	1;1;1	10			
200	4		0;108;10012	7	1;1;1	10			
201	1		0;109;10009	7	1;1;1	10			
201	2		0;109;10010	7	1;1;1	10			
201	3		0;109;10011	7	1;1;1	10			
201	4		0;109;10012	7	1;1;1	10			
202	1		0;110;10009	7	1;1;1	10			
202	2		0;110;10010	7	1;1;1	10			
202	3		0;110;10011	7	1;1;1	10			
202	4		0;110;10012	7	1;1;1	10			
203	1	Linh Kh› trang	0;108;10021	7	1;1;1	10			
203	2		0;108;10022	7	1;1;1	10			
203	3		0;108;10023	7	1;1;1	10			
203	4		0;108;10024	7	1;1;1	10			
204	1		0;109;10021	7	1;1;1	10			
204	2		0;109;10022	7	1;1;1	10			
204	3		0;109;10023	7	1;1;1	10			
204	4		0;109;10024	7	1;1;1	10			
205	1		0;110;10021	7	1;1;1	10			
205	2		0;110;10022	7	1;1;1	10			
205	3		0;110;10023	7	1;1;1	10			
205	4		0;110;10024	7	1;1;1	10			
206	1	L´i HÊ trang	0;108;10001	7	1;1;1	10			
206	2		0;108;10002	7	1;1;1	10			
206	3		0;108;10003	7	1;1;1	10			
206	4		0;108;10004	7	1;1;1	10			
207	1		0;109;10001	7	1;1;1	10			
207	2		0;109;10002	7	1;1;1	10			
207	3		0;109;10003	7	1;1;1	10			
207	4		0;109;10004	7	1;1;1	10			
208	1		0;110;10001	7	1;1;1	10			
208	2		0;110;10002	7	1;1;1	10			
208	3		0;110;10003	7	1;1;1	10			
208	4		0;110;10004	7	1;1;1	10			
209	1	L´i HÊ Gi∏ng L©m trang	0;108;10005	7	1;1;1	10			
209	2		0;108;10006	7	1;1;1	10			
209	3		0;108;10007	7	1;1;1	10			
209	4		0;108;10008	7	1;1;1	10			
210	1		0;109;10005	7	1;1;1	10			
210	2		0;109;10006	7	1;1;1	10			
210	3		0;109;10007	7	1;1;1	10			
210	4		0;109;10008	7	1;1;1	10			
211	1		0;110;10005	7	1;1;1	10			
211	2		0;110;10006	7	1;1;1	10			
211	3		0;110;10007	7	1;1;1	10			
211	4		0;110;10008	7	1;1;1	10			
212	1	H·a PhÙng trang	0;108;10013	7	1;1;1	10			
212	2		0;108;10014	7	1;1;1	10			
212	3		0;108;10015	7	1;1;1	10			
212	4		0;108;10016	7	1;1;1	10			
213	1		0;109;10013	7	1;1;1	10			
213	2		0;109;10014	7	1;1;1	10			
213	3		0;109;10015	7	1;1;1	10			
213	4		0;109;10016	7	1;1;1	10			
214	1		0;110;10013	7	1;1;1	10			
214	2		0;110;10014	7	1;1;1	10			
214	3		0;110;10015	7	1;1;1	10			
214	4		0;110;10016	7	1;1;1	10			
215	1	H·a PhÙng Gi∏ng Th’ trang	0;108;10017	7	1;1;1	10			
215	2		0;108;10018	7	1;1;1	10			
215	3		0;108;10019	7	1;1;1	10			
215	4		0;108;10020	7	1;1;1	10			
216	1		0;109;10017	7	1;1;1	10			
216	2		0;109;10018	7	1;1;1	10			
216	3		0;109;10019	7	1;1;1	10			
216	4		0;109;10020	7	1;1;1	10			
217	1		0;110;10017	7	1;1;1	10			
217	2		0;110;10018	7	1;1;1	10			
217	3		0;110;10019	7	1;1;1	10			
217	4		0;110;10020	7	1;1;1	10			
218	1	Ch›ch V©n trang	0;108;578	7	1;1;1	10			
218	2		0;108;579	7	1;1;1	10			
218	3		0;108;580	7	1;1;1	10			
218	4		0;108;581	7	1;1;1	10			
219	1		0;109;578	7	1;1;1	10			
219	2		0;109;579	7	1;1;1	10			
219	3		0;109;580	7	1;1;1	10			
219	4		0;109;581	7	1;1;1	10			
220	1		0;110;578	7	1;1;1	10			
220	2		0;110;579	7	1;1;1	10			
220	3		0;110;580	7	1;1;1	10			
220	4		0;110;581	7	1;1;1	10			
221	1	Thanh S≠¨ng trang	0;108;634	7	1;1;1	10			
221	2		0;108;635	7	1;1;1	10			
221	3		0;108;636	7	1;1;1	10			
221	4		0;108;637	7	1;1;1	10			
222	1		0;109;634	7	1;1;1	10			
222	2		0;109;635	7	1;1;1	10			
222	3		0;109;636	7	1;1;1	10			
222	4		0;109;637	7	1;1;1	10			
223	1		0;110;634	7	1;1;1	10			
223	2		0;110;635	7	1;1;1	10			
223	3		0;110;636	7	1;1;1	10			
223	4		0;110;637	7	1;1;1	10			
224	1	Xu©n  Trang	0;108;1005	7	1;1;1	10			
224	2		0;108;1006	7	1;1;1	10			
224	3		0;108;1007	7	1;1;1	10			
224	4		0;108;1008	7	1;1;1	10			
225	1		0;109;1005	7	1;1;1	10			
225	2		0;109;1006	7	1;1;1	10			
225	3		0;109;1007	7	1;1;1	10			
225	4		0;109;1008	7	1;1;1	10			
226	1		0;110;1005	7	1;1;1	10			
226	2		0;110;1006	7	1;1;1	10			
226	3		0;110;1007	7	1;1;1	10			
226	4		0;110;1008	7	1;1;1	10			
227	1	V n T◊nh Trang	0;108;1009	7	1;1;1	10			
227	2		0;108;1010	7	1;1;1	10			
227	3		0;108;1011	7	1;1;1	10			
227	4		0;108;1012	7	1;1;1	10			
228	1		0;109;1009	7	1;1;1	10			
228	2		0;109;1010	7	1;1;1	10			
228	3		0;109;1011	7	1;1;1	10			
228	4		0;109;1012	7	1;1;1	10			
229	1		0;110;1009	7	1;1;1	10			
229	2		0;110;1010	7	1;1;1	10			
229	3		0;110;1011	7	1;1;1	10			
229	4		0;110;1012	7	1;1;1	10			
230	1	X∂o  Trang	0;108;1053	7	1;1;1	10			
230	2		0;108;1054	7	1;1;1	10			
230	3		0;108;1055	7	1;1;1	10			
230	4		0;108;1056	7	1;1;1	10			
231	1		0;109;1053	7	1;1;1	10			
231	2		0;109;1054	7	1;1;1	10			
231	3		0;109;1055	7	1;1;1	10			
231	4		0;109;1056	7	1;1;1	10			
232	1		0;110;1053	7	1;1;1	10			
232	2		0;110;1054	7	1;1;1	10			
232	3		0;110;1055	7	1;1;1	10			
232	4		0;110;1056	7	1;1;1	10			
233	1	ThÒ Tu’ Trang	0;108;905	7	1;1;1	10			
233	2		0;108;906	7	1;1;1	10			
233	3		0;108;907	7	1;1;1	10			
233	4		0;108;908	7	1;1;1	10			
234	1		0;109;905	7	1;1;1	10			
234	2		0;109;906	7	1;1;1	10			
234	3		0;109;907	7	1;1;1	10			
234	4		0;109;908	7	1;1;1	10			
235	1		0;110;905	7	1;1;1	10			
235	2		0;110;906	7	1;1;1	10			
235	3		0;110;907	7	1;1;1	10			
235	4		0;110;908	7	1;1;1	10			
236	1	Ti™u Dao Trang (LÙc)	0;108;819	7	1;1;1	10			
236	2		0;108;824	7	1;1;1	10			
236	3		0;108;408	7	1;1;1	10			
236	4		0;108;398	7	1;1;1	10			
237	1		0;109;819	7	1;1;1	10			
237	2		0;109;824	7	1;1;1	10			
237	3		0;109;408	7	1;1;1	10			
237	4		0;109;398	7	1;1;1	10			
238	1		0;110;819	7	1;1;1	10			
238	2		0;110;824	7	1;1;1	10			
238	3		0;110;208	7	1;1;1	10			
238	4		0;110;198	7	1;1;1	10			
239	1	Phong L≠u	0;108;797	7	1;1;1	10			
239	2		0;108;798	7	1;1;1	10			
239	3		0;108;799	7	1;1;1	10			
239	4		0;108;800	7	1;1;1	10			
240	1		0;109;797	7	1;1;1	10			
240	2		0;109;798	7	1;1;1	10			
240	3		0;109;799	7	1;1;1	10			
240	4		0;109;800	7	1;1;1	10			
241	1		0;110;797	7	1;1;1	10			
241	2		0;110;798	7	1;1;1	10			
241	3		0;110;799	7	1;1;1	10			
241	4		0;110;800	7	1;1;1	10			
242	1	Ti™u Dao Trang (Lam)	0;108;816	7	1;1;1	10			
242	2		0;108;821	7	1;1;1	10			
242	3		0;108;410	7	1;1;1	10			
242	4		0;108;400	7	1;1;1	10			
243	1		0;109;816	7	1;1;1	10			
243	2		0;109;821	7	1;1;1	10			
243	3		0;109;410	7	1;1;1	10			
243	4		0;109;400	7	1;1;1	10			
244	1		0;110;816	7	1;1;1	10			
244	2		0;110;821	7	1;1;1	10			
244	3		0;110;210	7	1;1;1	10			
244	4		0;110;200	7	1;1;1	10			
245	1	Bπch Sa	0;108;1073	7	1;1;1	10			
245	2		0;108;1074	7	1;1;1	10			
245	3		0;108;1075	7	1;1;1	10			
245	4		0;108;1076	7	1;1;1	10			
246	1		0;109;1073	7	1;1;1	10			
246	2		0;109;1074	7	1;1;1	10			
246	3		0;109;1075	7	1;1;1	10			
246	4		0;109;1076	7	1;1;1	10			
247	1		0;110;1073	7	1;1;1	10			
247	2		0;110;1074	7	1;1;1	10			
247	3		0;110;1075	7	1;1;1	10			
247	4		0;110;1076	7	1;1;1	10			
248	1	Mai Li‘u	0;108;1077	7	1;1;1	10			
248	2		0;108;1078	7	1;1;1	10			
248	3		0;108;1079	7	1;1;1	10			
248	4		0;108;1080	7	1;1;1	10			
249	1		0;109;1077	7	1;1;1	10			
249	2		0;109;1078	7	1;1;1	10			
249	3		0;109;1079	7	1;1;1	10			
249	4		0;109;1080	7	1;1;1	10			
250	1		0;110;1077	7	1;1;1	10			
250	2		0;110;1078	7	1;1;1	10			
250	3		0;110;1079	7	1;1;1	10			
250	4		0;110;1080	7	1;1;1	10			
251	1	HÂng Ånh	0;108;917	7	1;1;1	10			
251	2		0;108;918	7	1;1;1	10			
251	3		0;108;919	7	1;1;1	10			
251	4		0;108;920	7	1;1;1	10			
252	1		0;109;917	7	1;1;1	10			
252	2		0;109;918	7	1;1;1	10			
252	3		0;109;919	7	1;1;1	10			
252	4		0;109;920	7	1;1;1	10			
253	1		0;110;917	7	1;1;1	10			
253	2		0;110;918	7	1;1;1	10			
253	3		0;110;919	7	1;1;1	10			
253	4		0;110;920	7	1;1;1	10			
254	1	C¨ Linh	0;108;897	7	1;1;1	10			
254	2		0;108;898	7	1;1;1	10			
254	3		0;108;899	7	1;1;1	10			
254	4		0;108;900	7	1;1;1	10			
255	1		0;109;897	7	1;1;1	10			
255	2		0;109;898	7	1;1;1	10			
255	3		0;109;899	7	1;1;1	10			
255	4		0;109;900	7	1;1;1	10			
256	1		0;110;897	7	1;1;1	10			
256	2		0;110;898	7	1;1;1	10			
256	3		0;110;899	7	1;1;1	10			
256	4		0;110;900	7	1;1;1	10			
257	1	Ti™u Dao Trang (ßen&HÂng)	0;108;818	7	1;1;1	10			
257	2		0;108;823	7	1;1;1	10			
257	3		0;108;411	7	1;1;1	10			
257	4		0;108;401	7	1;1;1	10			
258	1		0;109;818	7	1;1;1	10			
258	2		0;109;823	7	1;1;1	10			
258	3		0;109;411	7	1;1;1	10			
258	4		0;109;401	7	1;1;1	10			
259	1		0;110;818	7	1;1;1	10			
259	2		0;110;823	7	1;1;1	10			
259	3		0;110;211	7	1;1;1	10			
259	4		0;110;201	7	1;1;1	10			
260	1	Lπc NhÀt C´ Thµnh	0;108;1097	7	1;1;1	10			
260	2		0;108;1098	7	1;1;1	10			
260	3		0;108;1099	7	1;1;1	10			
260	4		0;108;1100	7	1;1;1	10			
261	1		0;109;1097	7	1;1;1	10			
261	2		0;109;1098	7	1;1;1	10			
261	3		0;109;1099	7	1;1;1	10			
261	4		0;109;1100	7	1;1;1	10			
262	1		0;110;1097	7	1;1;1	10			
262	2		0;110;1098	7	1;1;1	10			
262	3		0;110;1099	7	1;1;1	10			
262	4		0;110;1100	7	1;1;1	10			
263	1	Ti™u Dao Trang (ßen&HÂng)	0;108;817	7	1;1;1	10			
263	2		0;108;822	7	1;1;1	10			
263	3		0;108;412	7	1;1;1	10			
263	4		0;108;402	7	1;1;1	10			
264	1		0;109;817	7	1;1;1	10			
264	2		0;109;822	7	1;1;1	10			
264	3		0;109;412	7	1;1;1	10			
264	4		0;109;402	7	1;1;1	10			
265	1		0;110;817	7	1;1;1	10			
265	2		0;110;822	7	1;1;1	10			
265	3		0;110;212	7	1;1;1	10			
265	4		0;110;202	7	1;1;1	10			
266	1	HÈp Ngoπi trang Doanh TÙ	0;108;1061	7	1;1;1	10			
266	2		0;108;1062	7	1;1;1	10			
266	3		0;108;1063	7	1;1;1	10			
266	4		0;108;1064	7	1;1;1	10			
267	1		0;109;1061	7	1;1;1	10			
267	2		0;109;1062	7	1;1;1	10			
267	3		0;109;1063	7	1;1;1	10			
267	4		0;109;1064	7	1;1;1	10			
268	1		0;110;1061	7	1;1;1	10			
268	2		0;110;1062	7	1;1;1	10			
268	3		0;110;1063	7	1;1;1	10			
268	4		0;110;1064	7	1;1;1	10			
269	1	B›ch Ti™u	0;108;1093	7	1;1;1	10			
269	2		0;108;1094	7	1;1;1	10			
269	3		0;108;1095	7	1;1;1	10			
269	4		0;108;1096	7	1;1;1	10			
270	1		0;109;1093	7	1;1;1	10			
270	2		0;109;1094	7	1;1;1	10			
270	3		0;109;1095	7	1;1;1	10			
270	4		0;109;1096	7	1;1;1	10			
271	1		0;110;1093	7	1;1;1	10			
271	2		0;110;1094	7	1;1;1	10			
271	3		0;110;1095	7	1;1;1	10			
271	4		0;110;1096	7	1;1;1	10			
272	1	Vﬁ ¶¨ng	0;108;1013	7	1;1;1	10			
272	2		0;108;1014	7	1;1;1	10			
272	3		0;108;1015	7	1;1;1	10			
272	4		0;108;1016	7	1;1;1	10			
273	1		0;109;1013	7	1;1;1	10			
273	2		0;109;1014	7	1;1;1	10			
273	3		0;109;1015	7	1;1;1	10			
273	4		0;109;1016	7	1;1;1	10			
274	1		0;110;1013	7	1;1;1	10			
274	2		0;110;1014	7	1;1;1	10			
274	3		0;110;1015	7	1;1;1	10			
274	4		0;110;1016	7	1;1;1	10			
275	1	Hﬂa Phong	0;108;1037	7	1;1;1	10			
275	2		0;108;1038	7	1;1;1	10			
275	3		0;108;1039	7	1;1;1	10			
275	4		0;108;1040	7	1;1;1	10			
276	1		0;109;1037	7	1;1;1	10			
276	2		0;109;1038	7	1;1;1	10			
276	3		0;109;1039	7	1;1;1	10			
276	4		0;109;1040	7	1;1;1	10			
277	1		0;110;1037	7	1;1;1	10			
277	2		0;110;1038	7	1;1;1	10			
277	3		0;110;1039	7	1;1;1	10			
277	4		0;110;1040	7	1;1;1	10			
278	1	Kh∏n Ch©u Thµnh B›ch	0;108;1001	7	1;1;1	10			
278	2		0;108;1002	7	1;1;1	10			
278	3		0;108;1003	7	1;1;1	10			
278	4		0;108;1004	7	1;1;1	10			
279	1		0;109;1001	7	1;1;1	10			
279	2		0;109;1002	7	1;1;1	10			
279	3		0;109;1003	7	1;1;1	10			
279	4		0;109;1004	7	1;1;1	10			
280	1		0;110;1001	7	1;1;1	10			
280	2		0;110;1002	7	1;1;1	10			
280	3		0;110;1003	7	1;1;1	10			
280	4		0;110;1004	7	1;1;1	10			
281	1	Ng‰c Kim	0;108;1017	7	1;1;1	10			
281	2		0;108;1018	7	1;1;1	10			
281	3		0;108;1019	7	1;1;1	10			
281	4		0;108;1020	7	1;1;1	10			
282	1		0;109;1017	7	1;1;1	10			
282	2		0;109;1018	7	1;1;1	10			
282	3		0;109;1019	7	1;1;1	10			
282	4		0;109;1020	7	1;1;1	10			
283	1		0;110;1017	7	1;1;1	10			
283	2		0;110;1018	7	1;1;1	10			
283	3		0;110;1019	7	1;1;1	10			
283	4		0;110;1020	7	1;1;1	10			
284	1	Thu Tﬁch	0;108;1029	7	1;1;1	10			
284	2		0;108;1030	7	1;1;1	10			
284	3		0;108;1031	7	1;1;1	10			
284	4		0;108;1032	7	1;1;1	10			
285	1		0;109;1029	7	1;1;1	10			
285	2		0;109;1030	7	1;1;1	10			
285	3		0;109;1031	7	1;1;1	10			
285	4		0;109;1032	7	1;1;1	10			
286	1		0;110;1029	7	1;1;1	10			
286	2		0;110;1030	7	1;1;1	10			
286	3		0;110;1031	7	1;1;1	10			
286	4		0;110;1032	7	1;1;1	10			
287	1	VÚ Ch©u	0;108;1033	7	1;1;1	10			
287	2		0;108;1034	7	1;1;1	10			
287	3		0;108;1035	7	1;1;1	10			
287	4		0;108;1036	7	1;1;1	10			
288	1		0;109;1033	7	1;1;1	10			
288	2		0;109;1034	7	1;1;1	10			
288	3		0;109;1035	7	1;1;1	10			
288	4		0;109;1036	7	1;1;1	10			
289	1		0;110;1033	7	1;1;1	10			
289	2		0;110;1034	7	1;1;1	10			
289	3		0;110;1035	7	1;1;1	10			
289	4		0;110;1036	7	1;1;1	10			
290	1	S≠¨ng Khinh	0;108;1109	7	1;1;1	10			
290	2		0;108;1110	7	1;1;1	10			
290	3		0;108;1111	7	1;1;1	10			
290	4		0;108;1112	7	1;1;1	10			
291	1		0;109;1109	7	1;1;1	10			
291	2		0;109;1110	7	1;1;1	10			
291	3		0;109;1111	7	1;1;1	10			
291	4		0;109;1112	7	1;1;1	10			
292	1		0;110;1109	7	1;1;1	10			
292	2		0;110;1110	7	1;1;1	10			
292	3		0;110;1111	7	1;1;1	10			
292	4		0;110;1112	7	1;1;1	10			
293	1	Y™n Minh	0;108;1113	7	1;1;1	10			
293	2		0;108;1114	7	1;1;1	10			
293	3		0;108;1115	7	1;1;1	10			
293	4		0;108;1116	7	1;1;1	10			
294	1		0;109;1113	7	1;1;1	10			
294	2		0;109;1114	7	1;1;1	10			
294	3		0;109;1115	7	1;1;1	10			
294	4		0;109;1116	7	1;1;1	10			
295	1		0;110;1113	7	1;1;1	10			
295	2		0;110;1114	7	1;1;1	10			
295	3		0;110;1115	7	1;1;1	10			
295	4		0;110;1116	7	1;1;1	10			
296	1	S≠¨ng Hoa	0;108;1117	7	1;1;1	10			
296	2		0;108;1118	7	1;1;1	10			
296	3		0;108;1119	7	1;1;1	10			
296	4		0;108;1120	7	1;1;1	10			
297	1		0;109;1117	7	1;1;1	10			
297	2		0;109;1118	7	1;1;1	10			
297	3		0;109;1119	7	1;1;1	10			
297	4		0;109;1120	7	1;1;1	10			
298	1		0;110;1117	7	1;1;1	10			
298	2		0;110;1118	7	1;1;1	10			
298	3		0;110;1119	7	1;1;1	10			
298	4		0;110;1120	7	1;1;1	10			
299	1	Qu˙nh Qu’	0;108;1121	7	1;1;1	10			
299	2		0;108;1122	7	1;1;1	10			
299	3		0;108;1123	7	1;1;1	10			
299	4		0;108;1124	7	1;1;1	10			
300	1		0;109;1121	7	1;1;1	10			
300	2		0;109;1122	7	1;1;1	10			
300	3		0;109;1123	7	1;1;1	10			
300	4		0;109;1124	7	1;1;1	10			
301	1		0;110;1121	7	1;1;1	10			
