ItemIndex	GroupName	GDP	SellType	SellPrices	PopPrice	GiftPrice	Not4Sale	Sort	Scale	Position	Action	Charm
236	UyÓn C©u Ký TuÊn	0;105;113	7	1;1;1	10			2	0.3	0;40	®øng yªn b×nh th­êng	200
237	Ngùa (§Ñp)	0;105;30209	7	1;1;1	10			37	0.3	0;40	®øng yªn b×nh th­êng	1000
238	Ngù KiÕm	0;105;196	7	1;1;1	100			17	0.3	0;40	®øng yªn b×nh th­êng	2500
239	S¬n D­¬ng (§Ñp)	0;105;30055	7	1;1;1	100			40	0.3	0;40	®øng yªn b×nh th­êng	1000
240	UyÓn C©u Ký TuÊn	0;105;177	7	1;1;1	10			2	0.3	0;40	®øng yªn b×nh th­êng	200
241	UyÓn C©u Ký TuÊn	0;105;178	7	1;1;1	10			2	0.3	0;40	®øng yªn b×nh th­êng	200
242	UyÓn C©u Ký TuÊn	0;105;179	7	1;1;1	10			2	0.3	0;40	®øng yªn b×nh th­êng	200
243	Ngù KiÕm	0;105;197	7	1;1;1	100			17	0.3	0;40	®øng yªn b×nh th­êng	2500
244	Ngùa (§Ñp)	0;105;30210	7	1;1;1	10			37	0.3	0;40	®øng yªn b×nh th­êng	1000
245	Ngùa (§Ñp)	0;105;30211	7	1;1;1	10			37	0.3	0;40	®øng yªn b×nh th­êng	1000
246	Ngùa (§Ñp)	0;105;30212	7	1;1;1	10			37	0.3	0;40	®øng yªn b×nh th­êng	1000
247	Ngù KiÕm	0;105;216	7	1;1;1	100			17	0.3	0;40	®øng yªn b×nh th­êng	2500
248	Ngù KiÕm	0;105;217	7	1;1;1	100			17	0.3	0;40	®øng yªn b×nh th­êng	2500
249	Ngù KiÕm	0;105;218	7	1;1;1	100			17	0.3	0;40	®øng yªn b×nh th­êng	2500
250	Ngù KiÕm	0;105;219	7	1;1;1	100			17	0.3	0;40	®øng yªn b×nh th­êng	2500
251	Phi KiÕm (Hoa LÖ)	0;105;30218	7	1;1;1	100			32	0.3	0;40	®øng yªn b×nh th­êng	2500
252	Phi KiÕm (Hoa LÖ)	0;105;30219	7	1;1;1	100			32	0.3	0;40	®øng yªn b×nh th­êng	2500
253	Phi KiÕm (Hoa LÖ)	0;105;30220	7	1;1;1	100			32	0.3	0;40	®øng yªn b×nh th­êng	2500
254	Phi KiÕm (Hoa LÖ)	0;105;30221	7	1;1;1	100			32	0.3	0;40	®øng yªn b×nh th­êng	2500
255	Toan Nghª	0;105;205	7	1;1;1	100			22	0.5	0;40	®øng yªn b×nh th­êng	2000
256	Ngù KiÕm	0;105;220	7	1;1;1	100			17	0.3	0;40	®øng yªn b×nh th­êng	2500
257	Phi KiÕm (Hoa LÖ)	0;105;30222	7	1;1;1	100			32	0.3	0;40	®øng yªn b×nh th­êng	2500
258	UyÓn C©u Ký TuÊn	0;105;215	7	1;1;1	10			2	0.3	0;40	®øng yªn b×nh th­êng	2000
259	Ngùa (§Ñp)	0;105;30217	7	1;1;1	10			37	0.3	0;40	®øng yªn b×nh th­êng	2500
260	Ngù KiÕm	0;105;221	7	1;1;1	100			17	0.3	0;40	®øng yªn b×nh th­êng	2000
261	Phi KiÕm (Hoa LÖ)	0;105;30223	7	1;1;1	100			32	0.3	0;40	®øng yªn b×nh th­êng	2500
262	UyÓn C©u Ký TuÊn	0;105;211	7	1;1;1	10			2	0.3	0;40	®øng yªn b×nh th­êng	1000
263	UyÓn C©u Ký TuÊn	0;105;212	7	1;1;1	10			2	0.3	0;40	®øng yªn b×nh th­êng	1000
264	UyÓn C©u Ký TuÊn	0;105;213	7	1;1;1	10			2	0.3	0;40	®øng yªn b×nh th­êng	1000
265	UyÓn C©u Ký TuÊn	0;105;214	7	1;1;1	10			2	0.3	0;40	®øng yªn b×nh th­êng	1000
266	Ngù KiÕm	0;105;222	7	1;1;1	100			17	0.3	0;40	®øng yªn b×nh th­êng	1000
267	Linh Thó	0;105;235	7	1;1;1	100			7	0.3	0;40	®øng yªn b×nh th­êng	1000
268	Linh Thó	0;105;237	7	1;1;1	100			7	0.3	0;40	®øng yªn b×nh th­êng	1000
269	Linh Thó	0;105;239	7	1;1;1	100			7	0.3	0;40	®øng yªn b×nh th­êng	1000
270	UyÓn C©u Ký TuÊn	0;105;245	7	1;1;1	10			2	0.3	0;40	®øng yªn b×nh th­êng	1000
271	UyÓn C©u Ký TuÊn	0;105;248	7	1;1;1	10			2	0.3	0;40	®øng yªn b×nh th­êng	1000
272	UyÓn C©u Ký TuÊn	0;105;249	7	1;1;1	10			2	0.3	0;40	®øng yªn b×nh th­êng	1000
273	Linh Thó	0;105;253	7	1;1;1	100			7	0.3	0;40	®øng yªn b×nh th­êng	1000
274	Linh Thó	0;105;254	7	1;1;1	100			7	0.3	0;40	®øng yªn b×nh th­êng	1000
275	Ngùa (§Ñp)	0;105;30213	7	1;1;1	10			37	0.3	0;40	®øng yªn b×nh th­êng	2000
276	Ngùa (§Ñp)	0;105;30214	7	1;1;1	10			37	0.3	0;40	®øng yªn b×nh th­êng	2000
277	Ngùa (§Ñp)	0;105;30215	7	1;1;1	10			37	0.3	0;40	®øng yªn b×nh th­êng	2000
278	Ngùa (§Ñp)	0;105;30216	7	1;1;1	10			37	0.3	0;40	®øng yªn b×nh th­êng	2000
279	Phi KiÕm (Hoa LÖ)	0;105;30224	7	1;1;1	100			32	0.3	0;40	®øng yªn b×nh th­êng	2000
280	Tr©u (§Ñp)	0;105;30237	7	1;1;1	100			34	0.3	0;40	®øng yªn b×nh th­êng	2000
281	Tr©u (§Ñp)	0;105;30238	7	1;1;1	100			34	0.3	0;40	®øng yªn b×nh th­êng	2000
282	Tr©u (§Ñp)	0;105;30239	7	1;1;1	100			34	0.3	0;40	®øng yªn b×nh th­êng	2000
283	Ngùa (§Ñp)	0;105;30247	7	1;1;1	10			37	0.3	0;40	®øng yªn b×nh th­êng	2000
284	Ngùa (§Ñp)	0;105;30249	7	1;1;1	10			37	0.3	0;40	®øng yªn b×nh th­êng	2000
285	Ngùa (§Ñp)	0;105;30250	7	1;1;1	10			37	0.3	0;40	®øng yªn b×nh th­êng	2000
286	Tr©u (§Ñp)	0;105;30251	7	1;1;1	100			34	0.3	0;40	®øng yªn b×nh th­êng	2000
287	Tr©u (§Ñp)	0;105;30252	7	1;1;1	100			34	0.3	0;40	®øng yªn b×nh th­êng	2000
288	B¹ch Tr¹ch Linh Thó	0;105;189	7	1;1;1	50			21	0.3	0;40	®øng yªn b×nh th­êng	400
289	Linh Thó	0;105;238	7	1;1;1	100			7	0.3	0;40	®øng yªn b×nh th­êng	2000
290	Linh Thó	0;105;30240	7	1;1;1	100			7	0.3	0;40	®øng yªn b×nh th­êng	2000
291	Toan Nghª	0;105;204	7	1;1;1	100			22	0.5	0;40	®øng yªn b×nh th­êng	2000
292	Lõa Nhá	0;105;151	7	1;1;1	100			24	0.2	0;40	®øng yªn b×nh th­êng	1000
293	Lõa Nhá	0;105;152	7	1;1;1	100			24	0.2	0;40	®øng yªn b×nh th­êng	1000
294	Lõa Nhá	0;105;153	7	1;1;1	100			24	0.2	0;40	®øng yªn b×nh th­êng	1000
295	Thó C­ìi Hæ	0;105;255	7	1;1;1	50			52	0.4	0;40	®øng yªn b×nh th­êng	1000
296	Thó C­ìi Hæ	0;105;256	7	1;1;1	50			52	0.4	0;40	®øng yªn b×nh th­êng	1000
297	Thó C­ìi Hæ	0;105;257	7	1;1;1	50			52	0.4	0;40	®øng yªn b×nh th­êng	1000
298	Thó C­ìi Hæ	0;105;258	7	1;1;1	50			52	0.4	0;40	®øng yªn b×nh th­êng	1000
299	Ngù KiÕm	0;105;244	7	1;1;1	50			3	0.4	0;40	®øng yªn b×nh th­êng	1000
300	Thó C­ìi Hæ	0;105;259	7	1;1;1	50			52	0.4	0;40	®øng yªn b×nh th­êng	1000
301	Ngù KiÕm	0;105;261	7	1;1;1	50			3	0.4	0;40	®øng yªn b×nh th­êng	1000
302	Thó C­ìi Thá	0;105;269	7	1;1;1	50			53	0.4	0;40	®øng yªn b×nh th­êng	1000
303	Thó C­ìi Thá	0;105;270	7	1;1;1	50			53	0.4	0;40	®øng yªn b×nh th­êng	1000
304	Thó C­ìi Thá	0;105;271	7	1;1;1	50			53	0.4	0;40	®øng yªn b×nh th­êng	1000
305	Thó C­ìi Thá	0;105;272	7	1;1;1	50			53	0.4	0;40	®øng yªn b×nh th­êng	1000
306	Ngù KiÕm	0;105;263	7	1;1;1	50			3	0.4	0;40	®øng yªn b×nh th­êng	1000
307	Thó C­ìi Thá	0;105;267	7	1;1;1	50			53	0.4	0;40	®øng yªn b×nh th­êng	1000
308	Thó C­ìi Thá	0;105;268	7	1;1;1	50			53	0.4	0;40	®øng yªn b×nh th­êng	1000
309	Ngù KiÕm	0;105;265	7	1;1;1	50			3	0.4	0;40	®øng yªn b×nh th­êng	1000
310	Thó C­ìi Hæ	0;105;260	7	1;1;1	50			52	0.4	0;40	®øng yªn b×nh th­êng	1000
311	Ngù KiÕm	0;105;262	7	1;1;1	50			3	0.4	0;40	®øng yªn b×nh th­êng	1000
312	Ngù KiÕm	0;105;264	7	1;1;1	50			3	0.4	0;40	®øng yªn b×nh th­êng	1000
313	TuyÕt Lý Tèng Bao	0;105;223	7	1;1;1	50			51	0.4	0;40	®øng yªn b×nh th­êng	1000
314	Tó Xu©n CÈm	0;105;224	7	1;1;1	50			51	0.4	0;40	®øng yªn b×nh th­êng	1000
315	TØnh TuÕ	0;105;225	7	1;1;1	50			51	0.4	0;40	®øng yªn b×nh th­êng	1000
316	Ng« Ng­	0;105;226	7	1;1;1	50			51	0.4	0;40	®øng yªn b×nh th­êng	1000
317	TÇm Ng­	0;105;227	7	1;1;1	50			51	0.4	0;40	®øng yªn b×nh th­êng	1000
318	MÌo 06	0;105;228	7	1;1;1	50			51	0.4	0;40	®øng yªn b×nh th­êng	1000
319	MÌo 07	0;105;229	7	1;1;1	50			51	0.4	0;40	®øng yªn b×nh th­êng	1000
320	XÝch Ngäc Phi LuyÖn	0;105;230	7	1;1;1	50			51	0.4	0;40	®øng yªn b×nh th­êng	1000
321	Lan Ch©u V©n Tr¸c	0;105;231	7	1;1;1	50			51	0.4	0;40	®øng yªn b×nh th­êng	1000
322	MÌo 10	0;105;232	7	1;1;1	50			51	0.4	0;40	®øng yªn b×nh th­êng	1000
323	MÌo 11	0;105;233	7	1;1;1	50			51	0.4	0;40	®øng yªn b×nh th­êng	1000
324	B×nh Kim Táa	0;105;234	7	1;1;1	50			51	0.4	0;40	®øng yªn b×nh th­êng	1000
325	¤ Kiªn	0;105;235	7	1;1;1	50			51	0.4	0;40	®øng yªn b×nh th­êng	1000
326	Thó C­ìi Tr©u	0;105;236	7	1;1;1	50			52	0.4	0;40	®øng yªn b×nh th­êng	1000
327	Thó C­ìi Tr©u	0;105;237	7	1;1;1	50			52	0.4	0;40	®øng yªn b×nh th­êng	1000
328	Thó C­ìi Tr©u	0;105;238	7	1;1;1	50			52	0.4	0;40	®øng yªn b×nh th­êng	1000
329	Thó C­ìi Tr©u	0;105;239	7	1;1;1	50			52	0.4	0;40	®øng yªn b×nh th­êng	1000
330	Thó C­ìi Tr©u	0;105;253	7	1;1;1	50			52	0.4	0;40	®øng yªn b×nh th­êng	1000
331	Thó C­ìi Tr©u	0;105;254	7	1;1;1	50			52	0.4	0;40	®øng yªn b×nh th­êng	1000
332	Phi KiÕm NEW	0;105;261	7	1;1;1	50			53	0.4	0;40	®øng yªn b×nh th­êng	1000
333	Phi KiÕm NEW	0;105;262	7	1;1;1	50			53	0.4	0;40	®øng yªn b×nh th­êng	1000
334	Phi KiÕm NEW	0;105;263	7	1;1;1	50			53	0.4	0;40	®øng yªn b×nh th­êng	1000
335	Phi KiÕm NEW	0;105;264	7	1;1;1	50			53	0.4	0;40	®øng yªn b×nh th­êng	1000
336	Phi KiÕm NEW	0;105;265	7	1;1;1	50			53	0.4	0;40	®øng yªn b×nh th­êng	1000
337	Phi KiÕm NEW	0;105;266	7	1;1;1	50			53	0.4	0;40	®øng yªn b×nh th­êng	1000
338	Thó C­ìi Rång	0;105;276	7	1;1;1	50			54	0.4	0;40	®øng yªn b×nh th­êng	1000
339	Thó C­ìi Rång	0;105;277	7	1;1;1	50			54	0.4	0;40	®øng yªn b×nh th­êng	1000
340	Thó C­ìi Rång	0;105;278	7	1;1;1	50			54	0.4	0;40	®øng yªn b×nh th­êng	1000
341	Thó C­ìi Rång	0;105;279	7	1;1;1	50			54	0.4	0;40	®øng yªn b×nh th­êng	1000
342	Thó C­ìi Rång	0;105;280	7	1;1;1	50			54	0.4	0;40	®øng yªn b×nh th­êng	1000
343	Thó C­ìi Rång	0;105;281	7	1;1;1	50			54	0.4	0;40	®øng yªn b×nh th­êng	1000
