ItemIndex	BodyType	GroupName	GDP	SellType	SellPrices	PopPrice	GiftPrice	Not4Sale	Sort	Scale	Charm
119	3	Tóy Khuynh Thµnh	0;119;209	7	1418;6075;9000	50			43	1	720
119	4	Tóy Khuynh Thµnh	0;119;210	7	1418;6075;9000	50			43	1	720
120	1	Tóy Khuynh Thµnh	0;120;207	7	1418;6075;9000	50			43	1	1800
120	2	Tóy Khuynh Thµnh	0;120;208	7	1418;6075;9000	50			43	1	1800
120	3	Tóy Khuynh Thµnh	0;120;209	7	1418;6075;9000	50			43	1	1800
120	4	Tóy Khuynh Thµnh	0;120;210	7	1418;6075;9000	50			43	1	1800
121	1	Tóy Khuynh Thµnh	0;121;207	7	1418;6075;9000	50			43	1	480
121	2	Tóy Khuynh Thµnh	0;121;208	7	1418;6075;9000	50			43	1	480
121	3	Tóy Khuynh Thµnh	0;121;209	7	1418;6075;9000	50			43	1	480
121	4	Tóy Khuynh Thµnh	0;121;210	7	1418;6075;9000	50			43	1	480
122	1	c Giang Nam	0;120;215	7	1418;6075;9000	50			44	1	1000
122	2	c Giang Nam	0;120;216	7	1418;6075;9000	50			44	1	1000
122	3	c Giang Nam	0;120;217	7	1418;6075;9000	50			44	1	1000
122	4	c Giang Nam	0;120;218	7	1418;6075;9000	50			44	1	1000
123	1	c Giang Nam	0;119;211	7	1418;6075;9000	50			44	1	600
123	2	c Giang Nam	0;119;212	7	1418;6075;9000	50			44	1	600
123	3	c Giang Nam	0;119;213	7	1418;6075;9000	50			44	1	600
123	4	c Giang Nam	0;119;214	7	1418;6075;9000	50			44	1	600
124	1	c Giang Nam	0;121;211	7	1418;6075;9000	50			44	1	400
124	2	c Giang Nam	0;121;212	7	1418;6075;9000	50			44	1	400
124	3	c Giang Nam	0;121;213	7	1418;6075;9000	50			44	1	400
124	4	c Giang Nam	0;121;214	7	1418;6075;9000	50			44	1	400
125	1	§µo T­¬i	0;120;223	7	1418;6075;9000	50			45	1	720
125	2	§µo T­¬i	0;120;224	7	1418;6075;9000	50			45	1	720
125	3	§µo T­¬i	0;120;225	7	1418;6075;9000	50			45	1	720
125	4	§µo T­¬i	0;120;226	7	1418;6075;9000	50			45	1	720
126	1	§µo T­¬i	0;119;223	7	1418;6075;9000	50			45	1	1800
126	2	§µo T­¬i	0;119;224	7	1418;6075;9000	50			45	1	1800
126	3	§µo T­¬i	0;119;225	7	1418;6075;9000	50			45	1	1800
126	4	§µo T­¬i	0;119;226	7	1418;6075;9000	50			45	1	1800
127	1	§µo T­¬i	0;121;223	7	1418;6075;9000	50			45	1	480
127	2	§µo T­¬i	0;121;224	7	1418;6075;9000	50			45	1	480
127	3	§µo T­¬i	0;121;225	7	1418;6075;9000	50			45	1	480
127	4	§µo T­¬i	0;121;226	7	1418;6075;9000	50			45	1	480
128	1	Thanh Ngäc ƒn	0;119;227	7	1418;6075;9000	50			46	1	720
128	2	Thanh Ngäc ƒn	0;119;228	7	1418;6075;9000	50			46	1	720
128	3	Thanh Ngäc ƒn	0;119;229	7	1418;6075;9000	50			46	1	720
128	4	Thanh Ngäc ƒn	0;119;230	7	1418;6075;9000	50			46	1	720
129	1	Thanh Ngäc ƒn	0;120;227	7	1418;6075;9000	50			46	1	1800
129	2	Thanh Ngäc ƒn	0;120;228	7	1418;6075;9000	50			46	1	1800
129	3	Thanh Ngäc ƒn	0;120;229	7	1418;6075;9000	50			46	1	1800
129	4	Thanh Ngäc ƒn	0;120;230	7	1418;6075;9000	50			46	1	1800
130	1	Thanh Ngäc ƒn	0;121;227	7	1418;6075;9000	50			46	1	480
130	2	Thanh Ngäc ƒn	0;121;228	7	1418;6075;9000	50			46	1	480
130	3	Thanh Ngäc ƒn	0;121;229	7	1418;6075;9000	50			46	1	480
130	4	Thanh Ngäc ƒn	0;121;230	7	1418;6075;9000	50			46	1	480
131	1	Lª Hoa Nh­ TuyÕt	0;119;235	7	1418;6075;9000	50			47	1	720
131	2	Lª Hoa Nh­ TuyÕt	0;119;236	7	1418;6075;9000	50			47	1	720
131	3	Lª Hoa Nh­ TuyÕt	0;119;237	7	1418;6075;9000	50			47	1	720
131	4	Lª Hoa Nh­ TuyÕt	0;119;238	7	1418;6075;9000	50			47	1	720
132	1	Lª Hoa Nh­ TuyÕt	0;120;235	7	1418;6075;9000	50			47	1	1800
132	2	Lª Hoa Nh­ TuyÕt	0;120;236	7	1418;6075;9000	50			47	1	1800
132	3	Lª Hoa Nh­ TuyÕt	0;120;237	7	1418;6075;9000	50			47	1	1800
132	4	Lª Hoa Nh­ TuyÕt	0;120;238	7	1418;6075;9000	50			47	1	1800
133	1	Lª Hoa Nh­ TuyÕt	0;121;235	7	1418;6075;9000	50			47	1	480
133	2	Lª Hoa Nh­ TuyÕt	0;121;236	7	1418;6075;9000	50			47	1	480
133	3	Lª Hoa Nh­ TuyÕt	0;121;237	7	1418;6075;9000	50			47	1	480
133	4	Lª Hoa Nh­ TuyÕt	0;121;238	7	1418;6075;9000	50			47	1	480
134	1	Liªn Hoa Ch­íc	0;119;239	7	1418;6075;9000	50			48	1	720
134	2	Liªn Hoa Ch­íc	0;119;240	7	1418;6075;9000	50			48	1	720
134	3	Liªn Hoa Ch­íc	0;119;241	7	1418;6075;9000	50			48	1	720
134	4	Liªn Hoa Ch­íc	0;119;242	7	1418;6075;9000	50			48	1	720
135	1	Liªn Hoa Ch­íc	0;120;239	7	1418;6075;9000	50			48	1	1800
135	2	Liªn Hoa Ch­íc	0;120;240	7	1418;6075;9000	50			48	1	1800
135	3	Liªn Hoa Ch­íc	0;120;241	7	1418;6075;9000	50			48	1	1800
135	4	Liªn Hoa Ch­íc	0;120;242	7	1418;6075;9000	50			48	1	1800
136	1	Liªn Hoa Ch­íc	0;121;239	7	1418;6075;9000	50			48	1	480
136	2	Liªn Hoa Ch­íc	0;121;240	7	1418;6075;9000	50			48	1	480
136	3	Liªn Hoa Ch­íc	0;121;241	7	1418;6075;9000	50			48	1	480
136	4	Liªn Hoa Ch­íc	0;121;242	7	1418;6075;9000	50			48	1	480
137	1	Méng Hoa Háa	0;119;243	7	1418;6075;9000	50			49	1	720
137	2	Méng Hoa Háa	0;119;244	7	1418;6075;9000	50			49	1	720
137	3	Méng Hoa Háa	0;119;245	7	1418;6075;9000	50			49	1	720
137	4	Méng Hoa Háa	0;119;246	7	1418;6075;9000	50			49	1	720
138	1	Méng Hoa Háa	0;120;243	7	1418;6075;9000	50			49	1	1800
138	2	Méng Hoa Háa	0;120;244	7	1418;6075;9000	50			49	1	1800
138	3	Méng Hoa Háa	0;120;245	7	1418;6075;9000	50			49	1	1800
138	4	Méng Hoa Háa	0;120;246	7	1418;6075;9000	50			49	1	1800
139	1	Méng Hoa Háa	0;121;243	7	1418;6075;9000	50			49	1	480
139	2	Méng Hoa Háa	0;121;244	7	1418;6075;9000	50			49	1	480
139	3	Méng Hoa Háa	0;121;245	7	1418;6075;9000	50			49	1	480
139	4	Méng Hoa Háa	0;121;246	7	1418;6075;9000	50			49	1	480
140	1	S­¬ng Thiªn HiÓu Gi¸c	0;119;271	7	1418;6075;9000	50			50	1	720
140	2	S­¬ng Thiªn HiÓu Gi¸c	0;119;272	7	1418;6075;9000	50			50	1	720
140	3	S­¬ng Thiªn HiÓu Gi¸c	0;119;273	7	1418;6075;9000	50			50	1	720
140	4	S­¬ng Thiªn HiÓu Gi¸c	0;119;274	7	1418;6075;9000	50			50	1	720
141	1	S­¬ng Thiªn HiÓu Gi¸c	0;120;271	7	1418;6075;9000	50			50	1	1800
141	2	S­¬ng Thiªn HiÓu Gi¸c	0;120;272	7	1418;6075;9000	50			50	1	1800
141	3	S­¬ng Thiªn HiÓu Gi¸c	0;120;273	7	1418;6075;9000	50			50	1	1800
141	4	S­¬ng Thiªn HiÓu Gi¸c	0;120;274	7	1418;6075;9000	50			50	1	1800
142	1	S­¬ng Thiªn HiÓu Gi¸c	0;121;271	7	1418;6075;9000	50			50	1	480
142	2	S­¬ng Thiªn HiÓu Gi¸c	0;121;272	7	1418;6075;9000	50			50	1	480
142	3	S­¬ng Thiªn HiÓu Gi¸c	0;121;273	7	1418;6075;9000	50			50	1	480
142	4	S­¬ng Thiªn HiÓu Gi¸c	0;121;274	7	1418;6075;9000	50			50	1	480
143	1	QuÕ Chi H­¬ng	0;119;279	7	1418;6075;9000	50			51	1	720
143	2	QuÕ Chi H­¬ng	0;119;280	7	1418;6075;9000	50			51	1	720
143	3	QuÕ Chi H­¬ng	0;119;281	7	1418;6075;9000	50			51	1	720
143	4	QuÕ Chi H­¬ng	0;119;282	7	1418;6075;9000	50			51	1	720
144	1	QuÕ Chi H­¬ng	0;120;283	7	1418;6075;9000	50			51	1	1800
144	2	QuÕ Chi H­¬ng	0;120;284	7	1418;6075;9000	50			51	1	1800
144	3	QuÕ Chi H­¬ng	0;120;285	7	1418;6075;9000	50			51	1	1800
144	4	QuÕ Chi H­¬ng	0;120;286	7	1418;6075;9000	50			51	1	1800
145	1	QuÕ Chi H­¬ng	0;121;279	7	1418;6075;9000	50			51	1	480
145	2	QuÕ Chi H­¬ng	0;121;280	7	1418;6075;9000	50			51	1	480
145	3	QuÕ Chi H­¬ng	0;121;281	7	1418;6075;9000	50			51	1	480
145	4	QuÕ Chi H­¬ng	0;121;282	7	1418;6075;9000	50			51	1	480
146	1	Bå T¸t Man	0;119;287	7	1418;6075;9000	50			52	1	720
146	2	Bå T¸t Man	0;119;288	7	1418;6075;9000	50			52	1	720
146	3	Bå T¸t Man	0;119;289	7	1418;6075;9000	50			52	1	720
146	4	Bå T¸t Man	0;119;290	7	1418;6075;9000	50			52	1	720
147	1	Bå T¸t Man	0;120;287	7	1418;6075;9000	50			52	1	1800
147	2	Bå T¸t Man	0;120;288	7	1418;6075;9000	50			52	1	1800
147	3	Bå T¸t Man	0;120;289	7	1418;6075;9000	50			52	1	1800
147	4	Bå T¸t Man	0;120;290	7	1418;6075;9000	50			52	1	1800
148	1	Bå T¸t Man	0;121;287	7	1418;6075;9000	50			52	1	480
148	2	Bå T¸t Man	0;121;288	7	1418;6075;9000	50			52	1	480
148	3	Bå T¸t Man	0;121;289	7	1418;6075;9000	50			52	1	480
148	4	Bå T¸t Man	0;121;290	7	1418;6075;9000	50			52	1	480
149	1	T©y Giang NguyÖt	0;119;291	7	1418;6075;9000	50			53	1	1000
149	2	T©y Giang NguyÖt	0;119;292	7	1418;6075;9000	50			53	1	1000
149	3	T©y Giang NguyÖt	0;119;293	7	1418;6075;9000	50			53	1	1000
149	4	T©y Giang NguyÖt	0;119;294	7	1418;6075;9000	50			53	1	1000
150	1	T©y Giang NguyÖt	0;120;291	7	1418;6075;9000	50			53	1	600
150	2	T©y Giang NguyÖt	0;120;292	7	1418;6075;9000	50			53	1	600
150	3	T©y Giang NguyÖt	0;120;293	7	1418;6075;9000	50			53	1	600
150	4	T©y Giang NguyÖt	0;120;294	7	1418;6075;9000	50			53	1	600
151	1	T©y Giang NguyÖt	0;121;291	7	1418;6075;9000	50			53	1	400
151	2	T©y Giang NguyÖt	0;121;292	7	1418;6075;9000	50			53	1	400
151	3	T©y Giang NguyÖt	0;121;293	7	1418;6075;9000	50			53	1	400
151	4	T©y Giang NguyÖt	0;121;294	7	1418;6075;9000	50			53	1	400
152	1	Ngäc L©u Xu©n	0;119;295	7	1418;6075;9000	50			54	1	720
152	2	Ngäc L©u Xu©n	0;119;296	7	1418;6075;9000	50			54	1	720
152	3	Ngäc L©u Xu©n	0;119;297	7	1418;6075;9000	50			54	1	720
152	4	Ngäc L©u Xu©n	0;119;298	7	1418;6075;9000	50			54	1	720
153	1	Ngäc L©u Xu©n	0;120;295	7	1418;6075;9000	50			54	1	1800
153	2	Ngäc L©u Xu©n	0;120;296	7	1418;6075;9000	50			54	1	1800
153	3	Ngäc L©u Xu©n	0;120;297	7	1418;6075;9000	50			54	1	1800
153	4	Ngäc L©u Xu©n	0;120;298	7	1418;6075;9000	50			54	1	1800
154	1	Ngäc L©u Xu©n	0;121;295	7	1418;6075;9000	50			54	1	480
154	2	Ngäc L©u Xu©n	0;121;296	7	1418;6075;9000	50			54	1	480
154	3	Ngäc L©u Xu©n	0;121;297	7	1418;6075;9000	50			54	1	480
154	4	Ngäc L©u Xu©n	0;121;298	7	1418;6075;9000	50			54	1	480
155	1	C¸n Khª Sa	0;119;303	7	1418;6075;9000	50			55	1	720
155	2	C¸n Khª Sa	0;119;304	7	1418;6075;9000	50			55	1	720
155	3	C¸n Khª Sa	0;119;305	7	1418;6075;9000	50			55	1	720
155	4	C¸n Khª Sa	0;119;306	7	1418;6075;9000	50			55	1	720
156	1	C¸n Khª Sa	0;120;303	7	1418;6075;9000	50			55	1	1800
156	2	C¸n Khª Sa	0;120;304	7	1418;6075;9000	50			55	1	1800
156	3	C¸n Khª Sa	0;120;305	7	1418;6075;9000	50			55	1	1800
156	4	C¸n Khª Sa	0;120;306	7	1418;6075;9000	50			55	1	1800
157	1	C¸n Khª Sa	0;121;303	7	1418;6075;9000	50			55	1	480
157	2	C¸n Khª Sa	0;121;304	7	1418;6075;9000	50			55	1	480
157	3	C¸n Khª Sa	0;121;305	7	1418;6075;9000	50			55	1	480
157	4	C¸n Khª Sa	0;121;306	7	1418;6075;9000	50			55	1	480
158	1	L©m Giang Tiªn	0;119;311	7	1418;6075;9000	50			56	1	720
158	2	L©m Giang Tiªn	0;119;312	7	1418;6075;9000	50			56	1	720
158	3	L©m Giang Tiªn	0;119;313	7	1418;6075;9000	50			56	1	720
158	4	L©m Giang Tiªn	0;119;314	7	1418;6075;9000	50			56	1	720
159	1	L©m Giang Tiªn	0;120;315	7	1418;6075;9000	50			56	1	1800
159	2	L©m Giang Tiªn	0;120;316	7	1418;6075;9000	50			56	1	1800
159	3	L©m Giang Tiªn	0;120;317	7	1418;6075;9000	50			56	1	1800
159	4	L©m Giang Tiªn	0;120;318	7	1418;6075;9000	50			56	1	1800
160	1	L©m Giang Tiªn	0;121;311	7	1418;6075;9000	50			56	1	480
160	2	L©m Giang Tiªn	0;121;312	7	1418;6075;9000	50			56	1	480
160	3	L©m Giang Tiªn	0;121;313	7	1418;6075;9000	50			56	1	480
160	4	L©m Giang Tiªn	0;121;314	7	1418;6075;9000	50			56	1	480
161	1	Tóy Hoa ¢m	0;119;319	7	1418;6075;9000	50			57	1	720
161	2	Tóy Hoa ¢m	0;119;320	7	1418;6075;9000	50			57	1	720
161	3	Tóy Hoa ¢m	0;119;321	7	1418;6075;9000	50			57	1	720
161	4	Tóy Hoa ¢m	0;119;322	7	1418;6075;9000	50			57	1	720
162	1	Tóy Hoa ¢m	0;120;319	7	1418;6075;9000	50			57	1	1800
162	2	Tóy Hoa ¢m	0;120;320	7	1418;6075;9000	50			57	1	1800
162	3	Tóy Hoa ¢m	0;120;321	7	1418;6075;9000	50			57	1	1800
162	4	Tóy Hoa ¢m	0;120;322	7	1418;6075;9000	50			57	1	1800
163	1	Tóy Hoa ¢m	0;121;319	7	1418;6075;9000	50			57	1	480
163	2	Tóy Hoa ¢m	0;121;320	7	1418;6075;9000	50			57	1	480
163	3	Tóy Hoa ¢m	0;121;321	7	1418;6075;9000	50			57	1	480
163	4	Tóy Hoa ¢m	0;121;322	7	1418;6075;9000	50			57	1	480
164	1	Thanh Linh ChiÓu	0;119;327	7	1418;6075;9000	50			58	1	720
164	2	Thanh Linh ChiÓu	0;119;328	7	1418;6075;9000	50			58	1	720
164	3	Thanh Linh ChiÓu	0;119;329	7	1418;6075;9000	50			58	1	720
164	4	Thanh Linh ChiÓu	0;119;330	7	1418;6075;9000	50			58	1	720
165	1	Thanh Linh ChiÓu	0;120;327	7	1418;6075;9000	50			58	1	1800
165	2	Thanh Linh ChiÓu	0;120;328	7	1418;6075;9000	50			58	1	1800
165	3	Thanh Linh ChiÓu	0;120;329	7	1418;6075;9000	50			58	1	1800
165	4	Thanh Linh ChiÓu	0;120;330	7	1418;6075;9000	50			58	1	1800
166	1	Thanh Linh ChiÓu	0;121;327	7	1418;6075;9000	50			58	1	480
166	2	Thanh Linh ChiÓu	0;121;328	7	1418;6075;9000	50			58	1	480
166	3	Thanh Linh ChiÓu	0;121;329	7	1418;6075;9000	50			58	1	480
166	4	Thanh Linh ChiÓu	0;121;330	7	1418;6075;9000	50			58	1	480
167	1	Táa Song Hµn	0;119;331	7	1418;6075;9000	50			59	1	720
167	2	Táa Song Hµn	0;119;332	7	1418;6075;9000	50			59	1	720
167	3	Táa Song Hµn	0;119;333	7	1418;6075;9000	50			59	1	720
167	4	Táa Song Hµn	0;119;334	7	1418;6075;9000	50			59	1	720
168	1	Táa Song Hµn	0;120;331	7	1418;6075;9000	50			59	1	1800
168	2	Táa Song Hµn	0;120;332	7	1418;6075;9000	50			59	1	1800
168	3	Táa Song Hµn	0;120;333	7	1418;6075;9000	50			59	1	1800
168	4	Táa Song Hµn	0;120;334	7	1418;6075;9000	50			59	1	1800
169	1	Táa Song Hµn	0;121;331	7	1418;6075;9000	50			59	1	480
169	2	Táa Song Hµn	0;121;332	7	1418;6075;9000	50			59	1	480
169	3	Táa Song Hµn	0;121;333	7	1418;6075;9000	50			59	1	480
169	4	Táa Song Hµn	0;121;334	7	1418;6075;9000	50			59	1	480
170	1	Ngäc Phï Dung	0;119;347	7	1418;6075;9000	50			60	1	720
170	2	Ngäc Phï Dung	0;119;348	7	1418;6075;9000	50			60	1	720
170	3	Ngäc Phï Dung	0;119;349	7	1418;6075;9000	50			60	1	720
170	4	Ngäc Phï Dung	0;119;350	7	1418;6075;9000	50			60	1	720
171	1	Ngäc Phï Dung	0;120;347	7	1418;6075;9000	50			60	1	1800
171	2	Ngäc Phï Dung	0;120;348	7	1418;6075;9000	50			60	1	1800
171	3	Ngäc Phï Dung	0;120;349	7	1418;6075;9000	50			60	1	1800
171	4	Ngäc Phï Dung	0;120;350	7	1418;6075;9000	50			60	1	1800
172	1	Ngäc Phï Dung	0;121;347	7	1418;6075;9000	50			60	1	480
172	2	Ngäc Phï Dung	0;121;348	7	1418;6075;9000	50			60	1	480
172	3	Ngäc Phï Dung	0;121;349	7	1418;6075;9000	50			60	1	480
172	4	Ngäc Phï Dung	0;121;350	7	1418;6075;9000	50			60	1	480
173	1	Thiªn TÞnh Sa	0;119;351	7	1418;6075;9000	50			61	1	720
173	2	Thiªn TÞnh Sa	0;119;352	7	1418;6075;9000	50			61	1	720
173	3	Thiªn TÞnh Sa	0;119;353	7	1418;6075;9000	50			61	1	720
173	4	Thiªn TÞnh Sa	0;119;354	7	1418;6075;9000	50			61	1	720
174	1	Thiªn TÞnh Sa	0;120;351	7	1418;6075;9000	50			61	1	1800
174	2	Thiªn TÞnh Sa	0;120;352	7	1418;6075;9000	50			61	1	1800
174	3	Thiªn TÞnh Sa	0;120;353	7	1418;6075;9000	50			61	1	1800
174	4	Thiªn TÞnh Sa	0;120;354	7	1418;6075;9000	50			61	1	1800
175	1	Thiªn TÞnh Sa	0;121;351	7	1418;6075;9000	50			61	1	480
175	2	Thiªn TÞnh Sa	0;121;352	7	1418;6075;9000	50			61	1	480
175	3	Thiªn TÞnh Sa	0;121;353	7	1418;6075;9000	50			61	1	480
175	4	Thiªn TÞnh Sa	0;121;354	7	1418;6075;9000	50			61	1	480
176	1	Häa §­êng Xu©n	0;119;355	7	1418;6075;9000	50			62	1	720
176	2	Häa §­êng Xu©n	0;119;356	7	1418;6075;9000	50			62	1	720
176	3	Häa §­êng Xu©n	0;119;357	7	1418;6075;9000	50			62	1	720
176	4	Häa §­êng Xu©n	0;119;358	7	1418;6075;9000	50			62	1	720
177	1	Häa §­êng Xu©n	0;120;355	7	1418;6075;9000	50			62	1	1800
177	2	Häa §­êng Xu©n	0;120;356	7	1418;6075;9000	50			62	1	1800
177	3	Häa §­êng Xu©n	0;120;357	7	1418;6075;9000	50			62	1	1800
177	4	Häa §­êng Xu©n	0;120;358	7	1418;6075;9000	50			62	1	1800
178	1	Häa §­êng Xu©n	0;121;355	7	1418;6075;9000	50			62	1	480
178	2	Häa §­êng Xu©n	0;121;356	7	1418;6075;9000	50			62	1	480
178	3	Häa §­êng Xu©n	0;121;357	7	1418;6075;9000	50			62	1	480
178	4	Häa §­êng Xu©n	0;121;358	7	1418;6075;9000	50			62	1	480
179	1	Phï Ngäc Phi Quúnh	0;119;371	7	1418;6075;9000	50			63	1	720
179	2	Phï Ngäc Phi Quúnh	0;119;372	7	1418;6075;9000	50			63	1	720
179	3	Phï Ngäc Phi Quúnh	0;119;373	7	1418;6075;9000	50			63	1	720
179	4	Phï Ngäc Phi Quúnh	0;119;374	7	1418;6075;9000	50			63	1	720
180	1	Phï Ngäc Phi Quúnh	0;120;371	7	1418;6075;9000	50			63	1	1800
180	2	Phï Ngäc Phi Quúnh	0;120;372	7	1418;6075;9000	50			63	1	1800
180	3	Phï Ngäc Phi Quúnh	0;120;373	7	1418;6075;9000	50			63	1	1800
180	4	Phï Ngäc Phi Quúnh	0;120;374	7	1418;6075;9000	50			63	1	1800
181	1	Phï Ngäc Phi Quúnh	0;121;371	7	1418;6075;9000	50			63	1	480
181	2	Phï Ngäc Phi Quúnh	0;121;372	7	1418;6075;9000	50			63	1	480
181	3	Phï Ngäc Phi Quúnh	0;121;373	7	1418;6075;9000	50			63	1	480
181	4	Phï Ngäc Phi Quúnh	0;121;374	7	1418;6075;9000	50			63	1	480
182	1	Giang Thµnh Tö	0;119;359	7	1418;6075;9000	50			64	1	720
182	2	Giang Thµnh Tö	0;119;360	7	1418;6075;9000	50			64	1	720
182	3	Giang Thµnh Tö	0;119;361	7	1418;6075;9000	50			64	1	720
182	4	Giang Thµnh Tö	0;119;362	7	1418;6075;9000	50			64	1	720
183	1	Giang Thµnh Tö	0;120;359	7	1418;6075;9000	50			64	1	1800
183	2	Giang Thµnh Tö	0;120;360	7	1418;6075;9000	50			64	1	1800
183	3	Giang Thµnh Tö	0;120;361	7	1418;6075;9000	50			64	1	1800
183	4	Giang Thµnh Tö	0;120;362	7	1418;6075;9000	50			64	1	1800
184	1	Giang Thµnh Tö	0;121;359	7	1418;6075;9000	50			64	1	480
184	2	Giang Thµnh Tö	0;121;360	7	1418;6075;9000	50			64	1	480
184	3	Giang Thµnh Tö	0;121;361	7	1418;6075;9000	50			64	1	480
184	4	Giang Thµnh Tö	0;121;362	7	1418;6075;9000	50			64	1	480
185	1	Ngäc CÇu	0;119;479	7	1418;6075;9000	50			65	1	300
185	2	Ngäc CÇu	0;119;480	7	1418;6075;9000	50			65	1	300
185	3	Ngäc CÇu	0;119;481	7	1418;6075;9000	50			65	1	300
185	4	Ngäc CÇu	0;119;482	7	1418;6075;9000	50			65	1	300
186	1	Ngäc CÇu	0;120;479	7	1418;6075;9000	50			65	1	300
186	2	Ngäc CÇu	0;120;480	7	1418;6075;9000	50			65	1	300
186	3	Ngäc CÇu	0;120;481	7	1418;6075;9000	50			65	1	300
186	4	Ngäc CÇu	0;120;482	7	1418;6075;9000	50			65	1	300
187	1	Ngäc CÇu	0;121;479	7	1418;6075;9000	50			65	1	300
187	2	Ngäc CÇu	0;121;480	7	1418;6075;9000	50			65	1	300
187	3	Ngäc CÇu	0;121;481	7	1418;6075;9000	50			65	1	300
187	4	Ngäc CÇu	0;121;482	7	1418;6075;9000	50			65	1	300
264	1	NghiÔn Hµn	0;119;487	7	1418;6075;9000	50			102	1	300
264	2	NghiÔn Hµn	0;119;488	7	1418;6075;9000	50			102	1	300
264	3	NghiÔn Hµn	0;119;489	7	1418;6075;9000	50			102	1	300
264	4	NghiÔn Hµn	0;119;490	7	1418;6075;9000	50			102	1	300
265	1	NghiÔn Hµn	0;120;487	7	1418;6075;9000	50			102	1	300
265	2	NghiÔn Hµn	0;120;488	7	1418;6075;9000	50			102	1	300
265	3	NghiÔn Hµn	0;120;489	7	1418;6075;9000	50			102	1	300
265	4	NghiÔn Hµn	0;120;490	7	1418;6075;9000	50			102	1	300
266	1	NghiÔn Hµn	0;121;487	7	1418;6075;9000	50			102	1	300
266	2	NghiÔn Hµn	0;121;488	7	1418;6075;9000	50			102	1	300
266	3	NghiÔn Hµn	0;121;489	7	1418;6075;9000	50			102	1	300
266	4	NghiÔn Hµn	0;121;490	7	1418;6075;9000	50			102	1	300
267	1	T« Mé Giµ	0;119;367	7	1418;6075;9000	50			83	1	720
267	2	T« Mé Giµ	0;119;368	7	1418;6075;9000	50			83	1	720
267	3	T« Mé Giµ	0;119;369	7	1418;6075;9000	50			83	1	720
267	4	T« Mé Giµ	0;119;370	7	1418;6075;9000	50			83	1	720
268	1	T« Mé Giµ	0;120;367	7	1418;6075;9000	50			83	1	1800
268	2	T« Mé Giµ	0;120;368	7	1418;6075;9000	50			83	1	1800
268	3	T« Mé Giµ	0;120;369	7	1418;6075;9000	50			83	1	1800
268	4	T« Mé Giµ	0;120;370	7	1418;6075;9000	50			83	1	1800
269	1	T« Mé Giµ	0;121;367	7	1418;6075;9000	50			83	1	480
269	2	T« Mé Giµ	0;121;368	7	1418;6075;9000	50			83	1	480
269	3	T« Mé Giµ	0;121;369	7	1418;6075;9000	50			83	1	480
269	4	T« Mé Giµ	0;121;370	7	1418;6075;9000	50			83	1	480
270	1	YÕn BiÖt Cè-Vai	0;119;491	7	1418;6075;9000	50			83	1	720
270	2	YÕn BiÖt Cè-Vai	0;119;492	7	1418;6075;9000	50			83	1	720
270	3	YÕn BiÖt Cè-Vai	0;119;493	7	1418;6075;9000	50			83	1	720
270	4	YÕn BiÖt Cè-Vai	0;119;494	7	1418;6075;9000	50			83	1	720
271	1	YÕn BiÖt Cè-L­ng	0;120;491	7	1418;6075;9000	50			83	1	1800
271	2	YÕn BiÖt Cè-L­ng	0;120;492	7	1418;6075;9000	50			83	1	1800
271	3	YÕn BiÖt Cè-L­ng	0;120;493	7	1418;6075;9000	50			83	1	1800
271	4	YÕn BiÖt Cè-L­ng	0;120;494	7	1418;6075;9000	50			83	1	1800
272	1	YÕn BiÖt Cè-Ch©n	0;121;491	7	1418;6075;9000	50			83	1	480
272	2	YÕn BiÖt Cè-Ch©n	0;121;492	7	1418;6075;9000	50			83	1	480
272	3	YÕn BiÖt Cè-Ch©n	0;121;493	7	1418;6075;9000	50			83	1	480
272	4	YÕn BiÖt Cè-Ch©n	0;121;494	7	1418;6075;9000	50			83	1	480
273	1	Gi¸ C« Thiªn	0;119;403	7	1418;6075;9000	50			87	1	720
273	2	Gi¸ C« Thiªn	0;119;404	7	1418;6075;9000	50			87	1	720
273	3	Gi¸ C« Thiªn	0;119;405	7	1418;6075;9000	50			87	1	720
273	4	Gi¸ C« Thiªn	0;119;406	7	1418;6075;9000	50			87	1	720
274	1	Gi¸ C« Thiªn	0;120;403	7	1418;6075;9000	50			87	1	1800
274	2	Gi¸ C« Thiªn	0;120;404	7	1418;6075;9000	50			87	1	1800
274	3	Gi¸ C« Thiªn	0;120;405	7	1418;6075;9000	50			87	1	1800
274	4	Gi¸ C« Thiªn	0;120;406	7	1418;6075;9000	50			87	1	1800
275	1	Gi¸ C« Thiªn	0;121;403	7	1418;6075;9000	50			87	1	480
275	2	Gi¸ C« Thiªn	0;121;404	7	1418;6075;9000	50			87	1	480
275	3	Gi¸ C« Thiªn	0;121;405	7	1418;6075;9000	50			87	1	480
275	4	Gi¸ C« Thiªn	0;121;406	7	1418;6075;9000	50			87	1	480
276	1	Vò L©m Linh	0;119;399	7	1418;6075;9000	50			89	1	720
276	2	Vò L©m Linh	0;119;400	7	1418;6075;9000	50			89	1	720
276	3	Vò L©m Linh	0;119;401	7	1418;6075;9000	50			89	1	720
276	4	Vò L©m Linh	0;119;402	7	1418;6075;9000	50			89	1	720
277	1	Vò L©m Linh	0;120;399	7	1418;6075;9000	50			89	1	1800
277	2	Vò L©m Linh	0;120;400	7	1418;6075;9000	50			89	1	1800
