WeaponEffectId	WeaponId	WeaponEffectFile_left	fx_left	fy_left	fz_left	WeaponEffectFile_right	fx_right	fy_right	fz_right
8	141	image\effect\sfx\其他\双刀c_雾气_紫+闪光2.3e	2	1.5	1.5	image\effect\sfx\其他\双刀c_雾气_紫+闪光2.3e	2	1.5	1.5
8	142	image\effect\sfx\其他\双刀a_雾气_紫+闪光2.3e	2	1	1	image\effect\sfx\其他\双刀a_雾气_紫+闪光2.3e	3	1	1
8	143	image\effect\sfx\其他\双刀a_雾气_紫+闪光2.3e	2	1	1	image\effect\sfx\其他\双刀a_雾气_紫+闪光2.3e	3	1	1
8	144	image\effect\sfx\其他\双刀a_雾气_紫+闪光2.3e	2	1	1	image\effect\sfx\其他\双刀a_雾气_紫+闪光2.3e	2	1	1
8	145	image\effect\sfx\其他\双刀e_雾气_紫+闪光2.3e	2	0.5	0.5	image\effect\sfx\其他\双刀e_雾气_紫+闪光2.3e	2	0.5	0.5
8	146	image\effect\sfx\其他\双刀e_雾气_紫+闪光2.3e	2.3	1	1	image\effect\sfx\其他\双刀e_雾气_紫+闪光2.3e	2.3	1	1
8	147	image\effect\sfx\其他\双刀e_雾气_紫+闪光2.3e	2	2	2	image\effect\sfx\其他\双刀e_雾气_紫+闪光2.3e	2	2	2
8	150	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1
8	151	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1
8	152	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1
8	153	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1
8	154	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1
8	155	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1
8	156	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1
8	157	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1
8	158	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1
8	159	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1
8	160	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1
8	161	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1
8	162	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1
8	163	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光2.3e	1	1	1
8	165					image\effect\sfx\其他\笛a_雾气_紫+闪光2.3e	1	1	1
8	166					image\effect\sfx\其他\笛a_雾气_紫+闪光2.3e	1	1	1
8	167					image\effect\sfx\其他\笛a_雾气_紫+闪光2.3e	1	1	1
8	168					image\effect\sfx\其他\笛a_雾气_紫+闪光2.3e	1.4	1	1
8	169					image\effect\sfx\其他\笛a_雾气_紫+闪光2.3e	1.4	1	1
8	170					image\effect\sfx\其他\笛a_雾气_紫+闪光2.3e	1.4	1	1
8	171					image\effect\sfx\其他\笛a_雾气_紫+闪光2.3e	1.4	1	1
8	172					image\effect\sfx\其他\笛a_雾气_紫+闪光2.3e	1.4	1	1
8	173					image\effect\sfx\其他\笛a_雾气_紫+闪光2.3e	1.4	1	1
8	174					image\effect\sfx\其他\笛a_雾气_紫+闪光2.3e	1.4	1	1
8	175					image\effect\sfx\其他\笛a_雾气_紫+闪光2.3e	1.4	1	1
8	176					image\effect\sfx\其他\笛a_雾气_紫+闪光2.3e	1.4	1	1
8	177					image\effect\sfx\其他\笛a_雾气_紫+闪光2.3e	1.4	1	1
8	178					image\effect\sfx\其他\笛a_雾气_紫+闪光2.3e	1.4	1	1
8	179					image\effect\sfx\其他\灵枝a_雾气_紫+闪光2.3e	1	1	1
8	180					image\effect\sfx\其他\灵枝a_雾气_紫+闪光2.3e	1	1	1
8	181					image\effect\sfx\其他\灵枝a_雾气_紫+闪光2.3e	1	1	1
8	182					image\effect\sfx\其他\灵枝a_雾气_紫+闪光2.3e	1	1	1
8	183					image\effect\sfx\其他\灵枝a_雾气_紫+闪光2.3e	1	1	1
8	184					image\effect\sfx\其他\灵枝a_雾气_紫+闪光2.3e	1	1	1
8	185					image\effect\sfx\其他\灵枝a_雾气_紫+闪光2.3e	1	1	1
8	186					image\effect\sfx\其他\灵枝a_雾气_紫+闪光2.3e	1	1	1
8	187					image\effect\sfx\其他\灵枝a_雾气_紫+闪光2.3e	1	1	1
8	188					image\effect\sfx\其他\灵枝a_雾气_紫+闪光2.3e	1	1	1
8	189					image\effect\sfx\其他\灵枝a_雾气_紫+闪光2.3e	1	1	1
8	190					image\effect\sfx\其他\灵枝a_雾气_紫+闪光2.3e	1	1	1
8	191					image\effect\sfx\其他\灵枝a_雾气_紫+闪光2.3e	1	1	1
8	192					image\effect\sfx\其他\灵枝a_雾气_紫+闪光2.3e	1	1	1
9	0	image\effect\sfx\其他\空手a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\空手a_雾气_紫+闪光3.3e	1	1	1
9	1	image\effect\sfx\其他\空手a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\空手a_雾气_紫+闪光3.3e	1	1	1
9	4					image\effect\sfx\其他\刀a_强化7.3e	0.9	0.1	1
9	5					image\effect\sfx\其他\刀a_强化7.3e	1.1	0.1	1.5
9	6					image\effect\sfx\其他\刀a_强化7.3e	1.2	0.1	1.5
9	7					image\effect\sfx\其他\刀a_强化7.3e	1.2	0.1	1.5
9	8					image\effect\sfx\其他\刀a_强化7.3e	1.2	0.1	1.5
9	9					image\effect\sfx\其他\刀a_强化7.3e	1	0.1	1
9	10					image\effect\sfx\其他\刀b_强化7.3e	0.95	0.6	0.7
9	11					image\effect\sfx\其他\刀b_强化7.3e	1.05	0.6	1
9	12					image\effect\sfx\其他\刀b_强化7.3e	0.9	0.5	0.9
9	13					image\effect\sfx\其他\刀b_强化7.3e	1	0.6	0.9
9	14					image\effect\sfx\其他\刀c_强化7.3e	1.1	1	1
9	15					image\effect\sfx\其他\刀c_强化7.3e	1.1	1	1
9	16					image\effect\sfx\其他\刀c_强化7.3e	1	1	1
9	17					image\effect\sfx\其他\刀d_雾气_紫+闪光3.3e	0.9	1	1
9	19					image\effect\sfx\其他\剑a_强化7.3e	1	0.2	0.6
9	20					image\effect\sfx\其他\剑a_强化7.3e	1	0.3	1
9	21					image\effect\sfx\其他\剑a_强化7.3e	1.1	0.3	1
9	22					image\effect\sfx\其他\剑a_强化7.3e	0.95	0.4	1.2
9	23					image\effect\sfx\其他\剑a_强化7.3e	1	0.3	1
9	24					image\effect\sfx\其他\剑a_强化7.3e	0.9	0.3	1
9	25					image\effect\sfx\其他\剑b_强化7.3e	0.75	0.4	1
9	26					image\effect\sfx\其他\剑b_强化7.3e	1.1	0.6	1.2
9	27					image\effect\sfx\其他\剑b_强化7.3e	1.1	0.4	1.2
9	28					image\effect\sfx\其他\剑b_强化7.3e	1.1	0.5	1.1
9	29					image\effect\sfx\其他\剑c_强化7.3e	0.9	0.3	1
9	30					image\effect\sfx\其他\剑c_强化7.3e	0.9	0.3	0.8
9	31					image\effect\sfx\其他\剑c_强化7.3e	0.9	0.3	1.2
9	32					image\effect\sfx\其他\剑c_强化7.3e	0.85	0.4	1
9	33					image\effect\sfx\其他\剑c_强化7.3e	0.9	0.3	0.9
9	34					image\effect\sfx\其他\剑c_强化7.3e	0.9	0.3	0.9
9	37					image\effect\sfx\其他\笔b_强化7.3e	1.6	1.6	1.6
9	38					image\effect\sfx\其他\笔b_强化7.3e	1.6	1.6	1.6
9	39					image\effect\sfx\其他\笔b_强化7.3e	1.2	1.5	1.5
9	40					image\effect\sfx\其他\笔a_强化7.3e	1.55	1.6	1.6
9	41					image\effect\sfx\其他\笔a_强化7.3e	1.55	1.6	1.6
9	42					image\effect\sfx\其他\笔b_强化7.3e	1.5	2	2
9	43					image\effect\sfx\其他\笔b_强化7.3e	1.25	1.6	2
9	44					image\effect\sfx\其他\笔b_强化7.3e	0.9	1.5	1.5
9	45					image\effect\sfx\其他\笔b_强化7.3e	1.1	1.5	1.5
9	46					image\effect\sfx\其他\笔b_强化7.3e	1.4	1.5	1.5
9	47					image\effect\sfx\其他\笔b_强化7.3e	1.3	1.5	1.5
9	48					image\effect\sfx\其他\笔b_强化7.3e	1.3	2	2
9	49					image\effect\sfx\其他\笔b_强化7.3e	1.7	3	2
9	50					image\effect\sfx\其他\笔b_强化7.3e	1.4	3	2
9	52					image\effect\sfx\其他\棍a_强化7.3e	2	3	3
9	53					image\effect\sfx\其他\棍a_强化7.3e	1.2	2	2
9	54					image\effect\sfx\其他\棍a_强化7.3e	1.2	2.5	2.5
9	55					image\effect\sfx\其他\棍a_强化7.3e	1.2	2.5	2.5
9	56					image\effect\sfx\其他\棍a_强化7.3e	1.2	3	3
9	57					image\effect\sfx\其他\棍a_强化7.3e	1.4	3	3
9	58					image\effect\sfx\其他\棍a_强化7.3e	1.4	3	3
9	59					image\effect\sfx\其他\棍a_强化7.3e	1.3	3	3
9	60					image\effect\sfx\其他\棍a_强化7.3e	1.3	3	3
9	61					image\effect\sfx\其他\棍a_强化7.3e	1.4	3	3
9	62					image\effect\sfx\其他\棍a_强化7.3e	1.4	3	3
9	63					image\effect\sfx\其他\棍b_强化7.3e	1.4	3	3
9	64					image\effect\sfx\其他\棍b_强化7.3e	1.4	3	3
9	65					image\effect\sfx\其他\棍a_强化7.3e	1	1	1
9	66					image\effect\sfx\其他\棍a_强化7.3e	1	1	1
9	67					image\effect\sfx\其他\棍a_强化7.3e	1	1	1
9	70					image\effect\sfx\其他\杖a_强化7.3e	1	1	1
9	71					image\effect\sfx\其他\杖a_强化7.3e	1	1	1
9	72					image\effect\sfx\其他\杖a_强化7.3e	1.1	1	1
9	73					image\effect\sfx\其他\杖a_强化7.3e	1	1	1
9	74					image\effect\sfx\其他\杖a_强化7.3e	1	1	1
9	75					image\effect\sfx\其他\杖a_强化7.3e	1	1	1
9	76					image\effect\sfx\其他\杖a_强化7.3e	1.05	1	1
9	77					image\effect\sfx\其他\杖a_强化7.3e	1.15	1	1
9	78					image\effect\sfx\其他\杖a_强化7.3e	1	1	1
9	79					image\effect\sfx\其他\杖a_强化7.3e	1.1	1	1
9	80					image\effect\sfx\其他\杖a_强化7.3e	1.2	1	1
9	81					image\effect\sfx\其他\杖a_强化7.3e	1.2	1	1
9	82					image\effect\sfx\其他\杖a_强化7.3e	1.2	1	1
9	83					image\effect\sfx\其他\杖a_强化7.3e	1.2	1	1
9	86	image\effect\sfx\其他\琴a_强化7.3e	0.6	0.3	0.35
9	87	image\effect\sfx\其他\琴a_强化7.3e	0.65	0.4	0.55
9	88	image\effect\sfx\其他\琴a_强化7.3e	0.65	0.4	0.55
9	89	image\effect\sfx\其他\琴a_强化7.3e	0.5	0.3	0.55
9	90	image\effect\sfx\其他\琴a_强化7.3e	0.5	0.3	0.55
9	91	image\effect\sfx\其他\琴a_强化7.3e	0.65	0.3	0.55
9	92	image\effect\sfx\其他\琴a_强化7.3e	0.65	0.3	0.35
9	93	image\effect\sfx\其他\琴a_强化7.3e	0.7	0.3	0.55
9	94	image\effect\sfx\其他\琴a_强化7.3e	0.7	0.3	0.55
9	95	image\effect\sfx\其他\琴a_强化7.3e	0.7	0.35	0.35
9	96	image\effect\sfx\其他\琴a_强化7.3e	0.65	0.5	0.65
9	97	image\effect\sfx\其他\琴a_强化7.3e	0.7	0.3	0.5
9	98	image\effect\sfx\其他\琴a_强化7.3e	0.65	0.5	0.55
9	99	image\effect\sfx\其他\琴a_强化7.3e	0.8	0.7	0.7
9	102					image\effect\sfx\其他\枪a_雾气_紫+闪光3.3e	1.1	1	1
9	103					image\effect\sfx\其他\枪a_雾气_紫+闪光3.3e	1.1	1	1
9	104					image\effect\sfx\其他\枪a_雾气_紫+闪光3.3e	1.1	1	1
9	105					image\effect\sfx\其他\枪a_雾气_紫+闪光3.3e	1.1	1	1
9	106					image\effect\sfx\其他\枪a_雾气_紫+闪光3.3e	1.1	1	1
9	107					image\effect\sfx\其他\枪a_雾气_紫+闪光3.3e	1.2	1	1
9	108					image\effect\sfx\其他\枪a_雾气_紫+闪光3.3e	1.2	1	1
9	109					image\effect\sfx\其他\枪a_雾气_紫+闪光3.3e	1.3	1	1
9	110					image\effect\sfx\其他\枪a_雾气_紫+闪光3.3e	1.3	1	1
9	111					image\effect\sfx\其他\枪a_雾气_紫+闪光3.3e	1.3	1	1
9	112					image\effect\sfx\其他\枪a_雾气_紫+闪光3.3e	1.4	1	1
9	113					image\effect\sfx\其他\枪b_雾气_紫+闪光3.3e	1.2	1	1
9	114					image\effect\sfx\其他\枪a_雾气_紫+闪光3.3e	1.2	1	1
9	115					image\effect\sfx\其他\枪a_雾气_紫+闪光3.3e	1.4	1	1
9	118	image\effect\sfx\其他\弓a_雾气_紫+闪光3.3e	1	1	1
9	119	image\effect\sfx\其他\弓a_雾气_紫+闪光3.3e	1.2	1	1
9	120	image\effect\sfx\其他\弓a_雾气_紫+闪光3.3e	1.2	1	1
9	121	image\effect\sfx\其他\弓a_雾气_紫+闪光3.3e	1.2	1	1.2
9	122	image\effect\sfx\其他\弓a_雾气_紫+闪光3.3e	1.2	1	1.2
9	123	image\effect\sfx\其他\弓b_雾气_紫+闪光3.3e	0.7	1	1.3
9	124	image\effect\sfx\其他\弓b_雾气_紫+闪光3.3e	0.8	1	1.3
9	125	image\effect\sfx\其他\弓b_雾气_紫+闪光3.3e	0.6	1	1.3
9	126	image\effect\sfx\其他\弓b_雾气_紫+闪光3.3e	0.7	1	1.3
9	127	image\effect\sfx\其他\弓b_雾气_紫+闪光3.3e	0.7	1	1.3
9	128	image\effect\sfx\其他\弓b_雾气_紫+闪光3.3e	0.8	1	1.2
9	129	image\effect\sfx\其他\弓b_雾气_紫+闪光3.3e	0.8	1	1.2
9	130	image\effect\sfx\其他\弓b_雾气_紫+闪光3.3e	1	1	1.2
9	131	image\effect\sfx\其他\弓b_雾气_紫+闪光3.3e	1	1	1.2
9	134	image\effect\sfx\其他\双刀a_雾气_紫+闪光3.3e	1.4	1	1	image\effect\sfx\其他\双刀a_雾气_紫+闪光3.3e	1.4	1	1
9	135	image\effect\sfx\其他\双刀a_雾气_紫+闪光3.3e	1.6	1	1	image\effect\sfx\其他\双刀a_雾气_紫+闪光3.3e	1.6	1	1
9	136	image\effect\sfx\其他\双刀d_雾气_紫+闪光3.3e	1.6	1	1	image\effect\sfx\其他\双刀d_雾气_紫+闪光3.3e	1.6	1	1
9	137	image\effect\sfx\其他\双刀d_雾气_紫+闪光3.3e	1.7	1	1	image\effect\sfx\其他\双刀d_雾气_紫+闪光3.3e	1.7	1	1
9	138	image\effect\sfx\其他\双刀b_雾气_紫+闪光3.3e	1.6	1	1	image\effect\sfx\其他\双刀b_雾气_紫+闪光3.3e	1.6	1	1
9	139	image\effect\sfx\其他\双刀b_雾气_紫+闪光3.3e	2	1	1.5	image\effect\sfx\其他\双刀b_雾气_紫+闪光3.3e	2	1	1.5
9	140	image\effect\sfx\其他\双刀c_雾气_紫+闪光3.3e	2	1.5	1.5	image\effect\sfx\其他\双刀c_雾气_紫+闪光3.3e	2	1.5	1.5
9	141	image\effect\sfx\其他\双刀c_雾气_紫+闪光3.3e	2	1.5	1.5	image\effect\sfx\其他\双刀c_雾气_紫+闪光3.3e	2	1.5	1.5
9	142	image\effect\sfx\其他\双刀a_雾气_紫+闪光3.3e	2	1	1	image\effect\sfx\其他\双刀a_雾气_紫+闪光3.3e	3	1	1
9	143	image\effect\sfx\其他\双刀a_雾气_紫+闪光3.3e	2	1	1	image\effect\sfx\其他\双刀a_雾气_紫+闪光3.3e	3	1	1
9	144	image\effect\sfx\其他\双刀a_雾气_紫+闪光3.3e	2	1	1	image\effect\sfx\其他\双刀a_雾气_紫+闪光3.3e	2	1	1
9	145	image\effect\sfx\其他\双刀e_雾气_紫+闪光3.3e	2	0.5	0.5	image\effect\sfx\其他\双刀e_雾气_紫+闪光3.3e	2	0.5	0.5
9	146	image\effect\sfx\其他\双刀e_雾气_紫+闪光3.3e	2.3	1	1	image\effect\sfx\其他\双刀e_雾气_紫+闪光3.3e	2.3	1	1
9	147	image\effect\sfx\其他\双刀e_雾气_紫+闪光3.3e	2	2	2	image\effect\sfx\其他\双刀e_雾气_紫+闪光3.3e	2	2	2
9	150	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1
9	151	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1
9	152	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1
9	153	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1
9	154	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1
9	155	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1
9	156	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1
9	157	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1
9	158	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1
9	159	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1
9	160	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1
9	161	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1
9	162	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1
9	163	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_紫+闪光3.3e	1	1	1
9	165					image\effect\sfx\其他\笛a_雾气_紫+闪光3.3e	1	1	1
9	166					image\effect\sfx\其他\笛a_雾气_紫+闪光3.3e	1	1	1
9	167					image\effect\sfx\其他\笛a_雾气_紫+闪光3.3e	1	1	1
9	168					image\effect\sfx\其他\笛a_雾气_紫+闪光3.3e	1.4	1	1
9	169					image\effect\sfx\其他\笛a_雾气_紫+闪光3.3e	1.4	1	1
9	170					image\effect\sfx\其他\笛a_雾气_紫+闪光3.3e	1.4	1	1
9	171					image\effect\sfx\其他\笛a_雾气_紫+闪光3.3e	1.4	1	1
9	172					image\effect\sfx\其他\笛a_雾气_紫+闪光3.3e	1.4	1	1
9	173					image\effect\sfx\其他\笛a_雾气_紫+闪光3.3e	1.4	1	1
9	174					image\effect\sfx\其他\笛a_雾气_紫+闪光3.3e	1.4	1	1
9	175					image\effect\sfx\其他\笛a_雾气_紫+闪光3.3e	1.4	1	1
9	176					image\effect\sfx\其他\笛a_雾气_紫+闪光3.3e	1.4	1	1
9	177					image\effect\sfx\其他\笛a_雾气_紫+闪光3.3e	1.4	1	1
9	178					image\effect\sfx\其他\笛a_雾气_紫+闪光3.3e	1.4	1	1
9	179					image\effect\sfx\其他\灵枝a_雾气_紫+闪光3.3e	1	1	1
9	180					image\effect\sfx\其他\灵枝a_雾气_紫+闪光3.3e	1	1	1
9	181					image\effect\sfx\其他\灵枝a_雾气_紫+闪光3.3e	1	1	1
9	182					image\effect\sfx\其他\灵枝a_雾气_紫+闪光3.3e	1	1	1
9	183					image\effect\sfx\其他\灵枝a_雾气_紫+闪光3.3e	1	1	1
9	184					image\effect\sfx\其他\灵枝a_雾气_紫+闪光3.3e	1	1	1
9	185					image\effect\sfx\其他\灵枝a_雾气_紫+闪光3.3e	1	1	1
9	186					image\effect\sfx\其他\灵枝a_雾气_紫+闪光3.3e	1	1	1
9	187					image\effect\sfx\其他\灵枝a_雾气_紫+闪光3.3e	1	1	1
9	188					image\effect\sfx\其他\灵枝a_雾气_紫+闪光3.3e	1	1	1
9	189					image\effect\sfx\其他\灵枝a_雾气_紫+闪光3.3e	1	1	1
9	190					image\effect\sfx\其他\灵枝a_雾气_紫+闪光3.3e	1	1	1
9	191					image\effect\sfx\其他\灵枝a_雾气_紫+闪光3.3e	1	1	1
9	192					image\effect\sfx\其他\灵枝a_雾气_紫+闪光3.3e	1	1	1
10	0	image\effect\sfx\其他\空手a_发散_红.3e	1	1	1	image\effect\sfx\其他\空手a_发散_红.3e	1	1	1
10	1	image\effect\sfx\其他\空手a_发散_红.3e	1	1	1	image\effect\sfx\其他\空手a_发散_红.3e	1	1	1
10	4					image\effect\sfx\其他\刀a_发散_红.3e	1	1	1
10	5					image\effect\sfx\其他\刀a_发散_红.3e	1.3	1	1
10	6					image\effect\sfx\其他\刀a_发散_红.3e	1.3	1	1
10	7					image\effect\sfx\其他\刀a_发散_红.3e	1.4	1	1
10	8					image\effect\sfx\其他\刀a_发散_红.3e	1.4	1	1
10	9					image\effect\sfx\其他\刀a_发散_红.3e	1.4	1	1
10	10					image\effect\sfx\其他\刀b_发散_红.3e	1.4	1	1
10	11					image\effect\sfx\其他\刀b_发散_红.3e	1.5	1	1
10	12					image\effect\sfx\其他\刀b_发散_红.3e	1.1	1	1
10	13					image\effect\sfx\其他\刀b_发散_红.3e	1.4	1	1
10	14					image\effect\sfx\其他\刀c_发散_红.3e	1.2	1	1
10	15					image\effect\sfx\其他\刀c_发散_红.3e	1.2	1	1
10	16					image\effect\sfx\其他\刀c_发散_红.3e	1.1	1	1
10	17					image\effect\sfx\其他\刀d_发散_红.3e	1	1	1
10	19					image\effect\sfx\其他\剑a_发散_红.3e	1.2	1	1
10	20					image\effect\sfx\其他\剑a_发散_红.3e	1.3	1	1
10	21					image\effect\sfx\其他\剑a_发散_红.3e	1.2	1	1
10	22					image\effect\sfx\其他\剑a_发散_红.3e	1.3	1	1
10	23					image\effect\sfx\其他\剑a_发散_红.3e	1.3	1	1
10	24					image\effect\sfx\其他\剑a_发散_红.3e	1.3	1	1
10	25					image\effect\sfx\其他\剑b_发散_红.3e	1	1	1
10	26					image\effect\sfx\其他\剑b_发散_红.3e	1.3	1	1
10	27					image\effect\sfx\其他\剑b_发散_红.3e	1.4	1	1
10	28					image\effect\sfx\其他\剑b_发散_红.3e	1.3	1	1
10	29					image\effect\sfx\其他\剑c_发散_红.3e	0.9	1	1
10	30					image\effect\sfx\其他\剑c_发散_红.3e	0.9	1	1
10	31					image\effect\sfx\其他\剑c_发散_红.3e	0.9	1	1
10	32					image\effect\sfx\其他\剑c_发散_红.3e	0.9	1	1
10	33					image\effect\sfx\其他\剑c_发散_红.3e	0.9	1	1
10	34					image\effect\sfx\其他\剑c_发散_红.3e	0.9	1	1
10	37					image\effect\sfx\其他\笔b_发散_红.3e	1.5	1	1
10	38					image\effect\sfx\其他\笔b_发散_红.3e	1.5	1	1
10	39					image\effect\sfx\其他\笔b_发散_红.3e	1.5	1	1
10	40					image\effect\sfx\其他\笔a_发散_红.3e	2	1	1
10	41					image\effect\sfx\其他\笔a_发散_红.3e	2	1	1
10	42					image\effect\sfx\其他\笔b_发散_红.3e	1.5	1	1
10	43					image\effect\sfx\其他\笔b_发散_红.3e	1.5	1	1
10	44					image\effect\sfx\其他\笔b_发散_红.3e	1.6	1	1
10	45					image\effect\sfx\其他\笔b_发散_红.3e	1.6	1	1
10	46					image\effect\sfx\其他\笔b_发散_红.3e	1.6	1	1
10	47					image\effect\sfx\其他\笔b_发散_红.3e	1.1	1	1
10	48					image\effect\sfx\其他\笔b_发散_红.3e	1.4	1	1
10	49					image\effect\sfx\其他\笔b_发散_红.3e	1.8	1	1
10	50					image\effect\sfx\其他\笔b_发散_红.3e	1.4	1	1
10	52					image\effect\sfx\其他\棍a_发散_红.3e	1.4	1	1
10	53					image\effect\sfx\其他\棍a_发散_红.3e	1.4	1	1
10	54					image\effect\sfx\其他\棍a_发散_红.3e	1.4	1	1
10	55					image\effect\sfx\其他\棍a_发散_红.3e	1.4	1	1
10	56					image\effect\sfx\其他\棍a_发散_红.3e	1.4	1	1
10	57					image\effect\sfx\其他\棍a_发散_红.3e	1.4	1	1
10	58					image\effect\sfx\其他\棍a_发散_红.3e	1.4	1	1
10	59					image\effect\sfx\其他\棍a_发散_红.3e	1.4	1	1
10	60					image\effect\sfx\其他\棍a_发散_红.3e	1.4	1	1
10	61					image\effect\sfx\其他\棍a_发散_红.3e	1.4	1	1
10	62					image\effect\sfx\其他\棍a_发散_红.3e	1.4	1	1
10	63					image\effect\sfx\其他\棍b_发散_红.3e	1	1	1
10	64					image\effect\sfx\其他\棍b_发散_红.3e	1.1	1	1
10	65					image\effect\sfx\其他\棍a_发散_红.3e	1.4	1	1
10	66					image\effect\sfx\其他\棍a_发散_红.3e	1.4	1	1
10	67					image\effect\sfx\其他\棍a_发散_红.3e	1.4	1	1
10	70					image\effect\sfx\其他\杖a_发散_红.3e	1.2	0.6	0.6
10	71					image\effect\sfx\其他\杖a_发散_红.3e	1.2	0.6	0.6
10	72					image\effect\sfx\其他\杖a_发散_红.3e	1.2	0.6	0.6
10	73					image\effect\sfx\其他\杖a_发散_红.3e	1.2	0.6	0.6
10	74					image\effect\sfx\其他\杖a_发散_红.3e	1.2	0.6	0.6
10	75					image\effect\sfx\其他\杖a_发散_红.3e	1.2	0.6	0.6
10	76					image\effect\sfx\其他\杖a_发散_红.3e	1.2	0.6	0.6
10	77					image\effect\sfx\其他\杖a_发散_红.3e	1.2	0.6	0.6
10	78					image\effect\sfx\其他\杖a_发散_红.3e	1.2	0.6	0.6
10	79					image\effect\sfx\其他\杖a_发散_红.3e	1.2	0.6	0.6
10	80					image\effect\sfx\其他\杖a_发散_红.3e	1.2	0.6	0.6
10	81					image\effect\sfx\其他\杖a_发散_红.3e	1.2	0.6	0.6
10	82					image\effect\sfx\其他\杖a_发散_红.3e	1.2	0.6	0.6
10	83					image\effect\sfx\其他\杖a_发散_红.3e	1.2	0.6	0.6
10	86	image\effect\sfx\其他\琴a_发散_红.3e	0.9	1	1
10	87	image\effect\sfx\其他\琴a_发散_红.3e	0.9	1	1
10	88	image\effect\sfx\其他\琴a_发散_红.3e	0.9	1	1
10	89	image\effect\sfx\其他\琴a_发散_红.3e	1.1	1	1
