SuitID	SuitName	SuitPermutation	SuitLv	SuitColor	AttrID1	AttrLv1	AttrID2	AttrLv2	AttrID3_3	AttrLv3_3	AttrID3_4	AttrLv3_4	AttrID3_2	AttrLv3_2	AttrID3_14	AttrLv3_14	AttrID3_15	AttrLv3_15	AttrID3_17	AttrLv3_17	AttrID3_18	AttrLv3_18	AttrID3_11	AttrLv3_11	AttrID3_12	AttrLv3_12	AttrID3_8	AttrLv3_8	AttrID3_9	AttrLv3_9	AttrID3_30	AttrLv3_30	AttrID3_29	AttrLv3_29	AttrID3_32	AttrLv3_32	AttrID3_23	AttrLv3_23	AttrID3_6	AttrLv3_6	AttrID3_31	AttrLv3_31	AttrID3_26	AttrLv3_26	AttrID3_27	AttrLv3_27	AttrID3_25	AttrLv3_25	AttrID3_21	AttrLv3_21	AttrID3_20	AttrLv3_20	AttrID4	AttrLv4	
24	L∑nh Nguy÷t	19,5,9,3,14,12,17	6	<color=Gold>	14807	6	14790	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
24	L∑nh Nguy÷t	19,5,9,3,14,12,17	7	<color=Gold>	14807	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
25	Th«n Nguy÷t	20,18,17,14,3,2,13	1	<color=Green>	14808	1	14790	1																																															
25	Th«n Nguy÷t	20,18,17,14,3,2,13	2	<color=Green>	14808	2	14790	2																																															
25	Th«n Nguy÷t	20,18,17,14,3,2,13	3	<color=Green>	14808	3	14790	3																																															
25	Th«n Nguy÷t	20,18,17,14,3,2,13	4	<color=Green>	14808	4	14790	4																																															
25	Th«n Nguy÷t	20,18,17,14,3,2,13	5	<color=Green>	14808	5	14790	5																																															
25	Th«n Nguy÷t	20,18,17,14,3,2,13	6	<color=Gold>	14808	6	14790	6	14809	1	14811	1	14813	1	14815	1	14817	1	14819	1	14821	1	14823	1	14825	1	14827	1	14829	1	14831	1	14833	1	14835	1	14837	1	14839	1	14841	1	14843	1	14845	1	14847	1	14849	1	14851	1			
25	Th«n Nguy÷t	20,18,17,14,3,2,13	7	<color=Gold>	14808	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1			
1	Hoa Tri“u	2,3,7,9,12,15,16	8	<color=Gold>	14786	7	14787	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
2	Qu t Nh≠	11,12,17,6,4,2,14	8	<color=Gold>	14786	7	14788	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
3	Vu Phong	1,4,5,7,13,18,16	8	<color=Gold>	14789	7	14786	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
4	Thanh HÓp	3,5,12,11,20,8,9	8	<color=Gold>	14791	7	14792	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
5	Cao Nguy÷t	4,2,7,12,15,20,19	8	<color=Gold>	14793	7	14786	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
6	L©m Chung	19,12,8,2,20,15,4	8	<color=Gold>	14794	7	14786	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
7	Di Tæc	6,14,13,11,15,3,17	8	<color=Gold>	14795	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
8	Vﬁ ¶¨ng	7,5,10,16,17,4,9	8	<color=Gold>	14796	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
9	Qu˝ Bπch	10,1,8,6,12,13,15	8	<color=Gold>	14797	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
10	L≠¨ng Nguy÷t	7,6,1,16,15,14,4	8	<color=Gold>	14798	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
11	C´ Nguy÷t	3,10,13,1,18,19,20	8	<color=Gold>	14799	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
12	Qu t ßÂ	18,9,19,3,1,10,11	8	<color=Gold>	14800	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
13	ThÙ Y	7,1,4,9,3,14,15	8	<color=Gold>	14801	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
14	MÈ Th≠¨ng	14,7,10,16,19,12,5	8	<color=Gold>	14802	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
15	¶ng Chung	15,10,12,17,18,19,20	8	<color=Gold>	14792	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
16	Cam H≠¨ng	4,15,12,13,10,1,18	8	<color=Gold>	14803	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
17	C´ T»y	20,13,18,10,6,11,4	8	<color=Gold>	14804	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
18	S¨ Th≠¨ng	2,3,11,12,14,7,17	8	<color=Gold>	14792	7	14787	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
19	Mπnh Xu©n	15,4,12,9,8,2,17	8	<color=Gold>	14792	7	14788	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
20	ßµo L∑ng	3,20,7,18,10,5,12	8	<color=Gold>	14805	7	14787	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
21	Thi Thi“n	14,6,12,2,8,17,13	8	<color=Gold>	14805	7	14788	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
22	Tu’ Mπo	10,15,13,19,16,11,7	8	<color=Gold>	14806	7	14795	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
23	Thanh T˘	3,9,15,11,16,6,18	8	<color=Gold>	14806	7	14792	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
24	L∑nh Nguy÷t	19,5,9,3,14,12,17	8	<color=Gold>	14807	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
25	Th«n Nguy÷t	20,18,17,14,3,2,13	8	<color=Gold>	14808	7	14790	7	14810	1	14812	1	14814	1	14816	1	14818	1	14820	1	14822	1	14824	1	14826	1	14828	1	14830	1	14832	1	14834	1	14836	1	14838	1	14840	1	14842	1	14844	1	14846	1	14848	1	14850	1	14852	1	13706	10	
