LineId	Name	GroupID	AttrId	AttrLv	Rate	AttrWorth	ConflictGroupID		Më khãa:  ®Æc tr­ng=8:2		D:C:B=4:3:3
728	Hoµn toµn bá qua tû lÖ tiªu hao kü n¨ng/1%	12	13222	2	0	400	76				
729	Tèc ®é ®¸nh t¨ng: /1% 	12	13223	2	96	400	77				
730	X¸c suÊt tÊn c«ng trong ph¹m vi: /1% 	12	13224	2	48	400	78				
731	X¸c suÊt tÇn c«ng chÝ m¹ng: /1% 	12	13225	2	48	400	79				
732	Dïng kü n¨ng kh«ng tÝnh tû lÖ gi¶n c¸ch/1%	12	13226	2	48	400	80				
733	Ph¶n ®ßn s¸t th­¬ng ®éc	12	13227	2	48	400	81				
734	TØ lÖ ph¶n ®ßn s¸t th­¬ng ngo¹i th­¬ng	12	13228	2	48	400	82				
735	TØ lÖ ph¶n ®ßn s¸t th­¬ng néi th­¬ng	12	13229	2	48	400	83				
736	Nhãm më khãa B	12									
737	Hao mßn vò khÝ gi¶m: /1% 	12	13180	3	48	600	34				
738	Søc lùc+/1	12	13181	3	48	600	35				
739	T¨ng giíi h¹n träng l­îng/1%	12	13182	3	48	600	36				
740	ThÓ lùc	12	13183	3	48	600	37				
741	ThÓ lùc 1%	12	13184	3	48	600	38				
742	§iÓm kinh nghiÖm nhËn ®­îc t¨ng: /1% 	12	13185	3	48	600	39				
743	Täa thiÒn mçi 10 gi©y håi phôc sinh lùc/1	12	13186	3	48	600	40				
744	Täa thiÒn mçi 10 gi©y håi phôc néi lùc/1	12	13187	3	48	600	41				
745	Täa thiÒn mçi 10 gi©y håi phôc thÓ lùc/1	12	13188	3	48	600	42				
746	HiÖu qu¶ d­îc phÈm håi néi/1%	12	13189	3	48	600	43				
747	yªu cÇu ®¼ng cÊp gi¶m /1	12	13190	3	48	600	44				
748	Néi c«ng nhá nhÊt trªn vò khÝ t¨ng /1	12	13191	3	48	600	45				
749	Néi c«ng lín nhÊt trªn vò khÝ t¨ng /1	12	13192	3	48	600	46				
750	Ngo¹i c«ng nhá nhÊt trªn vò khÝ t¨ng /1	12	13193	3	48	600	47				
751	Ngäai c«ng lín nhÊt trªn vò khÝ t¨ng 1	12	13194	3	48	600	48				
752	T¨ng ®iÓm sè néi c«ng	12	13195	3	48	600	49				
753	T¨ng ®iÓm sè ngo¹i c«ng	12	13196	3	48	600	50				
754	S¸t th­¬ng t¨ng /1	12	13197	3	48	600	51				
755	T¨ng s¸t th­¬ng ®éc	12	13198	3	48	600	52				
756	§éc s¸t t¨ng /1	12	13199	3	48	600	53				
757	Søc m¹nh	12	13200	3	48	600	54				
758	Th©n ph¸p	12	13201	3	48	600	55				
759	Néi c«ng 	12	13202	3	48	600	56				
760	Linh ho¹t	12	13203	3	48	600	57				
761	G©n cèt	12	13204	3	48	600	58				
762	§iÓm sè triÖt tiªu s¸t th­¬ng ngo¹i c«ng	12	13205	3	48	600	59				
763	§iÓm sè triÖt tiªu s¸t th­¬ng néi c«ng	12	13206	3	48	600	60				
764	Gi¶m ®éc s¸t /1	12	13207	3	48	600	61				
765	Thêi gian hç trî tÊn c«ng t¨ng: /1% 	12	13208	3	48	600	62				
766	Thêi gian hç trî phßng thñ t¨ng: /1% 	12	13209	3	48	600	63				
767	D­îc hiÖu kÐo dµi	12	13210	3	48	600	64				
768	Tiªu diÖt ®Þch nh©n kh«i phôc sinh lùc	12	13211	3	48	600	65				
769	Tiªu diÖt ®Þch nh©n kh«i phôc néi lùc	12	13212	3	48	600	66				
770	Ngo¹i c«ng t¨ng: /1% 	12	13213	3	48	600	67				
771	Néi c«ng t¨ng /1% 	12	13214	3	48	600	68				
772	Tû lÖ s¸t th­¬ng tuyÖt ®èi /1%	12	13215	3	48	600	69				
773	Néi lùc 	12	13216	3	48	600	70				
774	Néi lùc %	12	13217	3	48	600	71				
775	§iÓm sinh lùc	12	13218	3	48	600	72				
776	§iÓm sè ph¶n ®ßn s¸t th­¬ng ngo¹i c«ng	12	13219	3	48	600	73				
777	§iÓm sè ph¶n ®ßn s¸t th­¬ng néi c«ng	12	13220	3	48	600	74				
778	Sinh mÖnh %	12	13221	3	48	600	75				
779	Hoµn toµn bá qua tû lÖ tiªu hao kü n¨ng/1%	12	13222	3	0	600	76				
780	Tèc ®é ®¸nh t¨ng: /1% 	12	13223	3	96	600	77				
781	X¸c suÊt tÊn c«ng trong ph¹m vi: /1% 	12	13224	3	48	600	78				
782	X¸c suÊt tÇn c«ng chÝ m¹ng: /1% 	12	13225	3	48	600	79				
783	Dïng kü n¨ng kh«ng tÝnh tû lÖ gi¶n c¸ch/1%	12	13226	3	48	600	80				
784	Ph¶n ®ßn s¸t th­¬ng ®éc	12	13227	3	48	600	81				
785	TØ lÖ ph¶n ®ßn s¸t th­¬ng ngo¹i th­¬ng	12	13228	3	48	600	82				
786	TØ lÖ ph¶n ®ßn s¸t th­¬ng néi th­¬ng	12	13229	3	48	600	83				
787	Nhãm ¸o Choµng ®Æc s¾c D	12									
788	Kh¸ng ®éc/1%	12	13240	1	66	400	94				
789	X¸c suÊt chèng chËm/1%	12	13241	1	66	400	95				
790	X¸c suÊt chèng lµm chËm/1%	12	13242	1	66	400	96				
791	Ph¸ phßng thñ cña ®èi ph­¬ng/1%	12	13243	1	66	400	97				
792	X¸c suÊt chèng tª liÖt/1%	12	13244	1	66	400	98				
793	X¸c suÊt chèng ®Þnh th©n/1%	12	13245	1	66	400	99				
794	X¸c suÊt chèng ngñ mª/1%	12	13246	1	66	400	100				
795	X¸c suÊt chèng ®¸nh lïi/1%	12	13247	1	66	400	101				
796	X¸c suÊt chèng ®¸nh ng·/1%	12	13248	1	66	400	102				
797	X¸c suÊt chèng cho¸ng/1%	12	13249	1	66	400	103				
798	X¸c suÊt chèng hçn lo¹n/1%	12	13250	1	66	400	104				
799	Tr¸nh mäi tr¹ng th¸i phô/1%	12	13251	1	74	400	105				
800	Nhãm ¸o Choµng ®Æc s¾c C	12									
801	Kh¸ng ®éc/1%	12	13240	2	50	600	94				
802	X¸c suÊt chèng chËm/1%	12	13241	2	50	600	95				
803	X¸c suÊt chèng lµm chËm/1%	12	13242	2	50	600	96				
804	Ph¸ phßng thñ cña ®èi ph­¬ng/1%	12	13243	2	50	600	97				
805	X¸c suÊt chèng tª liÖt/1%	12	13244	2	50	600	98				
806	X¸c suÊt chèng ®Þnh th©n/1%	12	13245	2	50	600	99				
807	X¸c suÊt chèng ngñ mª/1%	12	13246	2	50	600	100				
808	X¸c suÊt chèng ®¸nh lïi/1%	12	13247	2	50	600	101				
809	X¸c suÊt chèng ®¸nh ng·/1%	12	13248	2	50	600	102				
810	X¸c suÊt chèng cho¸ng/1%	12	13249	2	50	600	103				
811	X¸c suÊt chèng hçn lo¹n/1%	12	13250	2	50	600	104				
812	Tr¸nh mäi tr¹ng th¸i phô/1%	12	13251	2	50	600	105				
813	Nhãm ¸o Choµng ®Æc s¾c B	12									
814	Kh¸ng ®éc/1%	12	13240	3	50	800	94				
815	X¸c suÊt chèng chËm/1%	12	13241	3	50	800	95				
816	X¸c suÊt chèng lµm chËm/1%	12	13242	3	50	800	96				
817	Ph¸ phßng thñ cña ®èi ph­¬ng/1%	12	13243	3	50	800	97				
818	X¸c suÊt chèng tª liÖt/1%	12	13244	3	50	800	98				
819	X¸c suÊt chèng ®Þnh th©n/1%	12	13245	3	50	800	99				
820	X¸c suÊt chèng ngñ mª/1%	12	13246	3	50	800	100				
821	X¸c suÊt chèng ®¸nh lïi/1%	12	13247	3	50	800	101				
822	X¸c suÊt chèng ®¸nh ng·/1%	12	13248	3	50	800	102				
823	X¸c suÊt chèng cho¸ng/1%	12	13249	3	50	800	103				
824	X¸c suÊt chèng hçn lo¹n/1%	12	13250	3	50	800	104				
825	Tr¸nh mäi tr¹ng th¸i phô/1%	12	13251	3	50	800	105				
826	Më khãa + nhãm giµy ®Æc tr­ng D-B	0									
827	Nhãm më khãa D	13									
828	Hao mßn vò khÝ gi¶m: /1% 	13	13180	1	64	200	34				
829	Søc lùc+/1	13	13181	1	64	200	35				
830	T¨ng giíi h¹n träng l­îng/1%	13	13182	1	64	200	36				
831	ThÓ lùc	13	13183	1	64	200	37				
832	ThÓ lùc 1%	13	13184	1	64	200	38				
833	§iÓm kinh nghiÖm nhËn ®­îc t¨ng: /1% 	13	13185	1	64	200	39				
834	Täa thiÒn mçi 10 gi©y håi phôc sinh lùc/1	13	13186	1	64	200	40				
835	Täa thiÒn mçi 10 gi©y håi phôc néi lùc/1	13	13187	1	64	200	41				
836	Täa thiÒn mçi 10 gi©y håi phôc thÓ lùc/1	13	13188	1	64	200	42				
837	HiÖu qu¶ d­îc phÈm håi néi/1%	13	13189	1	64	200	43				
838	yªu cÇu ®¼ng cÊp gi¶m /1	13	13190	1	64	200	44				
839	Néi c«ng nhá nhÊt trªn vò khÝ t¨ng /1	13	13191	1	64	200	45				
840	Néi c«ng lín nhÊt trªn vò khÝ t¨ng /1	13	13192	1	64	200	46				
841	Ngo¹i c«ng nhá nhÊt trªn vò khÝ t¨ng /1	13	13193	1	64	200	47				
842	Ngäai c«ng lín nhÊt trªn vò khÝ t¨ng 1	13	13194	1	64	200	48				
843	T¨ng ®iÓm sè néi c«ng	13	13195	1	64	200	49				
844	T¨ng ®iÓm sè ngo¹i c«ng	13	13196	1	64	200	50				
845	S¸t th­¬ng t¨ng /1	13	13197	1	64	200	51				
846	T¨ng s¸t th­¬ng ®éc	13	13198	1	64	200	52				
847	§éc s¸t t¨ng /1	13	13199	1	64	200	53				
848	Søc m¹nh	13	13200	1	64	200	54				
849	Th©n ph¸p	13	13201	1	64	200	55				
850	Néi c«ng 	13	13202	1	64	200	56				
851	Linh ho¹t	13	13203	1	64	200	57				
852	G©n cèt	13	13204	1	64	200	58				
853	§iÓm sè triÖt tiªu s¸t th­¬ng ngo¹i c«ng	13	13205	1	64	200	59				
854	§iÓm sè triÖt tiªu s¸t th­¬ng néi c«ng	13	13206	1	64	200	60				
855	Gi¶m ®éc s¸t /1	13	13207	1	64	200	61				
856	Thêi gian hç trî tÊn c«ng t¨ng: /1% 	13	13208	1	64	200	62				
857	Thêi gian hç trî phßng thñ t¨ng: /1% 	13	13209	1	64	200	63				
858	D­îc hiÖu kÐo dµi	13	13210	1	64	200	64				
859	Tiªu diÖt ®Þch nh©n kh«i phôc sinh lùc	13	13211	1	64	200	65				
860	Tiªu diÖt ®Þch nh©n kh«i phôc néi lùc	13	13212	1	64	200	66				
861	Ngo¹i c«ng t¨ng: /1% 	13	13213	1	64	200	67				
862	Néi c«ng t¨ng /1% 	13	13214	1	64	200	68				
863	Tû lÖ s¸t th­¬ng tuyÖt ®èi /1%	13	13215	1	64	200	69				
864	Néi lùc 	13	13216	1	64	200	70				
865	Néi lùc %	13	13217	1	64	200	71				
866	§iÓm sinh lùc	13	13218	1	64	200	72				
867	§iÓm sè ph¶n ®ßn s¸t th­¬ng ngo¹i c«ng	13	13219	1	64	200	73				
868	§iÓm sè ph¶n ®ßn s¸t th­¬ng néi c«ng	13	13220	1	64	200	74				
869	Sinh mÖnh %	13	13221	1	64	200	75				
870	Hoµn toµn bá qua tû lÖ tiªu hao kü n¨ng/1%	13	13222	1	0	200	76				
871	Tèc ®é ®¸nh t¨ng: /1% 	13	13223	1	128	200	77				
872	X¸c suÊt tÊn c«ng trong ph¹m vi: /1% 	13	13224	1	64	200	78				
873	X¸c suÊt tÇn c«ng chÝ m¹ng: /1% 	13	13225	1	64	200	79				
874	Dïng kü n¨ng kh«ng tÝnh tû lÖ gi¶n c¸ch/1%	13	13226	1	64	200	80				
875	Ph¶n ®ßn s¸t th­¬ng ®éc	13	13227	1	64	200	81				
876	TØ lÖ ph¶n ®ßn s¸t th­¬ng ngo¹i th­¬ng	13	13228	1	64	200	82				
877	TØ lÖ ph¶n ®ßn s¸t th­¬ng néi th­¬ng	13	13229	1	64	200	83				
878	Nhãm më khãa C	13									
879	Hao mßn vò khÝ gi¶m: /1% 	13	13180	2	48	400	34				
880	Søc lùc+/1	13	13181	2	48	400	35				
881	T¨ng giíi h¹n träng l­îng/1%	13	13182	2	48	400	36				
882	ThÓ lùc	13	13183	2	48	400	37				
883	ThÓ lùc 1%	13	13184	2	48	400	38				
884	§iÓm kinh nghiÖm nhËn ®­îc t¨ng: /1% 	13	13185	2	48	400	39				
885	Täa thiÒn mçi 10 gi©y håi phôc sinh lùc/1	13	13186	2	48	400	40				
886	Täa thiÒn mçi 10 gi©y håi phôc néi lùc/1	13	13187	2	48	400	41				
887	Täa thiÒn mçi 10 gi©y håi phôc thÓ lùc/1	13	13188	2	48	400	42				
888	HiÖu qu¶ d­îc phÈm håi néi/1%	13	13189	2	48	400	43				
889	yªu cÇu ®¼ng cÊp gi¶m /1	13	13190	2	48	400	44				
890	Néi c«ng nhá nhÊt trªn vò khÝ t¨ng /1	13	13191	2	48	400	45				
891	Néi c«ng lín nhÊt trªn vò khÝ t¨ng /1	13	13192	2	48	400	46				
892	Ngo¹i c«ng nhá nhÊt trªn vò khÝ t¨ng /1	13	13193	2	48	400	47				
893	Ngäai c«ng lín nhÊt trªn vò khÝ t¨ng 1	13	13194	2	48	400	48				
894	T¨ng ®iÓm sè néi c«ng	13	13195	2	48	400	49				
895	T¨ng ®iÓm sè ngo¹i c«ng	13	13196	2	48	400	50				
896	S¸t th­¬ng t¨ng /1	13	13197	2	48	400	51				
897	T¨ng s¸t th­¬ng ®éc	13	13198	2	48	400	52				
898	§éc s¸t t¨ng /1	13	13199	2	48	400	53				
899	Søc m¹nh	13	13200	2	48	400	54				
900	Th©n ph¸p	13	13201	2	48	400	55				
901	Néi c«ng 	13	13202	2	48	400	56				
902	Linh ho¹t	13	13203	2	48	400	57				
903	G©n cèt	13	13204	2	48	400	58				
904	§iÓm sè triÖt tiªu s¸t th­¬ng ngo¹i c«ng	13	13205	2	48	400	59				
905	§iÓm sè triÖt tiªu s¸t th­¬ng néi c«ng	13	13206	2	48	400	60				
906	Gi¶m ®éc s¸t /1	13	13207	2	48	400	61				
907	Thêi gian hç trî tÊn c«ng t¨ng: /1% 	13	13208	2	48	400	62				
908	Thêi gian hç trî phßng thñ t¨ng: /1% 	13	13209	2	48	400	63				
909	D­îc hiÖu kÐo dµi	13	13210	2	48	400	64				
910	Tiªu diÖt ®Þch nh©n kh«i phôc sinh lùc	13	13211	2	48	400	65				
911	Tiªu diÖt ®Þch nh©n kh«i phôc néi lùc	13	13212	2	48	400	66				
912	Ngo¹i c«ng t¨ng: /1% 	13	13213	2	48	400	67				
913	Néi c«ng t¨ng /1% 	13	13214	2	48	400	68				
914	Tû lÖ s¸t th­¬ng tuyÖt ®èi /1%	13	13215	2	48	400	69				
915	Néi lùc 	13	13216	2	48	400	70				
916	Néi lùc %	13	13217	2	48	400	71				
917	§iÓm sinh lùc	13	13218	2	48	400	72				
918	§iÓm sè ph¶n ®ßn s¸t th­¬ng ngo¹i c«ng	13	13219	2	48	400	73				
919	§iÓm sè ph¶n ®ßn s¸t th­¬ng néi c«ng	13	13220	2	48	400	74				
920	Sinh mÖnh %	13	13221	2	48	400	75				
921	Hoµn toµn bá qua tû lÖ tiªu hao kü n¨ng/1%	13	13222	2	0	400	76				
922	Tèc ®é ®¸nh t¨ng: /1% 	13	13223	2	96	400	77				
923	X¸c suÊt tÊn c«ng trong ph¹m vi: /1% 	13	13224	2	48	400	78				
924	X¸c suÊt tÇn c«ng chÝ m¹ng: /1% 	13	13225	2	48	400	79				
925	Dïng kü n¨ng kh«ng tÝnh tû lÖ gi¶n c¸ch/1%	13	13226	2	48	400	80				
926	Ph¶n ®ßn s¸t th­¬ng ®éc	13	13227	2	48	400	81				
927	TØ lÖ ph¶n ®ßn s¸t th­¬ng ngo¹i th­¬ng	13	13228	2	48	400	82				
928	TØ lÖ ph¶n ®ßn s¸t th­¬ng néi th­¬ng	13	13229	2	48	400	83				
929	Nhãm më khãa B	13									
930	Hao mßn vò khÝ gi¶m: /1% 	13	13180	3	48	600	34				
931	Søc lùc+/1	13	13181	3	48	600	35				
932	T¨ng giíi h¹n träng l­îng/1%	13	13182	3	48	600	36				
933	ThÓ lùc	13	13183	3	48	600	37				
934	ThÓ lùc 1%	13	13184	3	48	600	38				
935	§iÓm kinh nghiÖm nhËn ®­îc t¨ng: /1% 	13	13185	3	48	600	39				
936	Täa thiÒn mçi 10 gi©y håi phôc sinh lùc/1	13	13186	3	48	600	40				
937	Täa thiÒn mçi 10 gi©y håi phôc néi lùc/1	13	13187	3	48	600	41				
938	Täa thiÒn mçi 10 gi©y håi phôc thÓ lùc/1	13	13188	3	48	600	42				
939	HiÖu qu¶ d­îc phÈm håi néi/1%	13	13189	3	48	600	43				
940	yªu cÇu ®¼ng cÊp gi¶m /1	13	13190	3	48	600	44				
941	Néi c«ng nhá nhÊt trªn vò khÝ t¨ng /1	13	13191	3	48	600	45				
942	Néi c«ng lín nhÊt trªn vò khÝ t¨ng /1	13	13192	3	48	600	46				
943	Ngo¹i c«ng nhá nhÊt trªn vò khÝ t¨ng /1	13	13193	3	48	600	47				
944	Ngäai c«ng lín nhÊt trªn vò khÝ t¨ng 1	13	13194	3	48	600	48				
945	T¨ng ®iÓm sè néi c«ng	13	13195	3	48	600	49				
946	T¨ng ®iÓm sè ngo¹i c«ng	13	13196	3	48	600	50				
947	S¸t th­¬ng t¨ng /1	13	13197	3	48	600	51				
948	T¨ng s¸t th­¬ng ®éc	13	13198	3	48	600	52				
949	§éc s¸t t¨ng /1	13	13199	3	48	600	53				
950	Søc m¹nh	13	13200	3	48	600	54				
951	Th©n ph¸p	13	13201	3	48	600	55				
952	Néi c«ng 	13	13202	3	48	600	56				
953	Linh ho¹t	13	13203	3	48	600	57				
954	G©n cèt	13	13204	3	48	600	58				
955	§iÓm sè triÖt tiªu s¸t th­¬ng ngo¹i c«ng	13	13205	3	48	600	59				
956	§iÓm sè triÖt tiªu s¸t th­¬ng néi c«ng	13	13206	3	48	600	60				
957	Gi¶m ®éc s¸t /1	13	13207	3	48	600	61				
958	Thêi gian hç trî tÊn c«ng t¨ng: /1% 	13	13208	3	48	600	62				
959	Thêi gian hç trî phßng thñ t¨ng: /1% 	13	13209	3	48	600	63				
960	D­îc hiÖu kÐo dµi	13	13210	3	48	600	64				
961	Tiªu diÖt ®Þch nh©n kh«i phôc sinh lùc	13	13211	3	48	600	65				
962	Tiªu diÖt ®Þch nh©n kh«i phôc néi lùc	13	13212	3	48	600	66				
963	Ngo¹i c«ng t¨ng: /1% 	13	13213	3	48	600	67				
964	Néi c«ng t¨ng /1% 	13	13214	3	48	600	68				
965	Tû lÖ s¸t th­¬ng tuyÖt ®èi /1%	13	13215	3	48	600	69				
966	Néi lùc 	13	13216	3	48	600	70				
967	Néi lùc %	13	13217	3	48	600	71				
968	§iÓm sinh lùc	13	13218	3	48	600	72				
969	§iÓm sè ph¶n ®ßn s¸t th­¬ng ngo¹i c«ng	13	13219	3	48	600	73				
970	§iÓm sè ph¶n ®ßn s¸t th­¬ng néi c«ng	13	13220	3	48	600	74				
971	Sinh mÖnh %	13	13221	3	48	600	75				
972	Hoµn toµn bá qua tû lÖ tiªu hao kü n¨ng/1%	13	13222	3	0	600	76				
973	Tèc ®é ®¸nh t¨ng: /1% 	13	13223	3	96	600	77				
974	X¸c suÊt tÊn c«ng trong ph¹m vi: /1% 	13	13224	3	48	600	78				
975	X¸c suÊt tÇn c«ng chÝ m¹ng: /1% 	13	13225	3	48	600	79				
976	Dïng kü n¨ng kh«ng tÝnh tû lÖ gi¶n c¸ch/1%	13	13226	3	48	600	80				
977	Ph¶n ®ßn s¸t th­¬ng ®éc	13	13227	3	48	600	81				
978	TØ lÖ ph¶n ®ßn s¸t th­¬ng ngo¹i th­¬ng	13	13228	3	48	600	82				
979	TØ lÖ ph¶n ®ßn s¸t th­¬ng néi th­¬ng	13	13229	3	48	600	83				
980	Nhãm giµy ®Æc tr­ng D	13									
981	T¨ng tèc ®é lªn ngùa	13	13252	1	80	400	106				
982	Tèc ®é di chuyÓn 	13	13253	1	80	400	107				
983	T¨ng tØ lÖ tèc ®é thu håi vµ triÖu håi	13	13254	1	80	400	108				
984	Rót ng¾n thêi gian tª liÖt %	13	13255	1	80	400	109				
985	Rót ng¾n thêi gian cho¸ng %	13	13256	1	80	400	110				
986	Rót ng¾n thêi gian ®Þnh th©n %	13	13257	1	80	400	111				
987	Rót ng¾n thêi gian lo¹n %	13	13258	1	80	400	112				
988	Rót ng¾n thêi gian ngñ %	13	13259	1	80	400	113				
989	Rót ng¾n thêi gian lµm chËm %	13	13260	1	80	400	114				
990	Rót ng¾n thêi gian gi¶m tèc %	13	13261	1	80	400	115				
991	Nhãm giµy ®Æc tr­ng C	13									
992	T¨ng tèc ®é lªn ngùa	13	13252	2	60	600	106				
993	Tèc ®é di chuyÓn 	13	13253	2	60	600	107				
994	T¨ng tØ lÖ tèc ®é thu håi vµ triÖu håi	13	13254	2	60	600	108				
995	Rót ng¾n thêi gian tª liÖt %	13	13255	2	60	600	109				
996	Rót ng¾n thêi gian cho¸ng %	13	13256	2	60	600	110				
997	Rót ng¾n thêi gian ®Þnh th©n %	13	13257	2	60	600	111				
998	Rót ng¾n thêi gian lo¹n %	13	13258	2	60	600	112				
999	Rót ng¾n thêi gian ngñ %	13	13259	2	60	600	113				
1000	Rót ng¾n thêi gian lµm chËm %	13	13260	2	60	600	114				
1001	Rót ng¾n thêi gian gi¶m tèc %	13	13261	2	60	600	115				
1002	Nhãm giµy ®Æc tr­ng B	13									
1003	T¨ng tèc ®é lªn ngùa	13	13252	3	60	800	106				
1004	Tèc ®é di chuyÓn 	13	13253	3	60	800	107				
1005	T¨ng tØ lÖ tèc ®é thu håi vµ triÖu håi	13	13254	3	60	800	108				
1006	Rót ng¾n thêi gian tª liÖt %	13	13255	3	60	800	109				
1007	Rót ng¾n thêi gian cho¸ng %	13	13256	3	60	800	110				
1008	Rót ng¾n thêi gian ®Þnh th©n %	13	13257	3	60	800	111				
1009	Rót ng¾n thêi gian lo¹n %	13	13258	3	60	800	112				
1010	Rót ng¾n thêi gian ngñ %	13	13259	3	60	800	113				
1011	Rót ng¾n thêi gian lµm chËm %	13	13260	3	60	800	114				
1012	Rót ng¾n thêi gian gi¶m tèc %	13	13261	3	60	800	115				
1013	Nhãm ph¸t triÓn T­íng Qu©n										
1014	Søc m¹nh	14	13290	1	2000	1000	54				
1015	Th©n ph¸p	14	13291	1	2000	1000	55				
1016	Néi c«ng 	14	13292	1	2000	1000	56				
1017	Linh ho¹t	14	13293	1	2000	1000	57				
1018	G©n cèt	14	13294	1	2000	1000	58				
1019	Nhãm ph¸t triÓn Nguyªn So¸i										
1020	Søc m¹nh	15	13296	1	2000	1000	54				
1021	Th©n ph¸p	15	13297	1	2000	1000	55				
1022	Néi c«ng 	15	13298	1	2000	1000	56				
1023	Linh ho¹t	15	13299	1	2000	1000	57				
1024	G©n cèt	15	13300	1	2000	1000	58				
1025	Nhãm më khãa T­íng Qu©n										
1026	Hót Sinh lùc /1	16	13286	3	10000	1000	91				
1027	C«ng kÝch +/1%	17	13295	1	10000	1000	116				
1028	Tr¸nh mäi tr¹ng th¸i phô/1%	18	13301	1	10000	1000	105				
1029	Tèc ®é di chuyÓn 	19	13302	1	10000	1000	107				
1030	Nhãm më khãa Nguyªn So¸i										
1031	Hót Sinh lùc /1	20	13286	4	10000	1000	91				
1032	C«ng kÝch +/1%	21	13295	2	10000	1000	116				
1033	Tr¸nh mäi tr¹ng th¸i phô/1%	22	13301	2	10000	1000	105				
1034	Tèc ®é di chuyÓn 	23	13302	2	10000	1000	107				
1035	Thiªn H¹ V« Song nhãm cè ®Þnh										
1036	Thi triÓn%	24	13342	2	10000	1000	117				
1037	D­îc hiÖu kÐo dµi	25	13356	2	10000	1000	64				
1038	Gi¶m thä th­¬ng	26	13344	3	10000	1000	118				
1039	Sinh mÖnh %	27	13343	2	10000	1000	9				
1040	Thiªn H¹ V« Song Nhãm d­ìng thµnh										
1041	Néi c«ng t¨ng /1% 	28	13350	2	2500	1000	20				
1042	Ngo¹i c«ng t¨ng: /1% 	28	13351	3	2500	1000	19				
1043	S¸t th­¬ng t¨ng /1	28	13352	3	2500	1000	16				
1044	S¸t th­¬ng ®éc	28	13353	3	2500	1000	17				
1045	Thiªn H¹ V« Song nhãm më khãa										
1046	Søc m¹nh	29	13345	3	2000	2000	54				
1047	Th©n ph¸p	29	13346	3	2000	2000	55				
1048	Néi c«ng 	29	13347	3	2000	2000	56				
1049	Linh ho¹t	29	13348	3	2000	2000	57				
1050	G©n cèt	29	13349	3	2000	2000	58				
1051	D­ìng thµnh Du HiÖp 1										
1052	Linh ho¹t D	30	13360	1	2500	1000	61				
1053	Th©n ph¸p D	30	13358	1	2500	1000	62				
1054	Linh ho¹t C	30	13366	1	2000	1000	63				
1055	Th©n ph¸p C	30	13364	1	2000	1000	64				
1056	Linh ho¹t B	30	13372	1	500	1000	65				
1057	Th©n ph¸p B	30	13370	1	500	1000	66				
1058	D­ìng thµnh Du HiÖp 2										
1059	Søc m¹nh D	31	13357	1	1000	1000	67				
1060	G©n cèt D	31	13361	1	1000	1000	68				
1061	Néi c«ng D	31	13359	1	1000	1000	69				
1062	Sinh lùc D	31	13362	1	1000	1000	70				
1063	Tû lÖ sinh lùc D	31	13459	1	1000	1000	3				
1064	Søc m¹nh C	31	13363	1	800	1000	71				
1065	G©n cèt C	31	13367	1	800	1000	72				
1066	Néi c«ng C	31	13365	1	800	1000	73				
1067	Sinh lùc C	31	13368	1	800	1000	74				
1068	Tû lÖ sinh lùc C	31	13460	1	800	1000	2				
1069	Søc m¹nh B	31	13369	1	200	1000	75				
1070	G©n cèt B	31	13373	1	200	1000	76				
1071	Néi c«ng B	31	13371	1	200	1000	77				
1072	Sinh lùc B	31	13374	1	200	1000	78				
1073	Tû lÖ sinh lùc B	31	13461	1	200	1000	1				
1074	Më khãa Du HiÖp 1										
1075	Linh ho¹t D	32	13378	1	2500	1000	79				
1076	Th©n ph¸p D	32	13376	1	2500	1000	80				
1077	Linh ho¹t C	32	13401	1	2000	1000	81				
1078	Th©n ph¸p C	32	13399	1	2000	1000	82				
1079	Linh ho¹t B	32	13424	1	500	1000	83				
1080	Th©n ph¸p B	32	13422	1	500	1000	84				
1081	Më khãa ¸o Choµng Du HiÖp 2										
1082	Ph¶n ®ßn ngo¹i c«ng/1%D	33	13391	1	1000	1000	85				
1083	Ph¶n ®ßn néi c«ng/1%D	33	13392	1	1000	1000	86				
1084	T¨ng s¸t th­¬ng/1D	33	13380	1	1000	1000	87				
1085	KÌm theo ®éc s¸t/1D	33	13381	1	1000	1000	88				
1086	T¨ng s¸t th­¬ng cæ ®éc/1D	33	13382	1	1000	1000	89				
1087	Ph¶n ®ßn ngo¹i c«ng/1%C	33	13414	1	800	1000	90				
1088	Ph¶n ®ßn néi c«ng/1%C	33	13415	1	800	1000	91				
1089	T¨ng s¸t th­¬ng/1C	33	13403	1	800	1000	92				
1090	KÌm theo ®éc s¸t/1C	33	13404	1	800	1000	93				
1091	T¨ng s¸t th­¬ng cæ ®éc/1C	33	13405	1	800	1000	94				
1092	Ph¶n ®ßn ngo¹i c«ng/1%B	33	13437	1	200	1000	95				
1093	Ph¶n ®ßn néi c«ng/1%B	33	13438	1	200	1000	96				
1094	T¨ng s¸t th­¬ng/1B	33	13426	1	200	1000	97				
1095	KÌm theo ®éc s¸t/1B	33	13427	1	200	1000	98				
1096	T¨ng s¸t th­¬ng cæ ®éc/1B	33	13428	1	200	1000	99				
1097	Më khãa Huy Ch­¬ng Du HiÖp 2										
1098	Ph¶n ®ßn ngo¹i c«ng/1%D	34	13391	1	1000	1000	100				
1099	Ph¶n ®ßn néi c«ng/1%D	34	13392	1	1000	1000	101				
