LineId	Name	GroupID	AttrId	AttrLv	Rate	AttrWorth	ConflictGroupID		Mở khóa:  đặc trưng=8:2		D:C:B=4:3:3
719	Ngoại công tăng: /1% 	12	13213	2	48	400	67				
720	Nội công tăng /1% 	12	13214	2	48	400	68				
721	Tỷ lệ sát thương tuyệt đối /1%	12	13215	2	48	400	69				
722	Nội lực 	12	13216	2	48	400	70				
723	Nội lực %	12	13217	2	48	400	71				
724	Điểm sinh lực	12	13218	2	48	400	72				
725	Điểm số phản đòn sát thương ngoại công	12	13219	2	48	400	73				
726	Điểm số phản đòn sát thương nội công	12	13220	2	48	400	74				
727	Sinh mệnh %	12	13221	2	48	400	75				
728	Hoàn toàn bỏ qua tỷ lệ tiêu hao kỹ năng/1%	12	13222	2	0	400	76				
729	Tốc độ đánh tăng: /1% 	12	13223	2	96	400	77				
730	Xác suất tấn công trong phạm vi: /1% 	12	13224	2	48	400	78				
731	Xác suất tần công chí mạng: /1% 	12	13225	2	48	400	79				
732	Dùng kỹ năng không tính tỷ lệ giản cách/1%	12	13226	2	48	400	80				
733	Phản đòn sát thương độc	12	13227	2	48	400	81				
734	Tỉ lệ phản đòn sát thương ngoại thương	12	13228	2	48	400	82				
735	Tỉ lệ phản đòn sát thương nội thương	12	13229	2	48	400	83				
736	Nhóm mở khóa B	12									
737	Hao mòn vũ khí giảm: /1% 	12	13180	3	48	600	34				
738	Sức lực+/1	12	13181	3	48	600	35				
739	Tăng giới hạn trọng lượng/1%	12	13182	3	48	600	36				
740	Thể lực	12	13183	3	48	600	37				
741	Thể lực 1%	12	13184	3	48	600	38				
742	Điểm kinh nghiệm nhận được tăng: /1% 	12	13185	3	48	600	39				
743	Tọa thiền mỗi 10 giây hồi phục sinh lực/1	12	13186	3	48	600	40				
744	Tọa thiền mỗi 10 giây hồi phục nội lực/1	12	13187	3	48	600	41				
745	Tọa thiền mỗi 10 giây hồi phục thể lực/1	12	13188	3	48	600	42				
746	Hiệu quả dược phẩm hồi nội/1%	12	13189	3	48	600	43				
747	yêu cầu đẳng cấp giảm /1	12	13190	3	48	600	44				
748	Nội công nhỏ nhất trên vũ khí tăng /1	12	13191	3	48	600	45				
749	Nội công lớn nhất trên vũ khí tăng /1	12	13192	3	48	600	46				
750	Ngoại công nhỏ nhất trên vũ khí tăng /1	12	13193	3	48	600	47				
751	Ngọai công lớn nhất trên vũ khí tăng 1	12	13194	3	48	600	48				
752	Tăng điểm số nội công	12	13195	3	48	600	49				
753	Tăng điểm số ngoại công	12	13196	3	48	600	50				
754	Sát thương tăng /1	12	13197	3	48	600	51				
755	Tăng sát thương độc	12	13198	3	48	600	52				
756	Độc sát tăng /1	12	13199	3	48	600	53				
757	Sức mạnh	12	13200	3	48	600	54				
758	Thân pháp	12	13201	3	48	600	55				
759	Nội công 	12	13202	3	48	600	56				
760	Linh hoạt	12	13203	3	48	600	57				
761	Gân cốt	12	13204	3	48	600	58				
762	Điểm số triệt tiêu sát thương ngoại công	12	13205	3	48	600	59				
763	Điểm số triệt tiêu sát thương nội công	12	13206	3	48	600	60				
764	Giảm độc sát /1	12	13207	3	48	600	61				
765	Thời gian hỗ trợ tấn công tăng: /1% 	12	13208	3	48	600	62				
766	Thời gian hỗ trợ phòng thủ tăng: /1% 	12	13209	3	48	600	63				
767	Dược hiệu kéo dài	12	13210	3	48	600	64				
768	Tiêu diệt địch nhân khôi phục sinh lực	12	13211	3	48	600	65				
769	Tiêu diệt địch nhân khôi phục nội lực	12	13212	3	48	600	66				
770	Ngoại công tăng: /1% 	12	13213	3	48	600	67				
771	Nội công tăng /1% 	12	13214	3	48	600	68				
772	Tỷ lệ sát thương tuyệt đối /1%	12	13215	3	48	600	69				
773	Nội lực 	12	13216	3	48	600	70				
774	Nội lực %	12	13217	3	48	600	71				
775	Điểm sinh lực	12	13218	3	48	600	72				
776	Điểm số phản đòn sát thương ngoại công	12	13219	3	48	600	73				
777	Điểm số phản đòn sát thương nội công	12	13220	3	48	600	74				
778	Sinh mệnh %	12	13221	3	48	600	75				
779	Hoàn toàn bỏ qua tỷ lệ tiêu hao kỹ năng/1%	12	13222	3	0	600	76				
780	Tốc độ đánh tăng: /1% 	12	13223	3	96	600	77				
781	Xác suất tấn công trong phạm vi: /1% 	12	13224	3	48	600	78				
782	Xác suất tần công chí mạng: /1% 	12	13225	3	48	600	79				
783	Dùng kỹ năng không tính tỷ lệ giản cách/1%	12	13226	3	48	600	80				
784	Phản đòn sát thương độc	12	13227	3	48	600	81				
785	Tỉ lệ phản đòn sát thương ngoại thương	12	13228	3	48	600	82				
786	Tỉ lệ phản đòn sát thương nội thương	12	13229	3	48	600	83				
787	Nhóm áo Choàng đặc sắc D	12									
788	Kháng độc/1%	12	13240	1	66	400	94				
789	Xác suất chống chậm/1%	12	13241	1	66	400	95				
790	Xác suất chống làm chậm/1%	12	13242	1	66	400	96				
791	Phá phòng thủ của đối phương/1%	12	13243	1	66	400	97				
792	Xác suất chống tê liệt/1%	12	13244	1	66	400	98				
793	Xác suất chống định thân/1%	12	13245	1	66	400	99				
794	Xác suất chống ngủ mê/1%	12	13246	1	66	400	100				
795	Xác suất chống đánh lùi/1%	12	13247	1	66	400	101				
796	Xác suất chống đánh ngã/1%	12	13248	1	66	400	102				
797	Xác suất chống choáng/1%	12	13249	1	66	400	103				
798	Xác suất chống hỗn loạn/1%	12	13250	1	66	400	104				
799	Tránh mọi trạng thái phụ/1%	12	13251	1	74	400	105				
800	Nhóm áo Choàng đặc sắc C	12									
801	Kháng độc/1%	12	13240	2	50	600	94				
802	Xác suất chống chậm/1%	12	13241	2	50	600	95				
803	Xác suất chống làm chậm/1%	12	13242	2	50	600	96				
804	Phá phòng thủ của đối phương/1%	12	13243	2	50	600	97				
805	Xác suất chống tê liệt/1%	12	13244	2	50	600	98				
806	Xác suất chống định thân/1%	12	13245	2	50	600	99				
807	Xác suất chống ngủ mê/1%	12	13246	2	50	600	100				
808	Xác suất chống đánh lùi/1%	12	13247	2	50	600	101				
809	Xác suất chống đánh ngã/1%	12	13248	2	50	600	102				
810	Xác suất chống choáng/1%	12	13249	2	50	600	103				
811	Xác suất chống hỗn loạn/1%	12	13250	2	50	600	104				
812	Tránh mọi trạng thái phụ/1%	12	13251	2	50	600	105				
813	Nhóm áo Choàng đặc sắc B	12									
814	Kháng độc/1%	12	13240	3	50	800	94				
815	Xác suất chống chậm/1%	12	13241	3	50	800	95				
816	Xác suất chống làm chậm/1%	12	13242	3	50	800	96				
817	Phá phòng thủ của đối phương/1%	12	13243	3	50	800	97				
818	Xác suất chống tê liệt/1%	12	13244	3	50	800	98				
819	Xác suất chống định thân/1%	12	13245	3	50	800	99				
820	Xác suất chống ngủ mê/1%	12	13246	3	50	800	100				
821	Xác suất chống đánh lùi/1%	12	13247	3	50	800	101				
822	Xác suất chống đánh ngã/1%	12	13248	3	50	800	102				
823	Xác suất chống choáng/1%	12	13249	3	50	800	103				
824	Xác suất chống hỗn loạn/1%	12	13250	3	50	800	104				
825	Tránh mọi trạng thái phụ/1%	12	13251	3	50	800	105				
826	Mở khóa + nhóm giày đặc trưng D-B	0									
827	Nhóm mở khóa D	13									
828	Hao mòn vũ khí giảm: /1% 	13	13180	1	64	200	34				
829	Sức lực+/1	13	13181	1	64	200	35				
830	Tăng giới hạn trọng lượng/1%	13	13182	1	64	200	36				
831	Thể lực	13	13183	1	64	200	37				
832	Thể lực 1%	13	13184	1	64	200	38				
833	Điểm kinh nghiệm nhận được tăng: /1% 	13	13185	1	64	200	39				
834	Tọa thiền mỗi 10 giây hồi phục sinh lực/1	13	13186	1	64	200	40				
835	Tọa thiền mỗi 10 giây hồi phục nội lực/1	13	13187	1	64	200	41				
836	Tọa thiền mỗi 10 giây hồi phục thể lực/1	13	13188	1	64	200	42				
837	Hiệu quả dược phẩm hồi nội/1%	13	13189	1	64	200	43				
838	yêu cầu đẳng cấp giảm /1	13	13190	1	64	200	44				
839	Nội công nhỏ nhất trên vũ khí tăng /1	13	13191	1	64	200	45				
840	Nội công lớn nhất trên vũ khí tăng /1	13	13192	1	64	200	46				
841	Ngoại công nhỏ nhất trên vũ khí tăng /1	13	13193	1	64	200	47				
842	Ngọai công lớn nhất trên vũ khí tăng 1	13	13194	1	64	200	48				
843	Tăng điểm số nội công	13	13195	1	64	200	49				
844	Tăng điểm số ngoại công	13	13196	1	64	200	50				
845	Sát thương tăng /1	13	13197	1	64	200	51				
846	Tăng sát thương độc	13	13198	1	64	200	52				
847	Độc sát tăng /1	13	13199	1	64	200	53				
848	Sức mạnh	13	13200	1	64	200	54				
849	Thân pháp	13	13201	1	64	200	55				
850	Nội công 	13	13202	1	64	200	56				
851	Linh hoạt	13	13203	1	64	200	57				
852	Gân cốt	13	13204	1	64	200	58				
853	Điểm số triệt tiêu sát thương ngoại công	13	13205	1	64	200	59				
854	Điểm số triệt tiêu sát thương nội công	13	13206	1	64	200	60				
855	Giảm độc sát /1	13	13207	1	64	200	61				
856	Thời gian hỗ trợ tấn công tăng: /1% 	13	13208	1	64	200	62				
857	Thời gian hỗ trợ phòng thủ tăng: /1% 	13	13209	1	64	200	63				
858	Dược hiệu kéo dài	13	13210	1	64	200	64				
859	Tiêu diệt địch nhân khôi phục sinh lực	13	13211	1	64	200	65				
860	Tiêu diệt địch nhân khôi phục nội lực	13	13212	1	64	200	66				
861	Ngoại công tăng: /1% 	13	13213	1	64	200	67				
862	Nội công tăng /1% 	13	13214	1	64	200	68				
863	Tỷ lệ sát thương tuyệt đối /1%	13	13215	1	64	200	69				
864	Nội lực 	13	13216	1	64	200	70				
865	Nội lực %	13	13217	1	64	200	71				
866	Điểm sinh lực	13	13218	1	64	200	72				
867	Điểm số phản đòn sát thương ngoại công	13	13219	1	64	200	73				
868	Điểm số phản đòn sát thương nội công	13	13220	1	64	200	74				
869	Sinh mệnh %	13	13221	1	64	200	75				
870	Hoàn toàn bỏ qua tỷ lệ tiêu hao kỹ năng/1%	13	13222	1	0	200	76				
871	Tốc độ đánh tăng: /1% 	13	13223	1	128	200	77				
872	Xác suất tấn công trong phạm vi: /1% 	13	13224	1	64	200	78				
873	Xác suất tần công chí mạng: /1% 	13	13225	1	64	200	79				
874	Dùng kỹ năng không tính tỷ lệ giản cách/1%	13	13226	1	64	200	80				
875	Phản đòn sát thương độc	13	13227	1	64	200	81				
876	Tỉ lệ phản đòn sát thương ngoại thương	13	13228	1	64	200	82				
877	Tỉ lệ phản đòn sát thương nội thương	13	13229	1	64	200	83				
878	Nhóm mở khóa C	13									
879	Hao mòn vũ khí giảm: /1% 	13	13180	2	48	400	34				
880	Sức lực+/1	13	13181	2	48	400	35				
881	Tăng giới hạn trọng lượng/1%	13	13182	2	48	400	36				
882	Thể lực	13	13183	2	48	400	37				
883	Thể lực 1%	13	13184	2	48	400	38				
884	Điểm kinh nghiệm nhận được tăng: /1% 	13	13185	2	48	400	39				
885	Tọa thiền mỗi 10 giây hồi phục sinh lực/1	13	13186	2	48	400	40				
886	Tọa thiền mỗi 10 giây hồi phục nội lực/1	13	13187	2	48	400	41				
887	Tọa thiền mỗi 10 giây hồi phục thể lực/1	13	13188	2	48	400	42				
888	Hiệu quả dược phẩm hồi nội/1%	13	13189	2	48	400	43				
889	yêu cầu đẳng cấp giảm /1	13	13190	2	48	400	44				
890	Nội công nhỏ nhất trên vũ khí tăng /1	13	13191	2	48	400	45				
891	Nội công lớn nhất trên vũ khí tăng /1	13	13192	2	48	400	46				
892	Ngoại công nhỏ nhất trên vũ khí tăng /1	13	13193	2	48	400	47				
893	Ngọai công lớn nhất trên vũ khí tăng 1	13	13194	2	48	400	48				
894	Tăng điểm số nội công	13	13195	2	48	400	49				
895	Tăng điểm số ngoại công	13	13196	2	48	400	50				
896	Sát thương tăng /1	13	13197	2	48	400	51				
897	Tăng sát thương độc	13	13198	2	48	400	52				
898	Độc sát tăng /1	13	13199	2	48	400	53				
899	Sức mạnh	13	13200	2	48	400	54				
900	Thân pháp	13	13201	2	48	400	55				
901	Nội công 	13	13202	2	48	400	56				
902	Linh hoạt	13	13203	2	48	400	57				
903	Gân cốt	13	13204	2	48	400	58				
904	Điểm số triệt tiêu sát thương ngoại công	13	13205	2	48	400	59				
905	Điểm số triệt tiêu sát thương nội công	13	13206	2	48	400	60				
906	Giảm độc sát /1	13	13207	2	48	400	61				
907	Thời gian hỗ trợ tấn công tăng: /1% 	13	13208	2	48	400	62				
908	Thời gian hỗ trợ phòng thủ tăng: /1% 	13	13209	2	48	400	63				
909	Dược hiệu kéo dài	13	13210	2	48	400	64				
910	Tiêu diệt địch nhân khôi phục sinh lực	13	13211	2	48	400	65				
911	Tiêu diệt địch nhân khôi phục nội lực	13	13212	2	48	400	66				
912	Ngoại công tăng: /1% 	13	13213	2	48	400	67				
913	Nội công tăng /1% 	13	13214	2	48	400	68				
914	Tỷ lệ sát thương tuyệt đối /1%	13	13215	2	48	400	69				
915	Nội lực 	13	13216	2	48	400	70				
916	Nội lực %	13	13217	2	48	400	71				
917	Điểm sinh lực	13	13218	2	48	400	72				
918	Điểm số phản đòn sát thương ngoại công	13	13219	2	48	400	73				
919	Điểm số phản đòn sát thương nội công	13	13220	2	48	400	74				
920	Sinh mệnh %	13	13221	2	48	400	75				
921	Hoàn toàn bỏ qua tỷ lệ tiêu hao kỹ năng/1%	13	13222	2	0	400	76				
922	Tốc độ đánh tăng: /1% 	13	13223	2	96	400	77				
923	Xác suất tấn công trong phạm vi: /1% 	13	13224	2	48	400	78				
924	Xác suất tần công chí mạng: /1% 	13	13225	2	48	400	79				
925	Dùng kỹ năng không tính tỷ lệ giản cách/1%	13	13226	2	48	400	80				
926	Phản đòn sát thương độc	13	13227	2	48	400	81				
927	Tỉ lệ phản đòn sát thương ngoại thương	13	13228	2	48	400	82				
928	Tỉ lệ phản đòn sát thương nội thương	13	13229	2	48	400	83				
929	Nhóm mở khóa B	13									
930	Hao mòn vũ khí giảm: /1% 	13	13180	3	48	600	34				
931	Sức lực+/1	13	13181	3	48	600	35				
932	Tăng giới hạn trọng lượng/1%	13	13182	3	48	600	36				
933	Thể lực	13	13183	3	48	600	37				
934	Thể lực 1%	13	13184	3	48	600	38				
935	Điểm kinh nghiệm nhận được tăng: /1% 	13	13185	3	48	600	39				
936	Tọa thiền mỗi 10 giây hồi phục sinh lực/1	13	13186	3	48	600	40				
937	Tọa thiền mỗi 10 giây hồi phục nội lực/1	13	13187	3	48	600	41				
938	Tọa thiền mỗi 10 giây hồi phục thể lực/1	13	13188	3	48	600	42				
939	Hiệu quả dược phẩm hồi nội/1%	13	13189	3	48	600	43				
940	yêu cầu đẳng cấp giảm /1	13	13190	3	48	600	44				
941	Nội công nhỏ nhất trên vũ khí tăng /1	13	13191	3	48	600	45				
942	Nội công lớn nhất trên vũ khí tăng /1	13	13192	3	48	600	46				
943	Ngoại công nhỏ nhất trên vũ khí tăng /1	13	13193	3	48	600	47				
944	Ngọai công lớn nhất trên vũ khí tăng 1	13	13194	3	48	600	48				
945	Tăng điểm số nội công	13	13195	3	48	600	49				
946	Tăng điểm số ngoại công	13	13196	3	48	600	50				
947	Sát thương tăng /1	13	13197	3	48	600	51				
948	Tăng sát thương độc	13	13198	3	48	600	52				
949	Độc sát tăng /1	13	13199	3	48	600	53				
950	Sức mạnh	13	13200	3	48	600	54				
951	Thân pháp	13	13201	3	48	600	55				
952	Nội công 	13	13202	3	48	600	56				
953	Linh hoạt	13	13203	3	48	600	57				
954	Gân cốt	13	13204	3	48	600	58				
955	Điểm số triệt tiêu sát thương ngoại công	13	13205	3	48	600	59				
956	Điểm số triệt tiêu sát thương nội công	13	13206	3	48	600	60				
957	Giảm độc sát /1	13	13207	3	48	600	61				
958	Thời gian hỗ trợ tấn công tăng: /1% 	13	13208	3	48	600	62				
959	Thời gian hỗ trợ phòng thủ tăng: /1% 	13	13209	3	48	600	63				
960	Dược hiệu kéo dài	13	13210	3	48	600	64				
961	Tiêu diệt địch nhân khôi phục sinh lực	13	13211	3	48	600	65				
962	Tiêu diệt địch nhân khôi phục nội lực	13	13212	3	48	600	66				
963	Ngoại công tăng: /1% 	13	13213	3	48	600	67				
964	Nội công tăng /1% 	13	13214	3	48	600	68				
965	Tỷ lệ sát thương tuyệt đối /1%	13	13215	3	48	600	69				
966	Nội lực 	13	13216	3	48	600	70				
967	Nội lực %	13	13217	3	48	600	71				
968	Điểm sinh lực	13	13218	3	48	600	72				
969	Điểm số phản đòn sát thương ngoại công	13	13219	3	48	600	73				
970	Điểm số phản đòn sát thương nội công	13	13220	3	48	600	74				
971	Sinh mệnh %	13	13221	3	48	600	75				
972	Hoàn toàn bỏ qua tỷ lệ tiêu hao kỹ năng/1%	13	13222	3	0	600	76				
973	Tốc độ đánh tăng: /1% 	13	13223	3	96	600	77				
974	Xác suất tấn công trong phạm vi: /1% 	13	13224	3	48	600	78				
975	Xác suất tần công chí mạng: /1% 	13	13225	3	48	600	79				
976	Dùng kỹ năng không tính tỷ lệ giản cách/1%	13	13226	3	48	600	80				
977	Phản đòn sát thương độc	13	13227	3	48	600	81				
978	Tỉ lệ phản đòn sát thương ngoại thương	13	13228	3	48	600	82				
979	Tỉ lệ phản đòn sát thương nội thương	13	13229	3	48	600	83				
980	Nhóm giày đặc trưng D	13									
981	Tăng tốc độ lên ngựa	13	13252	1	80	400	106				
982	Tốc độ di chuyển 	13	13253	1	80	400	107				
983	Tăng tỉ lệ tốc độ thu hồi và triệu hồi	13	13254	1	80	400	108				
984	Rút ngắn thời gian tê liệt %	13	13255	1	80	400	109				
985	Rút ngắn thời gian choáng %	13	13256	1	80	400	110				
986	Rút ngắn thời gian định thân %	13	13257	1	80	400	111				
987	Rút ngắn thời gian loạn %	13	13258	1	80	400	112				
988	Rút ngắn thời gian ngủ %	13	13259	1	80	400	113				
989	Rút ngắn thời gian làm chậm %	13	13260	1	80	400	114				
990	Rút ngắn thời gian giảm tốc %	13	13261	1	80	400	115				
991	Nhóm giày đặc trưng C	13									
992	Tăng tốc độ lên ngựa	13	13252	2	60	600	106				
993	Tốc độ di chuyển 	13	13253	2	60	600	107				
994	Tăng tỉ lệ tốc độ thu hồi và triệu hồi	13	13254	2	60	600	108				
995	Rút ngắn thời gian tê liệt %	13	13255	2	60	600	109				
996	Rút ngắn thời gian choáng %	13	13256	2	60	600	110				
997	Rút ngắn thời gian định thân %	13	13257	2	60	600	111				
998	Rút ngắn thời gian loạn %	13	13258	2	60	600	112				
999	Rút ngắn thời gian ngủ %	13	13259	2	60	600	113				
1000	Rút ngắn thời gian làm chậm %	13	13260	2	60	600	114				
1001	Rút ngắn thời gian giảm tốc %	13	13261	2	60	600	115				
1002	Nhóm giày đặc trưng B	13									
1003	Tăng tốc độ lên ngựa	13	13252	3	60	800	106				
1004	Tốc độ di chuyển 	13	13253	3	60	800	107				
1005	Tăng tỉ lệ tốc độ thu hồi và triệu hồi	13	13254	3	60	800	108				
1006	Rút ngắn thời gian tê liệt %	13	13255	3	60	800	109				
1007	Rút ngắn thời gian choáng %	13	13256	3	60	800	110				
1008	Rút ngắn thời gian định thân %	13	13257	3	60	800	111				
1009	Rút ngắn thời gian loạn %	13	13258	3	60	800	112				
1010	Rút ngắn thời gian ngủ %	13	13259	3	60	800	113				
1011	Rút ngắn thời gian làm chậm %	13	13260	3	60	800	114				
1012	Rút ngắn thời gian giảm tốc %	13	13261	3	60	800	115				
1013	Nhóm phát triển Tướng Quân										
1014	Sức mạnh	14	13290	1	2000	1000	54				
1015	Thân pháp	14	13291	1	2000	1000	55				
1016	Nội công 	14	13292	1	2000	1000	56				
1017	Linh hoạt	14	13293	1	2000	1000	57				
1018	Gân cốt	14	13294	1	2000	1000	58				
1019	Nhóm phát triển Nguyên Soái										
1020	Sức mạnh	15	13296	1	2000	1000	54				
1021	Thân pháp	15	13297	1	2000	1000	55				
1022	Nội công 	15	13298	1	2000	1000	56				
1023	Linh hoạt	15	13299	1	2000	1000	57				
1024	Gân cốt	15	13300	1	2000	1000	58				
1025	Nhóm mở khóa Tướng Quân										
1026	Hút Sinh lực /1	16	13286	3	10000	1000	91				
1027	Công kích +/1%	17	13295	1	10000	1000	116				
1028	Tránh mọi trạng thái phụ/1%	18	13301	1	10000	1000	105				
1029	Tốc độ di chuyển 	19	13302	1	10000	1000	107				
1030	Nhóm mở khóa Nguyên Soái										
1031	Hút Sinh lực /1	20	13286	4	10000	1000	91				
1032	Công kích +/1%	21	13295	2	10000	1000	116				
1033	Tránh mọi trạng thái phụ/1%	22	13301	2	10000	1000	105				
1034	Tốc độ di chuyển 	23	13302	2	10000	1000	107				
1035	Thiên Hạ Vô Song nhóm cố định										
1036	Thi triển%	24	13342	2	10000	1000	117				
1037	Dược hiệu kéo dài	25	13356	2	10000	1000	64				
1038	Giảm thọ thương	26	13344	3	10000	1000	118				
1039	Sinh mệnh %	27	13343	2	10000	1000	9				
1040	Thiên Hạ Vô Song Nhóm dưỡng thành										
1041	Nội công tăng /1% 	28	13350	2	2500	1000	20				
1042	Ngoại công tăng: /1% 	28	13351	3	2500	1000	19				
1043	Sát thương tăng /1	28	13352	3	2500	1000	16				
1044	Sát thương độc	28	13353	3	2500	1000	17				
1045	Thiên Hạ Vô Song nhóm mở khóa										
1046	Sức mạnh	29	13345	3	2000	2000	54				
1047	Thân pháp	29	13346	3	2000	2000	55				
1048	Nội công 	29	13347	3	2000	2000	56				
1049	Linh hoạt	29	13348	3	2000	2000	57				
1050	Gân cốt	29	13349	3	2000	2000	58				
1051	Dưỡng thành Du Hiệp 1										
1052	Linh hoạt D	30	13360	1	2500	1000	61				
1053	Thân pháp D	30	13358	1	2500	1000	62				
1054	Linh hoạt C	30	13366	1	2000	1000	63				
1055	Thân pháp C	30	13364	1	2000	1000	64				
1056	Linh hoạt B	30	13372	1	500	1000	65				
1057	Thân pháp B	30	13370	1	500	1000	66				
1058	Dưỡng thành Du Hiệp 2										
1059	Sức mạnh D	31	13357	1	1000	1000	67				
1060	Gân cốt D	31	13361	1	1000	1000	68				
1061	Nội công D	31	13359	1	1000	1000	69				
1062	Sinh lực D	31	13362	1	1000	1000	70				
1063	Tỷ lệ sinh lực D	31	13459	1	1000	1000	3				
1064	Sức mạnh C	31	13363	1	800	1000	71				
1065	Gân cốt C	31	13367	1	800	1000	72				
1066	Nội công C	31	13365	1	800	1000	73				
1067	Sinh lực C	31	13368	1	800	1000	74				
1068	Tỷ lệ sinh lực C	31	13460	1	800	1000	2				
1069	Sức mạnh B	31	13369	1	200	1000	75				
1070	Gân cốt B	31	13373	1	200	1000	76				
1071	Nội công B	31	13371	1	200	1000	77				
1072	Sinh lực B	31	13374	1	200	1000	78				
1073	Tỷ lệ sinh lực B	31	13461	1	200	1000	1				
1074	Mở khóa Du Hiệp 1										
1075	Linh hoạt D	32	13378	1	2500	1000	79				
1076	Thân pháp D	32	13376	1	2500	1000	80				
1077	Linh hoạt C	32	13401	1	2000	1000	81				
1078	Thân pháp C	32	13399	1	2000	1000	82				
1079	Linh hoạt B	32	13424	1	500	1000	83				
1080	Thân pháp B	32	13422	1	500	1000	84				
1081	Mở khóa áo Choàng Du Hiệp 2										
1082	Phản đòn ngoại công/1%D	33	13391	1	1000	1000	85				
1083	Phản đòn nội công/1%D	33	13392	1	1000	1000	86				
1084	Tăng sát thương/1D	33	13380	1	1000	1000	87				
1085	Kèm theo độc sát/1D	33	13381	1	1000	1000	88				
1086	Tăng sát thương cổ độc/1D	33	13382	1	1000	1000	89				
1087	Phản đòn ngoại công/1%C	33	13414	1	800	1000	90				
1088	Phản đòn nội công/1%C	33	13415	1	800	1000	91				
1089	Tăng sát thương/1C	33	13403	1	800	1000	92				
1090	Kèm theo độc sát/1C	33	13404	1	800	1000	93				
1091	Tăng sát thương cổ độc/1C	33	13405	1	800	1000	94				
1092	Phản đòn ngoại công/1%B	33	13437	1	200	1000	95				
1093	Phản đòn nội công/1%B	33	13438	1	200	1000	96				
1094	Tăng sát thương/1B	33	13426	1	200	1000	97				
1095	Kèm theo độc sát/1B	33	13427	1	200	1000	98				
1096	Tăng sát thương cổ độc/1B	33	13428	1	200	1000	99				
1097	Mở khóa Huy Chương Du Hiệp 2										
1098	Phản đòn ngoại công/1%D	34	13391	1	1000	1000	100				
1099	Phản đòn nội công/1%D	34	13392	1	1000	1000	101				
1100	Tăng sát thương/1D	34	13380	1	1000	1000	102				
1101	Kèm theo độc sát/1D	34	13381	1	1000	1000	103				
1102	Tăng sát thương cổ độc/1D	34	13382	1	1000	1000	104				
1103	Phản đòn ngoại công/1%C	34	13414	1	800	1000	105				
1104	Phản đòn nội công/1%C	34	13415	1	800	1000	106				
1105	Tăng sát thương/1C	34	13403	1	800	1000	107				
1106	Kèm theo độc sát/1C	34	13404	1	800	1000	108				
1107	Tăng sát thương cổ độc/1C	34	13405	1	800	1000	109				
1108	Phản đòn ngoại công/1%B	34	13437	1	200	1000	110				
1109	Phản đòn nội công/1%B	34	13438	1	200	1000	111				
1110	Tăng sát thương/1B	34	13426	1	200	1000	112				
1111	Kèm theo độc sát/1B	34	13427	1	200	1000	113				
1112	Tăng sát thương cổ độc/1B	34	13428	1	200	1000	114				
1113	Mở khóa Giày Du Hiệp 2										
1114	Tốc độ di chuyển/1%D	35	13393	1	1250	1000	115				
1115	Tăng tốc độ xuất chiêu/1%D	35	13395	1	1250	1000	116				
1116	Kháng tất cả D	35	13444	1	1250	1000	117				
1117	Tăng chí mệnh/1%D	35	13397	1	1250	1000	118				
1118	Tốc độ di chuyển/1%C	35	13416	1	1000	1000	119				
1119	Tăng tốc độ xuất chiêu/1%C	35	13418	1	1000	1000	120				
1120	Kháng tất cả C	35	13445	1	1000	1000	121				
1121	Tăng chí mệnh/1%C	35	13420	1	1000	1000	122				
1122	Tốc độ di chuyển/1%D	35	13439	1	250	1000	123				
1123	Tăng tốc độ xuất chiêu/1%B	35	13441	1	250	1000	124				
1124	Kháng tất cả B	35	13446	1	250	1000	125				
1125	Tăng chí mệnh/1%B	35	13443	1	250	1000	126				
1126	Dưỡng thành Thiết Huyết 1										
1127	Sức mạnh D	36	13357	1	5000	1000	127				
1128	Sức mạnh C	36	13363	1	4000	1000	128				
1129	Sức mạnh B	36	13369	1	1000	1000	129				
1130	Dưỡng thành Thiết Huyết 2										
1131	Linh hoạt D	37	13360	1	1000	1000	130				
1132	Thân pháp D	37	13358	1	1000	1000	131				
1133	Gân cốt D	37	13361	1	625	1000	132				
1134	Nội công D	37	13359	1	1000	1000	133				
1135	Sinh lực D	37	13362	1	750	1000	134				
1136	Tỷ lệ sinh lực D	31	13459	1	625	1000	3				
1137	Linh hoạt C	37	13366	1	800	1000	135				
1138	Thân pháp C	37	13364	1	800	1000	136				
1139	Gân cốt C	37	13367	1	500	1000	137				
1140	Nội công C	37	13365	1	800	1000	138				
1141	Sinh lực C	37	13368	1	600	1000	139				
1142	Tỷ lệ sinh lực C	31	13460	1	500	1000	2				
1143	Linh hoạt B	37	13372	1	200	1000	140				
1144	Thân pháp B	37	13370	1	200	1000	141				
1145	Gân cốt B	37	13373	1	125	1000	142				
1146	Nội công B	37	13371	1	200	1000	143				
1147	Sinh lực B	37	13374	1	150	1000	144				
1148	Tỷ lệ sinh lực B	31	13461	1	125	1000	1				
1149	Mở khóa Thiết Huyết 1										
1150	Sức mạnh D	38	13375	1	1625	1000	145				
1151	Gân cốt D	38	13379	1	1850	1000	146				
1152	Sinh lực %D	38	13447	1	1525	1000	147				
1153	Sức mạnh C	38	13398	1	1300	1000	148				
1154	Gân cốt C	38	13402	1	1500	1000	149				
1155	Sinh lực %C	38	13448	1	1200	1000	150				
1156	Sức mạnh B	38	13421	1	325	1000	151				
1157	Gân cốt B	38	13425	1	350	1000	152				
1158	Sinh lực %B	38	13449	1	325	1000	153				
