ID	Name	Belong	ProduceGenre	ProduceSub	ProduceDetail	SecProduceGenre	SecProduceSub	SecProduceDetail	SecProduceRate	Stuff1Genre	Stuff1Sub	Stuff1Detail	Stuff1Num	Stuff2Genre	Stuff2Sub	Stuff2Detail	Stuff2Num	Stuff3Genre	Stuff3Sub	Stuff3Detail	Stuff3Num	Stuff4Genre	Stuff4Sub	Stuff4Detail	Stuff4Num	ToolGenre	ToolSub	ToolDetail	ToolNum	NeedMore	Level	StaminaCost	ExpGain	RecipeDetail	MakeTime	EquipType	Identify
1032	红色玫瑰吊坠[周]	6	0	120	72					2	130	7	6	2	2	54	4	2	131	2	1	2	2	22	10					0	50	30	100	603	36	0	1
1033	红色玫瑰吊坠[周]	6	0	120	73					2	130	7	6	2	2	54	4	2	131	2	1	2	2	22	10					0	50	30	100	603	36	0	1
1034	红色玫瑰吊坠[周]	6	0	120	74					2	130	7	6	2	2	54	4	2	131	2	1	2	2	22	10					0	50	30	100	603	36	0	1
1035	红色玫瑰吊坠[周]	6	0	120	75					2	130	7	6	2	2	54	4	2	131	2	1	2	2	22	10					0	50	30	100	603	36	0	1
1036	珍珠链饰	6	2	131	4					2	130	7	2	2	130	3	2	2	131	2	1	2	2	21	2					0	50	6	20	603	36	0	1
1037	木棉锦	6	2	2	24					2	130	7	2	2	2	52	2	2	2	55	1	2	2	21	10					0	50	12	40	603	36	0	1
1038	蓝色玫瑰肩饰[周]	6	0	119	72					2	9	7	6	2	9	4	6	2	131	4	1	2	2	22	10					0	70	30	120	604	36	0	1
1039	蓝色玫瑰肩饰[周]	6	0	119	73					2	9	7	6	2	9	4	6	2	131	4	1	2	2	22	10					0	70	30	120	604	36	0	1
1040	蓝色玫瑰肩饰[周]	6	0	119	74					2	9	7	6	2	9	4	6	2	131	4	1	2	2	22	10					0	70	30	120	604	36	0	1
1041	蓝色玫瑰肩饰[周]	6	0	119	75					2	9	7	6	2	9	4	6	2	131	4	1	2	2	22	10					0	70	30	120	604	36	0	1
1042	粉色玫瑰肩饰[周]	6	0	119	76					2	2	56	6	2	9	5	6	2	131	4	1	2	2	22	10					0	70	30	120	604	36	0	1
1043	粉色玫瑰肩饰[周]	6	0	119	77					2	2	56	6	2	9	5	6	2	131	4	1	2	2	22	10					0	70	30	120	604	36	0	1
1044	粉色玫瑰肩饰[周]	6	0	119	78					2	2	56	6	2	9	5	6	2	131	4	1	2	2	22	10					0	70	30	120	604	36	0	1
1045	粉色玫瑰肩饰[周]	6	0	119	79					2	2	56	6	2	9	5	6	2	131	4	1	2	2	22	10					0	70	30	120	604	36	0	1
1046	红色玫瑰肩饰[周]	6	0	119	80					2	2	100	6	2	9	6	6	2	131	4	1	2	2	22	10					0	70	30	120	604	36	0	1
1047	红色玫瑰肩饰[周]	6	0	119	81					2	2	100	6	2	9	6	6	2	131	4	1	2	2	22	10					0	70	30	120	604	36	0	1
1048	红色玫瑰肩饰[周]	6	0	119	82					2	2	100	6	2	9	6	6	2	131	4	1	2	2	22	10					0	70	30	120	604	36	0	1
1049	红色玫瑰肩饰[周]	6	0	119	83					2	2	100	6	2	9	6	6	2	131	4	1	2	2	22	10					0	70	30	120	604	36	0	1
1050	火浣锦	6	2	2	23					2	130	7	2	2	9	7	2	2	9	4	2	2	2	21	10					0	70	20	80	604	36	0	1
1051	天孙锦	6	2	2	26					2	130	7	2	2	2	56	2	2	9	5	2	2	2	21	10					0	70	20	80	604	36	0	1
1052	精制丝线	6	2	2	467					2	2	36	1	2	2	100	2	2	130	15	1	2	2	21	10					0	70	5	20	604	36	0	1
1053	鹤归冠	6	0	108	909					2	130	14	60	2	2	467	1	2	131	84	5	2	131	6	10					1	90	100	150	605	180	0	1
1057	鹤归衣	6	0	109	909					2	130	14	60	2	2	467	1	2	131	84	5	2	131	6	10					1	90	100	150	605	180	0	1
1061	鹤归装	6	0	110	909					2	130	14	60	2	2	467	1	2	131	84	5	2	131	6	10					1	90	100	150	605	180	0	1
1054	鹤归冠	6	0	108	910					2	130	14	60	2	2	467	1	2	131	84	5	2	131	6	10					1	90	100	150	606	180	0	1
1058	鹤归衣	6	0	109	910					2	130	14	60	2	2	467	1	2	131	84	5	2	131	6	10					1	90	100	150	606	180	0	1
1062	鹤归装	6	0	110	910					2	130	14	60	2	2	467	1	2	131	84	5	2	131	6	10					1	90	100	150	606	180	0	1
1055	鹤归簪	6	0	108	911					2	130	13	60	2	2	467	1	2	131	84	5	2	131	6	10					1	90	100	150	607	180	0	1
1059	鹤归衣	6	0	109	911					2	130	13	60	2	2	467	1	2	131	84	5	2	131	6	10					1	90	100	150	607	180	0	1
1063	鹤归裙	6	0	110	911					2	130	13	60	2	2	467	1	2	131	84	5	2	131	6	10					1	90	100	150	607	180	0	1
1056	鹤归簪	6	0	108	912					2	130	13	60	2	2	467	1	2	131	84	5	2	131	6	10					1	90	100	150	608	180	0	1
1060	鹤归衣	6	0	109	912					2	130	13	60	2	2	467	1	2	131	84	5	2	131	6	10					1	90	100	150	608	180	0	1
1064	鹤归裙	6	0	110	912					2	130	13	60	2	2	467	1	2	131	84	5	2	131	6	10					1	90	100	150	608	180	0	1
1112	月饼粽子占坑	2	1	1	1																									0	1	1	5	101	36	0	1
1113	月饼粽子占坑	2	1	1	1																									0	1	1	5	101	36	0	1
1114	月饼粽子占坑	2	1	1	1																									0	1	1	5	101	36	0	1
1115	月饼粽子占坑	2	1	1	1																									0	1	1	5	101	36	0	1
1116	月饼粽子占坑	2	1	1	1																									0	1	1	5	101	36	0	1
1117	月饼粽子占坑	2	1	1	1																									0	1	1	5	101	36	0	1
1120	月饼粽子占坑	2	1	1	1																									0	1	1	5	101	36	0	1
1121	月饼粽子占坑	2	1	1	1																									0	1	1	5	101	36	0	1
1132	月饼粽子占坑	2	1	1	1																									0	1	1	5	101	36	0	1
1133	月饼粽子占坑	2	1	1	1																									0	1	1	5	101	36	0	1
1134	月饼粽子占坑	2	1	1	1																									0	1	1	5	101	36	0	1
1135	月饼粽子占坑	2	1	1	1																									0	1	1	5	101	36	0	1
1136	月饼粽子占坑	2	1	1	1																									0	1	1	5	101	36	0	1
1137	月饼粽子占坑	2	1	1	1																									0	1	1	5	101	36	0	1
1200	白露冠	6	0	108	961					2	130	13	60	2	111	171	300	2	130	15	10	2	131	6	10					1	90	100	150	609	180	0	1
1201	白露冠	6	0	108	962					2	130	13	60	2	111	171	300	2	130	15	10	2	131	6	10					1	90	100	150	609	180	0	1
1202	白露簪	6	0	108	963					2	130	13	60	2	111	171	300	2	130	15	10	2	131	6	10					1	90	100	150	609	180	0	1
1203	白露簪	6	0	108	964					2	130	13	60	2	111	171	300	2	130	15	10	2	131	6	10					1	90	100	150	609	180	0	1
1204	白露衣	6	0	109	961					2	130	13	60	2	111	171	300	2	130	15	10	2	131	6	10					1	90	100	150	609	180	0	1
1205	白露衣	6	0	109	962					2	130	13	60	2	111	171	300	2	130	15	10	2	131	6	10					1	90	100	150	609	180	0	1
1206	白露衣	6	0	109	963					2	130	13	60	2	111	171	300	2	130	15	10	2	131	6	10					1	90	100	150	609	180	0	1
1207	白露衣	6	0	109	964					2	130	13	60	2	111	171	300	2	130	15	10	2	131	6	10					1	90	100	150	609	180	0	1
1208	白露装	6	0	110	961					2	130	13	60	2	111	171	300	2	130	15	10	2	131	6	10					1	90	100	150	609	180	0	1
1209	白露装	6	0	110	962					2	130	13	60	2	111	171	300	2	130	15	10	2	131	6	10					1	90	100	150	609	180	0	1
1210	白露装	6	0	110	963					2	130	13	60	2	111	171	300	2	130	15	10	2	131	6	10					1	90	100	150	609	180	0	1
1211	白露装	6	0	110	964					2	130	13	60	2	111	171	300	2	130	15	10	2	131	6	10					1	90	100	150	609	180	0	1
1212	芷水冠	6	0	108	833					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	610	180	0	1
1213	芷水冠	6	0	108	834					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	610	180	0	1
1214	芷水簪	6	0	108	835					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	610	180	0	1
1215	芷水簪	6	0	108	836					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	610	180	0	1
1216	芷水衣	6	0	109	833					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	610	180	0	1
1217	芷水衣	6	0	109	834					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	610	180	0	1
1218	芷水衣	6	0	109	835					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	610	180	0	1
1219	芷水衣	6	0	109	836					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	610	180	0	1
1220	芷水装	6	0	110	833					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	610	180	0	1
1221	芷水装	6	0	110	834					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	610	180	0	1
1222	芷水裙	6	0	110	835					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	610	180	0	1
1223	芷水裙	6	0	110	836					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	610	180	0	1
1224	潜龙头巾	6	0	108	837					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	611	180	0	1
1225	潜龙头巾	6	0	108	838					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	611	180	0	1
1226	潜龙头巾	6	0	108	839					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	611	180	0	1
1227	潜龙头巾	6	0	108	840					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	611	180	0	1
1228	潜龙衣	6	0	109	837					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	611	180	0	1
1229	潜龙衣	6	0	109	838					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	611	180	0	1
1230	潜龙衣	6	0	109	839					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	611	180	0	1
1231	潜龙衣	6	0	109	840					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	611	180	0	1
1232	潜龙装	6	0	110	837					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	611	180	0	1
1233	潜龙装	6	0	110	838					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	611	180	0	1
1234	潜龙裙	6	0	110	839					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	611	180	0	1
1235	潜龙裙	6	0	110	840					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	611	180	0	1
1236	三清冠	6	0	108	841					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	612	180	0	1
1237	三清冠	6	0	108	842					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	612	180	0	1
1238	三清簪	6	0	108	843					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	612	180	0	1
1239	三清簪	6	0	108	844					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	612	180	0	1
1240	三清衣	6	0	109	841					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	612	180	0	1
1241	三清衣	6	0	109	842					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	612	180	0	1
1242	三清衣	6	0	109	843					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	612	180	0	1
1243	三清衣	6	0	109	844					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	612	180	0	1
1244	三清袍	6	0	110	841					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	612	180	0	1
1245	三清袍	6	0	110	842					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	612	180	0	1
1246	三清袍	6	0	110	843					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	612	180	0	1
1247	三清袍	6	0	110	844					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	612	180	0	1
1248	梨园冠	6	0	108	845					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	613	180	0	1
1249	梨园冠	6	0	108	846					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	613	180	0	1
1250	梨园簪	6	0	108	847					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	613	180	0	1
1251	梨园簪	6	0	108	848					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	613	180	0	1
1252	梨园衣	6	0	109	845					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	613	180	0	1
1253	梨园衣	6	0	109	846					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	613	180	0	1
1254	梨园衣	6	0	109	847					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	613	180	0	1
1255	梨园衣	6	0	109	848					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	613	180	0	1
1256	梨园装	6	0	110	845					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	613	180	0	1
1257	梨园装	6	0	110	846					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	613	180	0	1
1258	梨园装	6	0	110	847					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	613	180	0	1
1259	梨园装	6	0	110	848					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	613	180	0	1
1260	烽烟盔	6	0	108	849					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	614	180	0	1
1261	烽烟盔	6	0	108	850					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	614	180	0	1
1262	烽烟盔	6	0	108	851					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	614	180	0	1
1263	烽烟盔	6	0	108	852					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	614	180	0	1
1264	烽烟甲	6	0	109	849					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	614	180	0	1
1265	烽烟甲	6	0	109	850					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	614	180	0	1
1266	烽烟甲	6	0	109	851					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	614	180	0	1
1267	烽烟甲	6	0	109	852					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	614	180	0	1
1268	烽烟装	6	0	110	849					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	614	180	0	1
1269	烽烟装	6	0	110	850					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	614	180	0	1
1270	烽烟装	6	0	110	851					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	614	180	0	1
1271	烽烟装	6	0	110	852					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	614	180	0	1
1272	六铢笠	6	0	108	853					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	615	180	0	1
1273	六铢笠	6	0	108	854					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	615	180	0	1
1274	六铢笠	6	0	108	855					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	615	180	0	1
1275	六铢笠	6	0	108	856					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	615	180	0	1
1276	六铢衣	6	0	109	853					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	615	180	0	1
1277	六铢衣	6	0	109	854					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	615	180	0	1
1278	六铢衣	6	0	109	855					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	615	180	0	1
1279	六铢衣	6	0	109	856					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	615	180	0	1
1280	六铢装	6	0	110	853					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	615	180	0	1
1281	六铢装	6	0	110	854					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	615	180	0	1
1282	六铢装	6	0	110	855					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	615	180	0	1
1283	六铢装	6	0	110	856					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	615	180	0	1
1284	昭彰冠	6	0	108	857					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	616	180	0	1
1285	昭彰冠	6	0	108	858					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	616	180	0	1
1286	昭彰纱	6	0	108	859					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	616	180	0	1
1287	昭彰纱	6	0	108	860					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	616	180	0	1
1288	昭彰衣	6	0	109	857					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	616	180	0	1
1289	昭彰衣	6	0	109	858					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	616	180	0	1
1290	昭彰衣	6	0	109	859					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	616	180	0	1
1291	昭彰衣	6	0	109	860					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	616	180	0	1
1292	昭彰装	6	0	110	857					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	616	180	0	1
1293	昭彰装	6	0	110	858					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	616	180	0	1
1294	昭彰装	6	0	110	859					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	616	180	0	1
1295	昭彰装	6	0	110	860					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	616	180	0	1
1296	百毒冠	6	0	108	861					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	617	180	0	1
1297	百毒冠	6	0	108	862					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	617	180	0	1
1298	百毒簪	6	0	108	863					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	617	180	0	1
1299	百毒簪	6	0	108	864					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	617	180	0	1
1300	百毒衫	6	0	109	861					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	617	180	0	1
1301	百毒衫	6	0	109	862					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	617	180	0	1
1302	百毒衫	6	0	109	863					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	617	180	0	1
1303	百毒衫	6	0	109	864					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	617	180	0	1
1304	百毒装	6	0	110	861					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	617	180	0	1
1305	百毒装	6	0	110	862					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	617	180	0	1
1306	百毒装	6	0	110	863					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	617	180	0	1
1307	百毒装	6	0	110	864					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	617	180	0	1
1308	吴钩面具	6	0	108	865					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	618	180	0	1
1309	吴钩面具	6	0	108	866					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	618	180	0	1
1310	吴钩面具	6	0	108	867					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	618	180	0	1
1311	吴钩面具	6	0	108	868					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	618	180	0	1
1312	吴钩衣	6	0	109	865					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	618	180	0	1
1313	吴钩衣	6	0	109	866					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	618	180	0	1
1314	吴钩衣	6	0	109	867					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	618	180	0	1
1315	吴钩衣	6	0	109	868					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	618	180	0	1
1316	吴钩裤	6	0	110	865					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	618	180	0	1
1317	吴钩裤	6	0	110	866					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	618	180	0	1
1318	吴钩装	6	0	110	867					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	618	180	0	1
1319	吴钩装	6	0	110	868					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	618	180	0	1
1320	琼楼冠	6	0	108	869					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	619	180	0	1
1321	琼楼冠	6	0	108	870					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	619	180	0	1
1322	琼楼簪	6	0	108	871					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	619	180	0	1
1323	琼楼簪	6	0	108	872					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	619	180	0	1
1324	琼楼衫	6	0	109	869					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	619	180	0	1
1325	琼楼衫	6	0	109	870					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	619	180	0	1
1326	琼楼衫	6	0	109	871					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	619	180	0	1
1327	琼楼衫	6	0	109	872					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	619	180	0	1
1328	琼楼装	6	0	110	869					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	619	180	0	1
1329	琼楼装	6	0	110	870					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	619	180	0	1
1330	琼楼装	6	0	110	871					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	619	180	0	1
1331	琼楼装	6	0	110	872					2	130	14	60	2	111	171	200	2	130	15	10	2	131	6	10					1	90	100	150	619	180	0	1
1332	本如法师之法华帽	4	0	103	22582					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1333	本如法师之法华帽	4	0	103	22583					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1334	大慧禅师之无心帽	4	0	103	22584					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1335	大慧禅师之无心帽	4	0	103	22585					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1336	青灯法师之离俗帽	4	0	103	22586					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1337	青灯法师之离俗帽	4	0	103	22587					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1338	千机隐士之漆身帽	4	0	103	22588					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1339	千机隐士之漆身帽	4	0	103	22589					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1340	千机隐士之漆身帽	4	0	103	22590					2	131	74	20	2	131	34	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1341	千机隐士之漆身帽	4	0	103	22591					2	131	74	20	2	131	34	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1342	昙彻尼之幽隐帽	4	0	103	22592					2	131	74	20	2	131	34	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1343	昙彻尼之幽隐帽	4	0	103	22593					2	131	74	20	2	131	34	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1344	古琴圣之绕梁帽	4	0	103	22594					2	131	74	20	2	131	34	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1345	古琴圣之绕梁帽	4	0	103	22595					2	131	74	20	2	131	34	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1346	传功长老之四海巾	4	0	103	22596					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1347	传功长老之四海巾	4	0	103	22597					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1348	传功长老之四海巾	4	0	103	22598					2	131	74	20	2	131	34	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1349	传功长老之四海巾	4	0	103	22599					2	131	74	20	2	131	34	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1350	掌钵长老之穷楼巾	4	0	103	22600					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1351	掌钵长老之穷楼巾	4	0	103	22601					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1352	掌钵长老之穷楼巾	4	0	103	22602					2	131	74	20	2	131	34	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1353	掌钵长老之穷楼巾	4	0	103	22603					2	131	74	20	2	131	34	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1354	太清真人之道德冠	4	0	103	22604					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1355	太清真人之道德冠	4	0	103	22605					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1356	太清真人之道德冠	4	0	103	22606					2	131	74	20	2	131	34	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1357	太清真人之道德冠	4	0	103	22607					2	131	74	20	2	131	34	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1358	通天教主之诛仙冠	4	0	103	22608					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1359	通天教主之诛仙冠	4	0	103	22609					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1360	通天教主之诛仙冠	4	0	103	22610					2	131	74	20	2	131	34	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1361	通天教主之诛仙冠	4	0	103	22611					2	131	74	20	2	131	34	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
1362	征南元帅之龙神盔	4	0	103	22612					2	131	74	20	2	131	33	50	2	130	23	1	2	130	15	10					1	90	1000	0	405	180	0	1
