ID	Name	Belong	ProduceGenre	ProduceSub	ProduceDetail	SecProduceGenre	SecProduceSub	SecProduceDetail	SecProduceRate	Stuff1Genre	Stuff1Sub	Stuff1Detail	Stuff1Num	Stuff2Genre	Stuff2Sub	Stuff2Detail	Stuff2Num	Stuff3Genre	Stuff3Sub	Stuff3Detail	Stuff3Num	Stuff4Genre	Stuff4Sub	Stuff4Detail	Stuff4Num	ToolGenre	ToolSub	ToolDetail	ToolNum	NeedMore	Level	StaminaCost	ExpGain	RecipeDetail	MakeTime	EquipType	Identify
168	Hoµng Hæ y	5	0	100	26	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	23	180	0	1
169	ThÇn Ng­u Hé gi¸p	5	0	100	27	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	23	180	0	1
170	Tö Thanh S­¬ng Hoa sam	5	0	100	28	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	23	180	0	1
171	Di Nhiªm Kh¸ch y	5	0	100	29	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	23	180	0	1
172	Thiªn NhÉn y	5	0	100	30	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	23	180	0	1
173	ThÇn S¸ch Kim gi¸p	5	0	100	31	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	8	23	180	0	1
174	L«i Ng©n Gi¸p	5	0	100	32	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	10	23	180	0	1
175	Tinh Cang HuyÒn Kim gi¸p	5	0	100	33	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	23	180	0	1
176	Háa Chu Th¸nh sam	5	0	100	34	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	23	180	0	1
177	HuyÕt Hµ Quû V­¬ng gi¸p	5	0	100	35	0	0	0		2	2	47	5	2	9	4	5	2	2	23	1	2	2	64	3	0	0	0		1	6	0	10	23	180	0	1
178	Long B¸ ¤ kim y	5	0	100	36	0	0	0		2	2	47	6	2	9	4	6	2	2	23	1	2	2	64	3	0	0	0		1	7	0	10	23	180	0	1
179	Th¸i Th­êng	5	0	100	37	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	24	180	0	1
180	Tö L¨ng Th­êng	5	0	100	38	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	24	180	0	1
181	Tö Nhung Th­êng	5	0	100	39	0	0	0		2	2	15	4	2	9	1	4	2	2	62	1	0	0	0		0	0	0		1	1	0	4	24	180	0	1
182	T©m Ên Th­êng	5	0	100	40	0	0	0		2	2	15	4	2	9	1	4	2	2	62	2	0	0	0		0	0	0		1	1	0	4	24	180	0	1
183	Vò LuyÖn Th­êng	5	0	100	41	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	24	180	0	1
184	Thiªn Ma Th­êng	5	0	100	42	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	24	180	0	1
185	LuyÖn Gi¸p Th­êng	5	0	100	43	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	24	180	0	1
186	Ho¸n Hoa Th­êng	5	0	100	44	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	24	180	0	1
187	CÈm Anh Th­êng	5	0	100	45	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	24	180	0	1
188	N÷ KiÖt Th­êng	5	0	100	46	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	24	180	0	1
189	Thanh Linh Th­êng	5	0	100	47	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	24	180	0	1
190	Hång Nghª Th­êng	5	0	100	48	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	24	180	0	1
191	L©n Quang gi¸p	5	0	100	49	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	8	24	180	0	1
192	Hå C¬ Vò y	5	0	100	50	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	10	24	180	0	1
193	Minh Quang gi¸p	5	0	100	51	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	24	180	0	1
194	Nghª Th­êng Vò y	5	0	100	52	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	24	180	0	1
195	Thiªn y	5	0	100	53	0	0	0		2	2	47	5	2	9	4	5	2	2	23	1	2	2	64	3	0	0	0		1	6	0	10	24	180	0	1
196	Phi Thiªn Th¸i Th­êng	5	0	100	54	0	0	0		2	2	47	6	2	9	4	6	2	2	23	1	2	2	64	3	0	0	0		1	7	0	10	24	180	0	1
197	Vò Th­êng	5	0	100	55	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	25	180	0	1
198	Hång V©n Th­êng	5	0	100	56	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	25	180	0	1
199	Tö Kinh sam	5	0	100	57	0	0	0		2	2	15	4	2	9	1	4	2	2	62	1	0	0	0		0	0	0		1	1	0	4	25	180	0	1
200	Linh VËn Th­êng	5	0	100	58	0	0	0		2	2	15	4	2	9	1	4	2	2	62	2	0	0	0		0	0	0		1	1	0	4	25	180	0	1
201	C©n Qu¾c sam	5	0	100	59	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	25	180	0	1
202	Phong Vò Th­êng	5	0	100	60	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	25	180	0	1
203	MËt V©n Sam	5	0	100	61	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	25	180	0	1
204	Vâ §Êu Th­êng	5	0	100	62	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	25	180	0	1
205	Thiªn Tµm gi¸p y	5	0	100	63	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	25	180	0	1
206	û La Th­êng	5	0	100	64	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	25	180	0	1
207	Thiªn C«ng §Êu y	5	0	100	65	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	25	180	0	1
208	Linh Lung Th­êng	5	0	100	66	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	25	180	0	1
209	Thó V­¬ng §Êu y	5	0	100	67	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	8	25	180	0	1
210	Th¸i Hoa Th­êng	5	0	100	68	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	10	25	180	0	1
211	NghÞch V©n §Êu y	5	0	100	69	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	25	180	0	1
212	CÈm V©n Th­êng	5	0	100	70	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	25	180	0	1
213	V« Song §Êu y	5	0	100	71	0	0	0		2	2	47	5	2	9	4	5	2	2	23	1	2	2	64	3	0	0	0		1	6	0	10	25	180	0	1
214	Ngò S¾c Nghª Th­êng	5	0	100	72	0	0	0		2	2	47	6	2	9	4	6	2	2	23	1	2	2	64	3	0	0	0		1	7	0	10	25	180	0	1
215	M¨ng xµo	7	1	1	6	1	1	7	5	1	3	9	2	1	3	19	2	0	0	0		0	0	0		0	0	0		0	1	0	8	37	54	0	1
216	L¹c Mai	7	1	1	16	1	1	17	5	1	3	16	2	1	3	15	2	1	3	14	1	0	0	0		0	0	0		0	8	0	10	37	54	0	1
217	Minh NguyÖt D¹	7	1	1	17	0	0	0		1	3	17	2	1	3	16	2	1	3	15	1	0	0	0		0	0	0		0	9	0	10	37	54	0	1
218	C¬m chiªn trøng	7	1	1	14	1	1	15	5	1	3	16	2	1	3	15	2	1	3	14	1	0	0	0		0	0	0		0	8	0	10	36	54	0	1
219	B¸nh Bét vµng	7	1	1	15	0	0	0		1	3	17	2	1	3	16	2	1	3	15	1	0	0	0		0	0	0		0	9	0	10	36	54	0	1
220	§én Long B¶o §ao	2	2	0	128	0	0	0		2	0	126	1	2	0	127	1	0	0	0		0	0	0		0	0	0		0	4	0	1	50	180	0	1
221	B¸ch §iÓu QuÇn	5	2	0	131	0	0	0		2	0	129	1	2	0	130	1	0	0	0		0	0	0		0	0	0		0	4	0	1	50	180	0	1
222	R¾n hÇm §­¬ng Quy	7	2	0	134	0	0	0		2	0	132	1	2	0	133	1	0	0	0		0	0	0		0	0	0		0	4	0	1	50	180	0	1
223	§én Long B¶o §ao	3	2	0	128	0	0	0		2	0	126	1	2	0	127	1	0	0	0		0	0	0		0	0	0		0	4	0	1	50	180	0	1
224	§én Long B¶o §ao	4	2	0	128	0	0	0		2	0	126	1	2	0	127	1	0	0	0		0	0	0		0	0	0		0	4	0	1	50	180	0	1
225	R¾n hÇm §­¬ng Quy	6	2	0	134	0	0	0		2	0	132	1	2	0	133	1	0	0	0		0	0	0		0	0	0		0	4	0	1	50	180	0	1
226	D­¬ng Ch©u Håi phï	8	1	5	7	0	0	0		2	2	65	1	2	1	907	1	0	0	0		0	0	0		0	0	0		0	1	0	1	42	54	0	1
227	Gi¸o qu©n dông	2	2	0	314	0	0	0		2	0	307	5	2	0	308	5	2	0	310	5	0	0	0		0	0	0		0	1	0	1	50	90	0	1
228	KiÕm dµi qu©n dông	3	2	0	315	0	0	0		2	0	307	5	2	0	308	5	2	0	311	5	0	0	0		0	0	0		0	1	0	1	50	90	0	1
229	Tói tªn qu©n dông	4	2	0	316	0	0	0		2	0	308	5	2	0	310	5	2	0	311	5	0	0	0		0	0	0		0	1	0	1	50	90	0	1
230	Kh«i gi¸p qu©n dông	5	2	0	317	0	0	0		2	0	310	5	2	0	311	5	2	0	308	5	0	0	0		0	0	0		0	1	0	1	50	90	0	1
231	GiÊy bïa qu©n dông	8	2	0	318	0	0	0		2	0	313	5	2	0	311	5	2	0	310	5	0	0	0		0	0	0		0	1	0	1	50	54	0	1
232	Y d­îc qu©n dông	6	2	0	319	0	0	0		2	0	312	5	2	0	313	5	2	0	309	5	0	0	0		0	0	0		0	1	0	1	50	54	0	1
233	L­¬ng thùc qu©n dông	7	2	0	320	0	0	0		2	0	309	5	2	0	312	5	2	0	308	5	0	0	0		0	0	0		0	1	0	1	50	54	0	1
234	B¹ch NhËt ®¬n	6	1	0	17	0	0	0		1	2	8	2	1	2	1	3	1	3	19	2	2	2	28	1	0	0	0		0	1	0	4	32	54	0	1
235	Toµn Sinh ®¬n	6	1	0	18	0	0	0		1	2	2	3	1	2	1	2	1	3	10	2	2	2	28	3	0	0	0		0	3	0	4	32	54	0	1
236	Chiªu Hån ®¬n	6	1	0	19	0	0	0		1	2	3	3	1	2	2	2	1	3	11	2	2	2	28	5	0	0	0		0	5	0	4	32	54	0	1
237	Ng­ DÞch §¬n	6	1	0	20	0	0	0		1	2	9	3	1	2	3	2	1	3	12	2	2	2	28	8	0	0	0		0	7	0	6	32	54	0	1
238	B«n Tinh NguyÖt §¬n	6	1	0	21	0	0	0		1	2	11	3	1	2	10	2	1	3	13	2	2	2	28	10	0	0	0		0	8	0	6	32	54	0	1
239	Ých D­¬ng t¸n	6	1	0	22	0	0	0		1	2	8	2	1	2	1	3	1	3	19	2	2	2	28	1	0	0	0		0	1	0	4	32	54	0	1
240	Thiªn Kim t¸n	6	1	0	23	0	0	0		1	2	2	3	1	2	1	2	1	3	10	2	2	2	28	3	0	0	0		0	3	0	4	32	54	0	1
241	Bæ Thiªn t¸n	6	1	0	24	0	0	0		1	2	3	3	1	2	2	2	1	3	11	2	2	2	28	5	0	0	0		0	5	0	4	32	54	0	1
242	ThÊt Trïng ThÊt Hoa T¸n	6	1	0	25	0	0	0		1	2	9	3	1	2	3	2	1	3	12	2	2	2	28	8	0	0	0		0	7	0	6	32	54	0	1
243	§¹i NhËt D­¬ng T¸n	6	1	0	26	0	0	0		1	2	11	3	1	2	10	2	1	3	13	2	2	2	28	10	0	0	0		0	8	0	6	32	54	0	1
244	Gi¶i §éc ®¬n	6	1	0	27	0	0	0		1	2	8	1	1	2	1	1	1	3	19	2	2	2	28	1	0	0	0		0	1	0	4	33	54	0	1
245	ChØ Thñy ®¬n	6	1	0	28	0	0	0		1	2	2	1	1	2	1	1	1	3	10	2	2	2	28	2	0	0	0		0	3	0	4	33	54	0	1
246	Bµi V©n ®¬n	6	1	0	29	0	0	0		1	2	3	1	1	2	2	1	1	3	11	2	2	2	28	3	0	0	0		0	5	0	4	33	54	0	1
247	Cµn Nguyªn ChÝnh KhÝ §¬n	6	1	0	30	0	0	0		1	2	9	1	1	2	3	1	1	3	12	2	2	2	28	4	0	0	0		0	7	0	6	33	54	0	1
248	Thiªn V­¬ng Bæ T©m §¬n	6	1	0	31	0	0	0		1	2	11	1	1	2	10	1	1	3	13	2	2	2	28	5	0	0	0		0	8	0	6	33	54	0	1
249	ThiÕu HiÖp C©n	10	0	103	1	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	22	180	0	1
250	Phong Vò C©n	10	0	103	2	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	22	180	0	1
251	Anh Hïng C©n	10	0	103	3	0	0	0		2	2	15	4	2	9	1	4	2	2	62	1	0	0	0		0	0	0		1	1	0	4	22	180	0	1
252	CÈm Bè c©n	10	0	103	4	0	0	0		2	2	15	4	2	9	1	4	2	2	62	2	0	0	0		0	0	0		1	1	0	4	22	180	0	1
253	M·n NguyÖt L¹p	10	0	103	5	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	22	180	0	1
254	Kim Phong Qu¸n	10	0	103	6	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	22	180	0	1
255	M«ng DiÖn C©n	10	0	103	7	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	22	180	0	1
256	Hoa D­¬ng c©n	10	0	103	8	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	22	180	0	1
257	ThiÕt TuyÕn L¹p	10	0	103	9	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	22	180	0	1
258	DËt Èn Qu¸n	10	0	103	10	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	22	180	0	1
259	Hång L¨ng C©n	10	0	103	11	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	22	180	0	1
260	Hµng V©n Thóc ®¸i	10	0	103	12	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	22	180	0	1
261	Thanh Sa Nh·n Tr¸o	10	0	103	13	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	8	22	180	0	1
262	XÝch Tinh Nh·n Tr¸o	10	0	103	14	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	10	22	180	0	1
263	Phi V©n L¹p	10	0	103	15	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	22	180	0	1
264	TuyÖt B¶o Qu¸n	10	0	103	16	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	22	180	0	1
265	S¬n Quû DiÖn	10	0	103	17	0	0	0		2	2	47	5	2	9	4	5	2	2	23	1	2	2	64	3	0	0	0		1	6	0	10	22	180	0	1
266	MËt ThÇn qu¸n	10	0	103	18	0	0	0		2	2	47	6	2	9	4	6	2	2	23	1	2	2	64	3	0	0	0		1	7	0	10	22	180	0	1
267	HiÖp ThiÕu bè c©n	10	0	103	19	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	23	180	0	1
268	H¾c CÈm bè c©n	10	0	103	20	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	23	180	0	1
269	Ng­u B× ®Çu c©n	10	0	103	21	0	0	0		2	2	15	4	2	9	1	4	2	2	62	1	0	0	0		0	0	0		1	1	0	4	23	180	0	1
270	Kim §iÒu c©n	10	0	103	22	0	0	0		2	2	15	4	2	9	1	4	2	2	62	2	0	0	0		0	0	0		1	1	0	4	23	180	0	1
271	Vò Th¾ng Sa M·o	10	0	103	23	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	23	180	0	1
272	Hoµng Trï Thóc c©n	10	0	103	24	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	23	180	0	1
273	ThÇn Méc c©n	10	0	103	25	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	23	180	0	1
274	Nh­îc Thñy L¹p	10	0	103	26	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	23	180	0	1
275	Chu T­íc Thóc c©n	10	0	103	27	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	23	180	0	1
276	H¶i ThÇn kÕt	10	0	103	28	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	23	180	0	1
277	§Þnh Quèc Tö C©n	10	0	103	29	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	23	180	0	1
278	MËt NhÉn DiÖn tr¸o	10	0	103	30	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	23	180	0	1
279	ThÇn S¸ch Kim Kh«i	10	0	103	31	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	8	23	180	0	1
280	Ngò Quû c©n	10	0	103	32	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	10	23	180	0	1
281	Tinh Cang ChiÕn Kh«i	10	0	103	33	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	23	180	0	1
282	L«i Tr× diÖn	10	0	103	34	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	23	180	0	1
283	Chung Quú diÖn	10	0	103	35	0	0	0		2	2	47	5	2	9	4	5	2	2	23	1	2	2	64	3	0	0	0		1	6	0	10	23	180	0	1
284	DÞ ThÇn c©n	10	0	103	36	0	0	0		2	2	47	6	2	9	4	6	2	2	23	1	2	2	64	3	0	0	0		1	7	0	10	23	180	0	1
285	§µo Méc Tr©m	10	0	103	37	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	24	180	0	1
286	Th¸i Méc Tr©m	10	0	103	38	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	24	180	0	1
287	Phßng Phong L¹p	10	0	103	39	0	0	0		2	2	15	4	2	9	1	4	2	2	62	1	0	0	0		0	0	0		1	1	0	4	24	180	0	1
288	TÞ Thñy L¹p	10	0	103	40	0	0	0		2	2	15	4	2	9	1	4	2	2	62	2	0	0	0		0	0	0		1	1	0	4	24	180	0	1
289	Thanh §ång kÕt	10	0	103	41	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	24	180	0	1
290	San H« tr©m	10	0	103	42	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	24	180	0	1
291	Bµn Th¹ch kÕt	10	0	103	43	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	24	180	0	1
292	Khæng T­íc Tr©m	10	0	103	44	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	24	180	0	1
293	Chu T­íc Ph¸t KÕt	10	0	103	45	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	24	180	0	1
294	§»ng Xµ tr©m	10	0	103	46	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	24	180	0	1
295	Minh §iÖp kÕt	10	0	103	47	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	24	180	0	1
296	Kim Phông Tr©m	10	0	103	48	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	24	180	0	1
297	§Þa KiÖt	10	0	103	49	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	8	24	180	0	1
298	§o¹t hån	10	0	103	50	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	10	24	180	0	1
299	NhËt MiÖn	10	0	103	51	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	24	180	0	1
300	ThÇn ¤	10	0	103	52	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	24	180	0	1
301	Tu La	10	0	103	53	0	0	0		2	2	47	5	2	9	4	5	2	2	23	1	2	2	64	3	0	0	0		1	6	0	10	24	180	0	1
302	Chu T­íc	10	0	103	54	0	0	0		2	2	47	6	2	9	4	6	2	2	23	1	2	2	64	3	0	0	0		1	7	0	10	24	180	0	1
303	§µo Méc thoa	10	0	103	55	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	25	180	0	1
304	Th¸i V¨n Méc tr©m	10	0	103	56	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	25	180	0	1
305	TrÇm Méc Thóc tr©m	10	0	103	57	0	0	0		2	2	15	4	2	9	1	4	2	2	62	1	0	0	0		0	0	0		1	1	0	4	25	180	0	1
306	Ng©n Linh Tr©m	10	0	103	58	0	0	0		2	2	15	4	2	9	1	4	2	2	62	2	0	0	0		0	0	0		1	1	0	4	25	180	0	1
307	Quû DiÖn Thóc c©n	10	0	103	59	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	25	180	0	1
308	Thanh Lam c©n	10	0	103	60	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	25	180	0	1
309	Lam §iÖp Thóc c©n	10	0	103	61	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	25	180	0	1
310	B¹ch Hång Tr©m	10	0	103	62	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	25	180	0	1
311	Thiªn C¬ Thóc tr©m	10	0	103	63	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	25	180	0	1
312	Thiªn La Thoa	10	0	103	64	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	25	180	0	1
313	Thiªn Phong Thóc tr©m	10	0	103	65	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	25	180	0	1
314	V©n Méng Thoa	10	0	103	66	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	25	180	0	1
315	Phi §iÓu	10	0	103	67	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	8	25	180	0	1
316	Hång Cèc	10	0	103	68	0	0	0		2	2	20	5	2	2	54	5	2	2	22	1	2	2	64	1	0	0	0		1	5	0	10	25	180	0	1
317	B¶o T­îng	10	0	103	69	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	25	180	0	1
318	Phong L«i	10	0	103	70	0	0	0		2	10	7	5	2	2	55	5	2	2	23	1	2	2	64	2	0	0	0		1	6	0	10	25	180	0	1
319	Vu Hµm	10	0	103	71	0	0	0		2	2	47	5	2	9	4	5	2	2	23	1	2	2	64	3	0	0	0		1	6	0	10	25	180	0	1
320	Tr­êng sinh	10	0	103	72	0	0	0		2	2	47	6	2	9	4	6	2	2	23	1	2	2	64	3	0	0	0		1	7	0	10	25	180	0	1
321	HiÖp ThiÕu Bè Trang	9	0	101	1	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	22	180	0	1
322	ViÔn Tóc trang	9	0	101	2	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0		0	0	0		1	1	0	2	22	180	0	1
323	Lang B× trang	9	0	101	3	0	0	0		2	2	15	4	2	9	1	4	2	2	62	1	0	0	0		0	0	0		1	1	0	4	22	180	0	1
324	Nh­ ý trang	9	0	101	4	0	0	0		2	2	15	4	2	9	1	4	2	2	62	2	0	0	0		0	0	0		1	1	0	4	22	180	0	1
325	Hæ B× trang	9	0	101	5	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	22	180	0	1
326	Khinh Gi¸p trang	9	0	101	6	0	0	0		2	2	16	4	2	9	2	4	2	2	62	3	0	0	0		0	0	0		1	1	0	4	22	180	0	1
327	D¹ Hµnh trang	9	0	101	7	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	22	180	0	1
328	Háa T­êng trang	9	0	101	8	0	0	0		2	2	18	4	2	9	3	4	2	2	21	1	2	2	62	4	0	0	0		1	2	0	6	22	180	0	1
329	XÝch L©n trang	9	0	101	9	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	22	180	0	1
330	Nh­ ý trang	9	0	101	10	0	0	0		2	2	17	4	2	2	52	4	2	2	22	1	2	2	63	1	0	0	0		1	3	0	8	22	180	0	1
331	Long B× trang	9	0	101	11	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	22	180	0	1
332	HuyÒn ¶nh trang	9	0	101	12	0	0	0		2	2	46	4	2	2	53	4	2	2	22	1	2	2	63	2	0	0	0		1	4	0	8	22	180	0	1
