C¸c lo¹i ®¹o cô	§¹o cô cô thÓ	Ph©n lo¹i chi tiÕt	Thuéc tÝnh ngò hµnh	CÊp	Ng©n l­îng	Chän	Danh väng s­ m«n	 ®ång 	Ghi nhí giao ®Þch?	Tªn ®¹o cô (®Æt cuèi cïng, kh«ng ®äc theo tr×nh tù)
2	1	434	0	1	100000		200			C¸ch ghÐp Trang kh¸ch phôc
2	1	435	0	1	800000		300			C¸ch ghÐp Hé VÖ phôc
2	1	436	0	1	6000000		4000			C¸ch ghÐp BÝ §éc y
2	1	437	0	1	100000		200			C¸ch ghÐp Thanh T©m tè y
2	1	438	0	1	800000		300			C¸ch ghÐp Th¸i Vò tè y
2	1	439	0	1	6000000		4000			C¸ch ghÐp Ph¸p V©n y
2	1	440	0	1	100000		200			C¸ch ghÐp T­ Khóc tè y
2	1	441	0	1	800000		300			C¸ch ghÐp Ph¹n ¢m tè y
2	1	442	0	1	6000000		4000			C¸ch ghÐp Ph¸p ¢m y
2	1	443	0	1	100000		200			C¸ch ghÐp ChÊp B¸t Th­êng
2	1	444	0	1	800000		300			C¸ch ghÐp Trõ Gian Th­êng
2	1	445	0	1	6000000		4000			C¸ch ghÐp Tø H¶i y
2	1	446	0	1	100000		200			C¸ch ghÐp KhiÕu Hoa y
2	1	447	0	1	800000		300			C¸ch ghÐp Trõng ¸c Th­êng
2	1	448	0	1	6000000		4000			C¸ch ghÐp Tô NghÜa Th­êng
2	1	449	0	1	100000		200			C¸ch ghÐp Thanh Tu bµo
2	1	450	0	1	800000		300			C¸ch ghÐp NhËp Qu¸n ph¸p bµo
2	1	451	0	1	6000000		4000			C¸ch ghÐp Tø T­îng ph¸p bµo
2	1	452	0	1	100000		200			C¸ch ghÐp Thanh Phong bµo
2	1	453	0	1	800000		300			C¸ch ghÐp ThiÓu D­¬ng Th­êng
2	1	454	0	1	6000000		4000			C¸ch ghÐp Linh Phong y
2	1	455	0	1	100000		200			C¸ch ghÐp Khinh Kþ gi¸p
2	1	456	0	1	800000		300			C¸ch ghÐp HiÖu óy thiÕt gi¸p
2	1	457	0	1	6000000		4000			C¸ch ghÐp Tinh Kh¶i gi¸p
2	1	458	0	1	100000		200			C¸ch ghÐp Nâ thñ gi¸p
2	1	459	0	1	800000		300			C¸ch ghÐp §« óy thiÕt gi¸p
2	1	460	0	1	6000000		4000			C¸ch ghÐp PhÊn Uy T­íng Qu©n kh¶i gi¸p
2	1	461	0	1	100000		200			C¸ch ghÐp §o¹t Ph¸ch y
2	1	462	0	1	800000		300			C¸ch ghÐp Th«i MÖnh y
2	1	463	0	1	6000000		4000			C¸ch ghÐp H¾c V« Th­êng M·nh §éc y
2	1	464	0	1	100000		200			C¸ch ghÐp §éc Tµm y
2	1	465	0	1	800000		300			C¸ch ghÐp Thùc T©m y
2	1	466	0	1	6000000		4000			C¸ch ghÐp B¹ch V« Th­êng Ngôy §éc y
0	101	201	0	4	70000					Hµnh Gi¶ trang
0	101	202	0	4	70000					Hµnh Gi¶ trang
0	101	221	0	8	5000000		4000			ChiÕn ý phôc
0	101	222	0	8	5000000		4000			ChiÕn ý phôc
0	101	301	0	4	70000					Khæ Hµnh phôc
0	101	302	0	4	70000					Khæ Hµnh phôc
0	101	321	0	8	5000000		4000			ThiÒn TÞnh phôc
0	101	322	0	8	5000000		4000			ThiÒn TÞnh phôc
0	101	401	0	4	70000					Sa Di phôc
0	101	402	0	4	70000					Sa Di phôc
0	101	421	0	8	5000000		4000			§Êu KhÝ phôc
0	101	422	0	8	5000000		4000			§Êu KhÝ phôc
0	101	601	0	4	70000					Trang Kh¸ch phôc
0	101	602	0	4	70000					Trang Kh¸ch phôc
0	101	603	0	4	70000					Trang Kh¸ch phôc
0	101	604	0	4	70000					Trang Kh¸ch phôc
0	101	621	0	8	5000000		4000			BÝ §éc trang
0	101	622	0	8	5000000		4000			BÝ §éc trang
0	101	623	0	8	5000000		4000			BÝ §éc trang
0	101	624	0	8	5000000		4000			BÝ §éc trang
0	101	801	0	4	70000					Thanh T©m tó trang
0	101	802	0	4	70000					Thanh T©m tó trang
0	101	821	0	8	5000000		4000			Ph¸p V©n phôc
0	101	822	0	8	5000000		4000			Ph¸p V©n phôc
0	101	901	0	4	70000					T­ Khóc phôc
0	101	902	0	4	70000					T­ Khóc phôc
0	101	921	0	8	5000000		4000			Ph¸p ¢m phôc
0	101	922	0	8	5000000		4000			Ph¸p ¢m phôc
0	101	1101	0	4	70000					ChÊp B¸t phôc
0	101	1102	0	4	70000					ChÊp B¸t phôc
0	101	1103	0	4	70000					ChÊp B¸t phôc
0	101	1104	0	4	70000					ChÊp B¸t phôc
0	101	1121	0	8	5000000		4000			Hµo KhÝ phôc
0	101	1122	0	8	5000000		4000			Hµo KhÝ phôc
0	101	1123	0	8	5000000		4000			Hµo KhÝ phôc
0	101	1124	0	8	5000000		4000			Hµo KhÝ phôc
0	101	1201	0	4	70000					KhiÕu Hoa Khè
0	101	1202	0	4	70000					KhiÕu Hoa Khè
0	101	1203	0	4	70000					KhiÕu Hoa Khè
0	101	1204	0	4	70000					KhiÕu Hoa Khè
0	101	1221	0	8	5000000		4000			Tô NghÜa phôc
0	101	1222	0	8	5000000		4000			Tô NghÜa phôc
0	101	1223	0	8	5000000		4000			Tô NghÜa phôc
0	101	1224	0	8	5000000		4000			Tô NghÜa phôc
0	101	1401	0	4	70000					Thanh Tu phôc
0	101	1402	0	4	70000					Thanh Tu phôc
0	101	1403	0	4	70000					Thanh Tu phôc
0	101	1404	0	4	70000					Thanh Tu phôc
0	101	1421	0	8	5000000		4000			Tø T­îng phôc
0	101	1422	0	8	5000000		4000			Tø T­îng phôc
0	101	1423	0	8	5000000		4000			Tø T­îng phôc
0	101	1424	0	8	5000000		4000			Tø T­îng phôc
0	101	1501	0	4	70000					Thanh Phong phôc
0	101	1502	0	4	70000					Thanh Phong phôc
0	101	1503	0	4	70000					Thanh Phong phôc
0	101	1504	0	4	70000					Thanh Phong phôc
0	101	1521	0	8	5000000		4000			Linh Phong phôc
0	101	1522	0	8	5000000		4000			Linh Phong phôc
0	101	1523	0	8	5000000		4000			Linh Phong phôc
0	101	1524	0	8	5000000		4000			Linh Phong phôc
0	101	1701	0	4	70000					Khinh Kþ phôc
0	101	1702	0	4	70000					Khinh Kþ phôc
0	101	1703	0	4	70000					Khinh Kþ phôc
0	101	1704	0	4	70000					Khinh Kþ phôc
0	101	1721	0	8	5000000		4000			TÞnh Gi¸p phôc
0	101	1722	0	8	5000000		4000			TÞnh Gi¸p phôc
0	101	1723	0	8	5000000		4000			TÞnh Gi¸p phôc
0	101	1724	0	8	5000000		4000			TÞnh Gi¸p phôc
0	101	1801	0	4	70000					Nâ Thñ phôc
0	101	1802	0	4	70000					Nâ Thñ phôc
0	101	1803	0	4	70000					Nâ Thñ phôc
0	101	1804	0	4	70000					Nâ Thñ phôc
0	101	1821	0	8	5000000		4000			Tinh Gi¸p phôc
0	101	1822	0	8	5000000		4000			Tinh Gi¸p phôc
0	101	1823	0	8	5000000		4000			Tinh Gi¸p phôc
0	101	1824	0	8	5000000		4000			Tinh Gi¸p phôc
0	101	2001	0	4	70000					§o¹t Ph¸ch phôc
0	101	2002	0	4	70000					§o¹t Ph¸ch phôc
0	101	2003	0	4	70000					§o¹t Ph¸ch phôc
0	101	2004	0	4	70000					§o¹t Ph¸ch phôc
0	101	2021	0	8	5000000		4000			H¾c V« Th­êng M·nh §éc
0	101	2022	0	8	5000000		4000			H¾c V« Th­êng M·nh §éc
0	101	2023	0	8	5000000		4000			H¾c V« Th­êng M·nh §éc
0	101	2024	0	8	5000000		4000			H¾c V« Th­êng M·nh §éc
0	101	2101	0	4	70000					§éc Tµm phôc
0	101	2102	0	4	70000					§éc Tµm phôc
0	101	2103	0	4	70000					§éc Tµm phôc
0	101	2104	0	4	70000					§éc Tµm phôc
0	101	2121	0	8	5000000		4000			B¹ch V« Th­êng Ngôy §éc
0	101	2122	0	8	5000000		4000			B¹ch V« Th­êng Ngôy §éc
0	101	2123	0	8	5000000		4000			B¹ch V« Th­êng Ngôy §éc
0	101	2124	0	8	5000000		4000			B¹ch V« Th­êng Ngôy §éc
0	102	211	0	6	90000		150			Hçn Nguyªn Bµn ChØ
0	102	212	0	6	90000		150			Hçn Nguyªn Bµn ChØ
0	102	311	0	6	90000		150			ThiÒn Tu Bµn ChØ
0	102	312	0	6	90000		150			ThiÒn Tu Bµn ChØ
0	102	411	0	6	90000		150			§Êu T¨ng Bµn ChØ
0	102	412	0	6	90000		150			§Êu T¨ng Bµn ChØ
0	102	611	0	6	90000		150			Hé Ph¸p Bµi
0	102	612	0	6	90000		150			Hé Ph¸p Bµi
0	102	613	0	6	90000		150			Hé Ph¸p Bµi
0	102	614	0	6	90000		150			Hé Ph¸p Bµi
0	102	811	0	6	90000		150			Th¸i Vò Giíi ChØ
0	102	812	0	6	90000		150			Th¸i Vò Giíi ChØ
0	102	911	0	6	90000		150			Ph¹n ¢m Giíi ChØ
0	102	912	0	6	90000		150			Ph¹n ¢m Giíi ChØ
0	102	1111	0	6	90000		150			Trõ Gian Béi
0	102	1112	0	6	90000		150			Trõ Gian Béi
0	102	1113	0	6	90000		150			Trõ Gian Béi
0	102	1114	0	6	90000		150			Trõ Gian Béi
0	102	1211	0	6	90000		150			Trõng ¸c Béi
0	102	1212	0	6	90000		150			Trõng ¸c Béi
0	102	1213	0	6	90000		150			Trõng ¸c Béi
0	102	1214	0	6	90000		150			Trõng ¸c Béi
0	102	1411	0	6	90000		150			NhËp Quan LÖnh
0	102	1412	0	6	90000		150			NhËp Quan LÖnh
0	102	1413	0	6	90000		150			NhËp Quan LÖnh
0	102	1414	0	6	90000		150			NhËp Quan LÖnh
0	102	1511	0	6	90000		150			ThiÓu D­¬ng Béi
0	102	1512	0	6	90000		150			ThiÓu D­¬ng Béi
0	102	1513	0	6	90000		150			ThiÓu D­¬ng Béi
0	102	1514	0	6	90000		150			ThiÓu D­¬ng Béi
0	102	1711	0	6	90000		150			HiÖu óy LÖnh
0	102	1712	0	6	90000		150			HiÖu óy LÖnh
0	102	1713	0	6	90000		150			HiÖu óy LÖnh
0	102	1714	0	6	90000		150			HiÖu óy LÖnh
0	102	1811	0	6	90000		150			§« óy LÖnh
0	102	1812	0	6	90000		150			§« óy LÖnh
0	102	1813	0	6	90000		150			§« óy LÖnh
0	102	1814	0	6	90000		150			§« óy LÖnh
0	102	2011	0	6	90000		150			Thóc MÖnh Ngäc Béi
0	102	2012	0	6	90000		150			Thóc MÖnh Ngäc Béi
0	102	2013	0	6	90000		150			Thóc MÖnh Ngäc Béi
0	102	2014	0	6	90000		150			Thóc MÖnh Ngäc Béi
0	102	2111	0	6	90000		150			Thùc T©m béi
0	102	2112	0	6	90000		150			Thùc T©m béi
0	102	2113	0	6	90000		150			Thùc T©m béi
0	102	2114	0	6	90000		150			Thùc T©m béi
2	1	395	0	1	10000		80			§¹t Ma §­êng LÖnh 1
2	1	396	0	1	500000		3000			§¹t Ma §­êng LÖnh 2
2	1	397	0	1	10000		80			La H¸n §­êng LÖnh 1
2	1	398	0	1	500000		3000			La H¸n §­êng LÖnh 2
2	1	399	0	1	10000		80			Tµng Kinh C¸c LÖnh 1
2	1	400	0	1	500000		3000			Tµng Kinh C¸c LÖnh 2
2	1	401	0	1	10000		80			Thiªn C¬ LÖnh 1
2	1	402	0	1	500000		3000			Thiªn C¬ LÖnh 2
2	1	403	0	1	10000		80			B¹ch Liªn Hoa LÖnh 1
2	1	404	0	1	500000		3000			B¹ch Liªn Hoa LÖnh 2
2	1	405	0	1	10000		80			Ngäc VËn LÖnh 1
2	1	406	0	1	500000		3000			Ngäc VËn LÖnh 2
2	1	407	0	1	10000		80			ChÊp Ph¸p tr­ëng l·o lÖnh 1
2	1	408	0	1	500000		3000			ChÊp Ph¸p tr­ëng l·o lÖnh 2
2	1	409	0	1	10000		80			Ch­ëng Bæng tr­ëng l·o lÖnh 1
2	1	410	0	1	500000		3000			Ch­ëng Bæng tr­ëng l·o lÖnh 2
2	1	411	0	1	10000		80			Ch­ëng Kinh LÖnh 1
2	1	412	0	1	500000		3000			Ch­ëng Kinh LÖnh 2
2	1	413	0	1	10000		80			Th¸i Êt LÖnh 1
2	1	414	0	1	500000		3000			Th¸i Êt LÖnh 2
2	1	415	0	1	10000		80			Long T­¬ng t­íng lÖnh 1
2	1	416	0	1	500000		3000			Long T­¬ng t­íng lÖnh 2
2	1	417	0	1	10000		80			Hæ Dùc t­íng lÖnh 1
2	1	418	0	1	500000		3000			Hæ Dùc t­íng lÖnh 2
2	1	419	0	1	10000		80			Diªm La LÖnh 1
2	1	420	0	1	500000		3000			Diªm La LÖnh 2
2	1	421	0	1	10000		80			Cæ T«n LÖnh 1
2	1	422	0	1	500000		3000			Cæ T«n LÖnh 2
2	2	467	0	8	200000					T¬ Tinh ChÕ
2	2	468	0	8	200000					H¾c Kim tinh luyÖn
0	109	133	0	1				20		§øc ý chiÕn bµo
0	109	134	0	1				20		§øc ý chiÕn bµo
0	109	135	0	1				20		§øc ý chiÕn bµo
0	109	136	0	1				20		§øc ý chiÕn bµo
0	109	137	0	1				20		Tang Ba chiÕn bµo
0	109	138	0	1				20		Tang Ba chiÕn bµo
0	109	139	0	1				20		Tang Ba chiÕn bµo
0	109	140	0	1				20		Tang Ba chiÕn bµo
0	109	141	0	1				20		A C¨n chiÕn bµo
0	109	142	0	1				20		A C¨n chiÕn bµo
0	109	143	0	1				20		A C¨n chiÕn bµo
0	109	144	0	1				20		A C¨n chiÕn bµo
0	109	145	0	1				20		BÊt DiÖt chiÕn bµo
0	109	146	0	1				20		BÊt DiÖt chiÕn bµo
0	109	147	0	1				20		BÊt DiÖt chiÕn bµo
0	109	148	0	1				20		BÊt DiÖt chiÕn bµo
0	109	149	0	1				20		TØ T¸t chiÕn bµo
0	109	150	0	1				20		TØ T¸t chiÕn bµo
0	109	151	0	1				20		TØ T¸t chiÕn bµo
0	109	152	0	1				20		TØ T¸t chiÕn bµo
0	109	153	0	1				20		¸i Phi chiÕn bµo
0	109	154	0	1				20		¸i Phi chiÕn bµo
0	109	155	0	1				20		¸i Phi chiÕn bµo
0	109	156	0	1				20		¸i Phi chiÕn bµo
0	109	157	0	1				20		Phong Xa chiÕn bµo
0	109	158	0	1				20		Phong Xa chiÕn bµo
0	109	159	0	1				20		Phong Xa chiÕn bµo
0	109	160	0	1				20		Phong Xa chiÕn bµo
0	109	161	0	1				20		§Êu Ng­u chiÕn bµo
0	109	162	0	1				20		§Êu Ng­u chiÕn bµo
0	109	163	0	1				20		§Êu Ng­u chiÕn bµo
0	109	164	0	1				20		§Êu Ng­u chiÕn bµo
0	109	165	0	1				20		Bå Quèc chiÕn bµo
0	109	166	0	1				20		Bå Quèc chiÕn bµo
0	109	167	0	1				20		Bå Quèc chiÕn bµo
0	109	168	0	1				20		Bå Quèc chiÕn bµo
0	109	169	0	1				20		TiÖp Kh¸ch chiÕn bµo
0	109	170	0	1				20		TiÖp Kh¸ch chiÕn bµo
0	109	171	0	1				20		TiÖp Kh¸ch chiÕn bµo
0	109	172	0	1				20		TiÖp Kh¸ch chiÕn bµo
2	1	509	0	1	10000					KhÕ ¦íc Th­
0	102	221	0	1	8000000		4000			Phôc Ma Kim Cang ChiÕn ý Bµn ChØ
0	102	222	0	1	8000000		4000			Phôc Ma Kim Cang ChiÕn ý Bµn ChØ
0	102	223	0	1	8000000		4000			Phôc Ma Kim Cang ChiÕn ý Giíi ChØ
0	102	224	0	1	8000000		4000			Phôc Ma Kim Cang ChiÕn ý Giíi ChØ
0	102	321	0	1	8000000		4000			TruyÒn Kinh ThiÒn TÞnh Bµn ChØ
0	102	322	0	1	8000000		4000			TruyÒn Kinh ThiÒn TÞnh Bµn ChØ
0	102	323	0	1	8000000		4000			TruyÒn Kinh ThiÒn TÞnh Ngäc Giíi ChØ
0	102	324	0	1	8000000		4000			TruyÒn Kinh ThiÒn TÞnh Ngäc Giíi ChØ
0	102	421	0	1	8000000		4000			Hé Ph¸p La H¸n §Êu KhÝ Bµn ChØ
0	102	422	0	1	8000000		4000			Hé Ph¸p La H¸n §Êu KhÝ Bµn ChØ
0	102	423	0	1	8000000		4000			Hé Ph¸p La H¸n §Êu KhÝ Giíi ChØ
0	102	424	0	1	8000000		4000			Hé Ph¸p La H¸n §Êu KhÝ Giíi ChØ
0	102	621	0	1	8000000		4000			BÝ §éc Béi
0	102	622	0	1	8000000		4000			BÝ §éc Béi
0	102	623	0	1	8000000		4000			BÝ §éc Béi
0	102	624	0	1	8000000		4000			BÝ §éc Béi
0	102	625	0	1	8000000		4000			BÝ §éc ChØ Hoµn
0	102	626	0	1	8000000		4000			BÝ §éc ChØ Hoµn
0	102	627	0	1	8000000		4000			BÝ §éc ChØ Hoµn
0	102	628	0	1	8000000		4000			BÝ §éc ChØ Hoµn
0	102	821	0	1	8000000		4000			Tö Tróc Sø Ph¸p V©n Giíi
0	102	822	0	1	8000000		4000			Tö Tróc Sø Ph¸p V©n Giíi
0	102	823	0	1	8000000		4000			Tö Tróc Sø Ph¸p V©n Giíi
0	102	824	0	1	8000000		4000			Tö Tróc Sø Ph¸p V©n Giíi
0	102	921	0	1	8000000		4000			H¶i NguyÖt Sø Ph¸p ¢m Ngäc Giíi ChØ
0	102	922	0	1	8000000		4000			H¶i NguyÖt Sø Ph¸p ¢m Ngäc Giíi ChØ
0	102	923	0	1	8000000		4000			H¶i NguyÖt Sø Ph¸p ¢m Thóy Giíi ChØ
0	102	924	0	1	8000000		4000			H¶i NguyÖt Sø Ph¸p ¢m Thóy Giíi ChØ
0	102	1121	0	1	8000000		4000			Tø H¶i HiÖp Hµo KhÝ Ngäc Béi
0	102	1122	0	1	8000000		4000			Tø H¶i HiÖp Hµo KhÝ Ngäc Béi
0	102	1123	0	1	8000000		4000			Tø H¶i HiÖp Hµo KhÝ Ngäc Béi
0	102	1124	0	1	8000000		4000			Tø H¶i HiÖp Hµo KhÝ Ngäc Béi
0	102	1125	0	1	8000000		4000			Tø H¶i HiÖp Hµo KhÝ Giíi ChØ
0	102	1126	0	1	8000000		4000			Tø H¶i HiÖp Hµo KhÝ Giíi ChØ
0	102	1127	0	1	8000000		4000			Tø H¶i HiÖp Hµo KhÝ Giíi ChØ
0	102	1128	0	1	8000000		4000			Tø H¶i HiÖp Hµo KhÝ Giíi ChØ
0	102	1221	0	1	8000000		4000			B¸t §¹i §Ö Tö Tô NghÜa Ngäc Béi
0	102	1222	0	1	8000000		4000			B¸t §¹i §Ö Tö Tô NghÜa Ngäc Béi
0	102	1223	0	1	8000000		4000			B¸t §¹i §Ö Tö Tô NghÜa Ngäc Béi
0	102	1224	0	1	8000000		4000			B¸t §¹i §Ö Tö Tô NghÜa Ngäc Béi
0	102	1225	0	1	8000000		4000			B¸t §¹i §Ö Tö Tô NghÜa Giíi ChØ
0	102	1226	0	1	8000000		4000			B¸t §¹i §Ö Tö Tô NghÜa Giíi ChØ
0	102	1227	0	1	8000000		4000			B¸t §¹i §Ö Tö Tô NghÜa Giíi ChØ
0	102	1228	0	1	8000000		4000			B¸t §¹i §Ö Tö Tô NghÜa Giíi ChØ
0	102	1421	0	1	8000000		4000			V« Ng· Tø T­îng Giíi ChØ
0	102	1422	0	1	8000000		4000			V« Ng· Tø T­îng Giíi ChØ
0	102	1423	0	1	8000000		4000			V« Ng· Tø T­îng Giíi ChØ
0	102	1424	0	1	8000000		4000			V« Ng· Tø T­îng Giíi ChØ
0	102	1425	0	1	8000000		4000			V« Ng· Tø T­îng ChØ Hoµn
0	102	1426	0	1	8000000		4000			V« Ng· Tø T­îng ChØ Hoµn
0	102	1427	0	1	8000000		4000			V« Ng· Tø T­îng ChØ Hoµn
0	102	1428	0	1	8000000		4000			V« Ng· Tø T­îng ChØ Hoµn
0	102	1521	0	1	8000000		4000			Nhµn V©n HiÖp §¹o Linh Phong ChØ
0	102	1522	0	1	8000000		4000			Nhµn V©n HiÖp §¹o Linh Phong ChØ
0	102	1523	0	1	8000000		4000			Nhµn V©n HiÖp §¹o Linh Phong ChØ
0	102	1524	0	1	8000000		4000			Nhµn V©n HiÖp §¹o Linh Phong ChØ
0	102	1525	0	1	8000000		4000			Nhµn V©n HiÖp §¹o Linh Phong Hoµn
0	102	1526	0	1	8000000		4000			Nhµn V©n HiÖp §¹o Linh Phong Hoµn
0	102	1527	0	1	8000000		4000			Nhµn V©n HiÖp §¹o Linh Phong Hoµn
0	102	1528	0	1	8000000		4000			Nhµn V©n HiÖp §¹o Linh Phong Hoµn
0	102	1721	0	1	8000000		4000			PhÊn Vò T­íng Qu©n LÖnh Phï
0	102	1722	0	1	8000000		4000			PhÊn Vò T­íng Qu©n LÖnh Phï
0	102	1723	0	1	8000000		4000			PhÊn Vò T­íng Qu©n LÖnh Phï
0	102	1724	0	1	8000000		4000			PhÊn Vò T­íng Qu©n LÖnh Phï
0	102	1725	0	1	8000000		4000			PhÊn Vò T­íng Qu©n HiÖu Kú
0	102	1726	0	1	8000000		4000			PhÊn Vò T­íng Qu©n HiÖu Kú
0	102	1727	0	1	8000000		4000			PhÊn Vò T­íng Qu©n HiÖu Kú
0	102	1728	0	1	8000000		4000			PhÊn Vò T­íng Qu©n HiÖu Kú
0	102	1821	0	1	8000000		4000			PhÊn Oai T­íng Qu©n LÖnh Phï
0	102	1822	0	1	8000000		4000			PhÊn Oai T­íng Qu©n LÖnh Phï
0	102	1823	0	1	8000000		4000			PhÊn Oai T­íng Qu©n LÖnh Phï
0	102	1824	0	1	8000000		4000			PhÊn Oai T­íng Qu©n LÖnh Phï
0	102	1825	0	1	8000000		4000			PhÊn Oai T­íng Qu©n HiÖu Kú
0	102	1826	0	1	8000000		4000			PhÊn Oai T­íng Qu©n HiÖu Kú
0	102	1827	0	1	8000000		4000			PhÊn Oai T­íng Qu©n HiÖu Kú
0	102	1828	0	1	8000000		4000			PhÊn Oai T­íng Qu©n HiÖu Kú
0	102	2021	0	1	8000000		4000			H¾c V« Th­êng M·nh §éc HuyÕt Béi
0	102	2022	0	1	8000000		4000			H¾c V« Th­êng M·nh §éc HuyÕt Béi
0	102	2023	0	1	8000000		4000			H¾c V« Th­êng M·nh §éc HuyÕt Béi
0	102	2024	0	1	8000000		4000			H¾c V« Th­êng M·nh §éc HuyÕt Béi
0	102	2025	0	1	8000000		4000			H¾c V« Th­êng_M·nh §éc H¾c Giíi
0	102	2026	0	1	8000000		4000			H¾c V« Th­êng_M·nh §éc H¾c Giíi
0	102	2027	0	1	8000000		4000			H¾c V« Th­êng_M·nh §éc H¾c Giíi
0	102	2028	0	1	8000000		4000			H¾c V« Th­êng_M·nh §éc H¾c Giíi
0	102	2121	0	1	8000000		4000			Quû §éc HuyÕt Béi
0	102	2122	0	1	8000000		4000			Quû §éc HuyÕt Béi
0	102	2123	0	1	8000000		4000			Quû §éc HuyÕt Béi
0	102	2124	0	1	8000000		4000			Quû §éc HuyÕt Béi
0	102	2125	0	1	8000000		4000			B¹ch V« Th­êng_Quû §éc H¾c Giíi
0	102	2126	0	1	8000000		4000			B¹ch V« Th­êng_Quû §éc H¾c Giíi
0	102	2127	0	1	8000000		4000			B¹ch V« Th­êng_Quû §éc H¾c Giíi
0	102	2128	0	1	8000000		4000			B¹ch V« Th­êng_Quû §éc H¾c Giíi
2	1	510	0	1	1			0		B¶o §ao T©y Vùc
2	1	511	0	1	1			0		Hé UyÓn l«ng L¹c §µ
2	1	512	0	1	1			0		¸m Yªn Nguyªn Th¹ch
2	1	513	0	1	1			0		¢m Ph¸ch Nguyªn Th¹ch
2	1	514	0	1	1			0		Tinh Kim T©y Vùc
2	1	515	0	1	1			0		Trøng §¹i Bµng
2	1	516	0	1	1			0		TuyÕt Tinh Nguyªn Th¹ch
2	1	517	0	1	1			0		Hæ Ph¸ch Nguyªn Th¹ch
2	1	518	0	1	1			0		L«ng §¹i Bµng
2	1	519	0	1	1			0		D¹ Quang B«i
2	1	520	0	1	1			0		Thanh Kim Nguyªn Th¹ch
2	1	521	0	1	1			0		L«ng l¹c ®µ
2	1	522	0	1	1			0		Linh d­îc T©y Vùc
2	1	523	0	1	1			0		Kim Cang Nguyªn Th¹ch
2	1	524	0	1	1			0		ThÞt l¹c ®µ
2	1	525	0	1	1			0		Lôc Trô Nguyªn Th¹ch
2	0	515	0	1	800000					Kh¸nh §iÓn diÖm háa
2	0	519	0	1	50000					Ng.liÖu chÝnh 2
2	0	520	0	1	50000					Ng.liÖu chÝnh 3
2	0	521	0	1	1000					Ng.liÖu phô 1
2	0	522	0	1	1000					Ng.liÖu phô 2
2	0	523	0	1	1000					Ng.liÖu phô 3
2	0	524	0	1	1000					Than nhiÖt ®é cao
2	0	525	0	1	1000					Than nhiÖt ®é thÊp
0	200	36	0	1	500			0		Ph­¬ng sÜ khÝ
0	200	37	0	1	5200			0		ThuËt sÜ khÝ
2	17	1	0	1	100	100		0		Cæ trïng
2	3	220	0	1	300			0		Trung tuyÕt cÇu
2	3	217	0	1	500			0		§¹n trung tuyÕt cÇu
2	1	1071	0	1	10000000		4000			Phôc Ma Kim Cang ChiÕn ý §ao Phæ
2	1	1072	0	1	10000000		4000			Phôc Ma Kim Cang ChiÕn ý C«n Phæ
2	1	1073	0	1	10000000		4000			TruyÒn Kinh Ph¸p S­ Tr­îng Phæ
2	1	1074	0	1	10000000		4000			Hé Ph¸p La H¸n §Êu KhÝ Thñ Phæ
2	1	1075	0	1	10000000		4000			BÝ §éc Ch©m Phæ
2	1	1076	0	1	10000000		4000			Tö Tróc Sø Ph¸p V©n KiÕm Phæ
2	1	1077	0	1	10000000		4000			H¶i NguyÖt Sø Ph¸p ¢m CÇm Phæ
2	1	1078	0	1	10000000		4000			Tø H¶i HiÖp Hµo KhÝ Thñ Phæ
2	1	1079	0	1	10000000		4000			B¸t §¹i §Ö Tö Tô NghÜa Bæng Phæ
2	1	1080	0	1	10000000		4000			V« Ng· §¹o Nh©n Ph¸p KiÕm Phæ
2	1	1081	0	1	10000000		4000			Nhµn V©n HiÖp §¹o  ThÝch Phæ
2	1	1082	0	1	10000000		4000			PhÊn Vâ T­íng Qu©n Th­¬ng Phæ
2	1	1083	0	1	10000000		4000			PhÊn Uy T­íng Qu©n Cung Phæ
2	1	1084	0	1	10000000		4000			H¾c V« Th­êng M·nh §éc §ao Phæ
2	1	1085	0	1	10000000		4000			B¹ch V« Th­êng Ngôy §éc Tr¶o Phæ
2	1	2003	0	1	1000					Thiªn Nguyªn Th¹ch (H¹)
2	1	2004	0	1	10000					Thiªn Nguyªn Th¹ch (Trung)
2	1	2005	0	1	1000000					Thiªn Nguyªn Th¹ch (Th­îng)
2	1	2006	0	1	1000					§Þa Nguyªn Th¹ch (H¹)
2	1	2007	0	1	10000					§Þa Nguyªn Th¹ch (Trung)
2	1	2008	0	1	1000000					§Þa Nguyªn Th¹ch (Th­îng)
2	1	2009	0	1	1000					Nh©n Nguyªn Th¹ch (H¹)
2	1	2010	0	1	10000					Nh©n Nguyªn Th¹ch (Trung)
2	1	2011	0	1	1000000					Nh©n Nguyªn Th¹ch (Th­îng)
1	5	5	0	1	500			0		Ph­îng T­êng håi thµnh phï
2	1	912	0	1	1000					Tô linh phï chØ
0	103	231	0	8	0		10000			Trang bÞ s­ m«n 4
0	100	231	0	8	0		10000			
0	101	231	0	8	0		10000			
0	102	231	0	8	0		10000			
0	102	235	0	8	0		10000			
0	3	231	0	8	0		10000			
0	5	231	0	8	0		10000			
0	103	232	0	8	0		10000			
0	100	232	0	8	0		10000			
0	101	232	0	8	0		10000			
0	102	232	0	8	0		10000			
0	102	236	0	8	0		10000			
0	3	232	0	8	0		10000			
0	5	232	0	8	0		10000			
0	103	331	0	8	0		10000			
0	100	331	0	8	0		10000			
