Sè trang bŞ	Tªn trang bŞ	Sè hiÖu thuéc tİnh 1: 	§¼ng cÊp thuéc tİnh 1: 	Sè hiÖu thuéc tİnh 2: 	§¼ng cÊp thuéc tİnh 2: 	Sè hiÖu thuéc tİnh 3: 	§¼ng cÊp thuéc tİnh 3: 	Sè hiÖu thuéc tİnh 4: 	§¼ng cÊp thuéc tİnh 4: 	Sè hiÖu thuéc tİnh 5: 	§¼ng cÊp thuéc tİnh 5: 	M· sè 6 thuéc tİnh 	§»ng cÊp 6 thuéc tİnh	M· sè 7 thuéc tİnh 	§»ng cÊp 7 thuéc tİnh	M· sè 8 thuéc tİnh 	§»ng cÊp 8 thuéc tİnh	Mµu s¾c trang bŞ
145	Thiªn NghÜa																	<color=Gold>
146	Thiªn M«n																	<color=Purple>
147	Thiªn M«n																	<color=Purple>
148	Tinh Kh¾c																	<color=Purple>
149	Tinh Kh¾c																	<color=Purple>
150	Thiªn NghÜa																	<color=Gold>
151	Thiªn NghÜa																	<color=Gold>
152	Thiªn M«n																	<color=Purple>
153	Tinh Kh¾c																	<color=Purple>
154	Thiªn NghÜa																	<color=Gold>
155	Thiªn M«n																	<color=Purple>
156	Thiªn M«n																	<color=Purple>
157	Tinh Kh¾c																	<color=Purple>
158	Tinh Kh¾c																	<color=Purple>
159	Thiªn NghÜa																	<color=Gold>
160	Thiªn NghÜa																	<color=Gold>
161	Thiªn M«n																	<color=Purple>
162	Tinh Kh¾c																	<color=Purple>
163	Thiªn NghÜa																	<color=Gold>
164	Thiªn M«n																	<color=Purple>
165	Tinh Kh¾c																	<color=Purple>
166	Thiªn NghÜa																	<color=Gold>
167	Thiªn M«n Thñy Háa Trang	495	1	329	2													<color=Purple>
168	Thiªn M«n NhËt NguyÖt Trang	495	1	329	3													<color=Purple>
169	Thiªn M«n ¢m D­¬ng Trang	495	1	329	4													<color=Gold>
170	Thiªn M«n Thñy Háa Trang	495	1	329	2													<color=Purple>
171	Thiªn M«n NhËt NguyÖt Trang	495	1	329	3													<color=Purple>
172	Thiªn M«n ¢m D­¬ng Trang	495	1	329	4													<color=Gold>
173	Thiªn M«n Thñy Háa Trang	495	1	329	2													<color=Purple>
174	Thiªn M«n NhËt NguyÖt Trang	495	1	329	3													<color=Purple>
175	Thiªn M«n ¢m D­¬ng Trang	495	1	329	4													<color=Gold>
177	Kh«ng																	
178	Cöu Ch©u-L­u Ly Giíi §ao	530	1	681	3													<color=Gold>
179	Cöu Ch©u-L«i ¢m Nang Thñ	534	1	681	3													<color=Gold>
180	Cöu Ch©u-Kinh L«i ThiÒn Tr­îng	532	1	681	3													<color=Gold>
181	Cöu Ch©u-¢m D­¬ng Xuyªn ¶nh	536	1	681	3													<color=Gold>
182	Cöu Ch©u-Tõ Hµn ¢m KiÕm	538	1	681	3													<color=Gold>
183	Cöu Ch©u-Cöu Hoµn Bèi CÇm	540	1	681	3													<color=Gold>
184	Cöu Ch©u-Quy L©n Hé Thñ	542	1	681	3													<color=Gold>
185	Cöu Ch©u-TrÊn Ng¹o C«n	544	1	681	3													<color=Gold>
186	Cöu Ch©u-ThuÇn Phong KiÕm	546	1	681	3													<color=Gold>
187	Cöu Ch©u-Tinh §Èu ChuyÓn Bót	548	1	681	3													<color=Gold>
188	Cöu Ch©u-Ph¸ Qu©n TrËn Th­¬ng	550	1	681	3													<color=Gold>
189	Cöu Ch©u-Truy MÖnh Cung	552	1	681	3													<color=Gold>
190	Cöu Ch©u-ThiÖp Cèt HuyÕt §ao	554	1	681	3													<color=Gold>
191	Cöu Ch©u-LuyÖn Hån HuyÕt Tr¶o	557	1	681	3													<color=Gold>
192	Cöu Ch©u-Ngù Thiªn Phong KiÕm	588	1	681	3													<color=Gold>
193	Cöu Ch©u-ThÇn DiÖm Thiªn §ao	592	1	681	3													<color=Gold>
194	Cöu Ch©u-ThÇn Phong Ph¸n Bót	596	1	681	3													<color=Gold>
195	Cöu Ch©u-ThÇn Linh Chó Tr¶o	600	1	681	3													<color=Gold>
196	Cöu Ch©u-Linh Lung Chi	604	1	681	3													<color=Gold>
197	Cöu Ch©u-Cöu Tiªu S¸o	608	1	681	3													<color=Gold>
198	Long ®»ng tø h¶i	653	4	329	6													<color=Gold>
199	Long ®»ng tø h¶i	653	4	329	6													<color=Gold>
200	Long ®»ng tø h¶i	653	4	329	6													<color=Gold>
201	Long ®»ng tø h¶i	653	4	329	6													<color=Gold>
202	Phông Vò Cöu Thiªn Qu¸n	653	4	329	6													<color=Gold>
203	Phông Vò Cöu Thiªn Qu¸n	653	4	329	6													<color=Gold>
204	Phông Vò Cöu Thiªn Qu¸n	653	4	329	6													<color=Gold>
205	Phông Vò Cöu Thiªn Qu¸n	653	4	329	6													<color=Gold>
206	H¹o NguyÖt	481	3															<color=Purple>
207	DiÖu D­¬ng	476	1															<color=Gold>
228	H¹o NguyÖt	841	2															<color=Gold>
229	DiÖu D­¬ng	841	2															<color=Gold>
230	H¹o NguyÖt-§é N¹n T«n Gi¶																	<color=Gold>
231	H¹o NguyÖt-§é N¹n T«n Gi¶																	<color=Gold>
232	H¹o NguyÖt-§é KiÕp T«n Gi¶																	<color=Gold>
233	H¹o NguyÖt-§é KiÕp T«n Gi¶																	<color=Gold>
234	H¹o NguyÖt-§é ¸ch T«n Gi¶																	<color=Gold>
235	H¹o NguyÖt-§é ¸ch T«n Gi¶																	<color=Gold>
236	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
237	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
238	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
239	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
240	H¹o NguyÖt-PhËt V©n Th¸nh C«																	<color=Gold>
241	H¹o NguyÖt-PhËt V©n Th¸nh C«																	<color=Gold>
242	H¹o NguyÖt-PhËt TrÇn Th¸nh C«																	<color=Gold>
243	H¹o NguyÖt-PhËt TrÇn Th¸nh C«																	<color=Gold>
244	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
245	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
246	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
247	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
248	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
249	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
250	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
251	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
252	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
253	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
254	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
255	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
256	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
257	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
258	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
259	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
260	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
261	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
262	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
263	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
264	H¹o NguyÖt-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
265	H¹o NguyÖt-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
266	H¹o NguyÖt-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
267	H¹o NguyÖt-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
268	H¹o NguyÖt-Quû Xóc Tµ ThÇn																	<color=Gold>
269	H¹o NguyÖt-Quû Xóc Tµ ThÇn																	<color=Gold>
270	H¹o NguyÖt-Quû Xóc Tµ ThÇn																	<color=Gold>
271	H¹o NguyÖt-Quû Xóc Tµ ThÇn																	<color=Gold>
272	H¹o NguyÖt-Vu Cèt §éc V­¬ng																	<color=Gold>
273	H¹o NguyÖt-Vu Cèt §éc V­¬ng																	<color=Gold>
274	H¹o NguyÖt-Vu Cèt §éc V­¬ng																	<color=Gold>
275	H¹o NguyÖt-Vu Cèt §éc V­¬ng																	<color=Gold>
276	H¹o NguyÖt-BÊt §éng Ch©n Tiªn																	<color=Gold>
277	H¹o NguyÖt-BÊt §éng Ch©n Tiªn																	<color=Gold>
278	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
279	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
280	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
281	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
282	H¹o NguyÖt-Cöu Thiªn Quû Phï																	<color=Gold>
283	H¹o NguyÖt-Cöu Thiªn Quû Phï																	<color=Gold>
284	H¹o NguyÖt-Cöu Thiªn Quû Phï																	<color=Gold>
285	H¹o NguyÖt-Cöu Thiªn Quû Phï																	<color=Gold>
286	H¹o NguyÖt-Ma ¶nh ThÇn T«ng																	<color=Gold>
287	H¹o NguyÖt-Ma ¶nh ThÇn T«ng																	<color=Gold>
288	H¹o NguyÖt-Ma ¶nh ThÇn T«ng																	<color=Gold>
289	H¹o NguyÖt-Ma ¶nh ThÇn T«ng																	<color=Gold>
290	H¹o NguyÖt-Tª V©n Tiªn Tö																	<color=Gold>
291	H¹o NguyÖt-Tª V©n Tiªn Tö																	<color=Gold>
292	H¹o NguyÖt-Phi H¹ Tiªn Tö																	<color=Gold>
293	H¹o NguyÖt-Phi H¹ Tiªn Tö																	<color=Gold>
294	DiÖu D­¬ng-§é N¹n T«n Gi¶																	<color=Gold>
295	DiÖu D­¬ng-§é N¹n T«n Gi¶																	<color=Gold>
296	DiÖu D­¬ng-§é KiÕp T«n Gi¶																	<color=Gold>
297	DiÖu D­¬ng-§é KiÕp T«n Gi¶																	<color=Gold>
298	DiÖu D­¬ng-§é ¸ch T«n Gi¶																	<color=Gold>
299	DiÖu D­¬ng-§é ¸ch T«n Gi¶																	<color=Gold>
300	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
301	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
302	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
303	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
304	DiÖu D­¬ng-PhËt V©n Th¸nh C«																	<color=Gold>
305	DiÖu D­¬ng-PhËt V©n Th¸nh C«																	<color=Gold>
306	DiÖu D­¬ng-PhËt TrÇn Th¸nh C«																	<color=Gold>
307	DiÖu D­¬ng-PhËt TrÇn Th¸nh C«																	<color=Gold>
308	DiÖu D­¬ng-Trôc Phông Thiªn C¸i																	<color=Gold>
309	DiÖu D­¬ng-Trôc Phông Thiªn C¸i																	<color=Gold>
310	DiÖu D­¬ng-Trôc Phông Thiªn C¸i																	<color=Gold>
311	DiÖu D­¬ng-Trôc Phông Thiªn C¸i																	<color=Gold>
312	DiÖu D­¬ng-Du Long §Şa KhÊt																	<color=Gold>
313	DiÖu D­¬ng-Du Long §Şa KhÊt																	<color=Gold>
314	DiÖu D­¬ng-Du Long §Şa KhÊt																	<color=Gold>
315	DiÖu D­¬ng-Du Long §Şa KhÊt																	<color=Gold>
316	DiÖu D­¬ng-V« Cùc Thiªn T«n																	<color=Gold>
317	DiÖu D­¬ng-V« Cùc Thiªn T«n																	<color=Gold>
318	DiÖu D­¬ng-V« Cùc Thiªn T«n																	<color=Gold>
319	DiÖu D­¬ng-V« Cùc Thiªn T«n																	<color=Gold>
320	DiÖu D­¬ng-Bİch L¹c Thiªn T«n																	<color=Gold>
321	DiÖu D­¬ng-Bİch L¹c Thiªn T«n																	<color=Gold>
322	DiÖu D­¬ng-Bİch L¹c Thiªn T«n																	<color=Gold>
323	DiÖu D­¬ng-Bİch L¹c Thiªn T«n																	<color=Gold>
324	DiÖu D­¬ng-C¶m Thiªn §Êu Hån																	<color=Gold>
325	DiÖu D­¬ng-C¶m Thiªn §Êu Hån																	<color=Gold>
326	DiÖu D­¬ng-C¶m Thiªn §Êu Hån																	<color=Gold>
327	DiÖu D­¬ng-C¶m Thiªn §Êu Hån																	<color=Gold>
328	DiÖu D­¬ng-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
329	DiÖu D­¬ng-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
330	DiÖu D­¬ng-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
331	DiÖu D­¬ng-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
332	DiÖu D­¬ng-Quû Xóc Tµ ThÇn																	<color=Gold>
333	DiÖu D­¬ng-Quû Xóc Tµ ThÇn																	<color=Gold>
334	DiÖu D­¬ng-Quû Xóc Tµ ThÇn																	<color=Gold>
335	DiÖu D­¬ng-Quû Xóc Tµ ThÇn																	<color=Gold>
336	DiÖu D­¬ng-Vu Cèt §éc V­¬ng																	<color=Gold>
337	DiÖu D­¬ng-Vu Cèt §éc V­¬ng																	<color=Gold>
338	DiÖu D­¬ng-Vu Cèt §éc V­¬ng																	<color=Gold>
339	DiÖu D­¬ng-Vu Cèt §éc V­¬ng																	<color=Gold>
340	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn																	<color=Gold>
341	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn																	<color=Gold>
342	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
343	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
344	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
345	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
346	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
347	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
348	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
349	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
350	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
351	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
352	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
353	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
354	DiÖu D­¬ng-Tª V©n Tiªn Tö																	<color=Gold>
355	DiÖu D­¬ng-Tª V©n Tiªn Tö																	<color=Gold>
356	DiÖu D­¬ng-Phi H¹ Tiªn Tö																	<color=Gold>
357	DiÖu D­¬ng-Phi H¹ Tiªn Tö																	<color=Gold>
358	H¹o NguyÖt-§é N¹n T«n Gi¶																	<color=Gold>
359	H¹o NguyÖt-§é N¹n T«n Gi¶																	<color=Gold>
360	H¹o NguyÖt-§é KiÕp T«n Gi¶																	<color=Gold>
361	H¹o NguyÖt-§é KiÕp T«n Gi¶																	<color=Gold>
362	H¹o NguyÖt-§é ¸ch T«n Gi¶																	<color=Gold>
363	H¹o NguyÖt-§é ¸ch T«n Gi¶																	<color=Gold>
364	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
365	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
366	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
367	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
368	H¹o NguyÖt-PhËt V©n Th¸nh C«																	<color=Gold>
369	H¹o NguyÖt-PhËt V©n Th¸nh C«																	<color=Gold>
370	H¹o NguyÖt-PhËt TrÇn Th¸nh C«																	<color=Gold>
371	H¹o NguyÖt-PhËt TrÇn Th¸nh C«																	<color=Gold>
372	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
373	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
374	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
375	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
376	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
377	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
378	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
379	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
380	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
381	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
382	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
383	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
384	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
385	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
386	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
387	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
388	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
389	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
390	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
391	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
392	H¹o NguyÖt-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
393	H¹o NguyÖt-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
394	H¹o NguyÖt-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
395	H¹o NguyÖt-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
396	H¹o NguyÖt-Quû Xóc Tµ ThÇn																	<color=Gold>
397	H¹o NguyÖt-Quû Xóc Tµ ThÇn																	<color=Gold>
398	H¹o NguyÖt-Quû Xóc Tµ ThÇn																	<color=Gold>
399	H¹o NguyÖt-Quû Xóc Tµ ThÇn																	<color=Gold>
400	H¹o NguyÖt-Vu Cèt §éc V­¬ng																	<color=Gold>
401	H¹o NguyÖt-Vu Cèt §éc V­¬ng																	<color=Gold>
402	H¹o NguyÖt-Vu Cèt §éc V­¬ng																	<color=Gold>
403	H¹o NguyÖt-Vu Cèt §éc V­¬ng																	<color=Gold>
404	H¹o NguyÖt-BÊt §éng Ch©n Tiªn																	<color=Gold>
405	H¹o NguyÖt-BÊt §éng Ch©n Tiªn																	<color=Gold>
406	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
407	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
408	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
409	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
410	H¹o NguyÖt-Cöu Thiªn Quû Phï																	<color=Gold>
411	H¹o NguyÖt-Cöu Thiªn Quû Phï																	<color=Gold>
412	H¹o NguyÖt-Cöu Thiªn Quû Phï																	<color=Gold>
413	H¹o NguyÖt-Cöu Thiªn Quû Phï																	<color=Gold>
414	H¹o NguyÖt-Ma ¶nh ThÇn T«ng																	<color=Gold>
415	H¹o NguyÖt-Ma ¶nh ThÇn T«ng																	<color=Gold>
416	H¹o NguyÖt-Ma ¶nh ThÇn T«ng																	<color=Gold>
417	H¹o NguyÖt-Ma ¶nh ThÇn T«ng																	<color=Gold>
418	H¹o NguyÖt-Tª V©n Tiªn Tö																	<color=Gold>
419	H¹o NguyÖt-Tª V©n Tiªn Tö																	<color=Gold>
420	H¹o NguyÖt-Phi H¹ Tiªn Tö																	<color=Gold>
421	H¹o NguyÖt-Phi H¹ Tiªn Tö																	<color=Gold>
422	DiÖu D­¬ng-§é N¹n T«n Gi¶																	<color=Gold>
423	DiÖu D­¬ng-§é N¹n T«n Gi¶																	<color=Gold>
424	DiÖu D­¬ng-§é KiÕp T«n Gi¶																	<color=Gold>
425	DiÖu D­¬ng-§é KiÕp T«n Gi¶																	<color=Gold>
426	DiÖu D­¬ng-§é ¸ch T«n Gi¶																	<color=Gold>
427	DiÖu D­¬ng-§é ¸ch T«n Gi¶																	<color=Gold>
428	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
429	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
430	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
431	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
432	DiÖu D­¬ng-PhËt V©n Th¸nh C«																	<color=Gold>
433	DiÖu D­¬ng-PhËt V©n Th¸nh C«																	<color=Gold>
434	DiÖu D­¬ng-PhËt TrÇn Th¸nh C«																	<color=Gold>
435	DiÖu D­¬ng-PhËt TrÇn Th¸nh C«																	<color=Gold>
436	DiÖu D­¬ng-Trôc Phông Thiªn C¸i																	<color=Gold>
437	DiÖu D­¬ng-Trôc Phông Thiªn C¸i																	<color=Gold>
438	DiÖu D­¬ng-Trôc Phông Thiªn C¸i																	<color=Gold>
439	DiÖu D­¬ng-Trôc Phông Thiªn C¸i																	<color=Gold>
440	DiÖu D­¬ng-Du Long §Şa KhÊt																	<color=Gold>
441	DiÖu D­¬ng-Du Long §Şa KhÊt																	<color=Gold>
442	DiÖu D­¬ng-Du Long §Şa KhÊt																	<color=Gold>
443	DiÖu D­¬ng-Du Long §Şa KhÊt																	<color=Gold>
444	DiÖu D­¬ng-V« Cùc Thiªn T«n																	<color=Gold>
445	DiÖu D­¬ng-V« Cùc Thiªn T«n																	<color=Gold>
446	DiÖu D­¬ng-V« Cùc Thiªn T«n																	<color=Gold>
447	DiÖu D­¬ng-V« Cùc Thiªn T«n																	<color=Gold>
448	DiÖu D­¬ng-Bİch L¹c Thiªn T«n																	<color=Gold>
449	DiÖu D­¬ng-Bİch L¹c Thiªn T«n																	<color=Gold>
450	DiÖu D­¬ng-Bİch L¹c Thiªn T«n																	<color=Gold>
451	DiÖu D­¬ng-Bİch L¹c Thiªn T«n																	<color=Gold>
452	DiÖu D­¬ng-C¶m Thiªn §Êu Hån																	<color=Gold>
453	DiÖu D­¬ng-C¶m Thiªn §Êu Hån																	<color=Gold>
454	DiÖu D­¬ng-C¶m Thiªn §Êu Hån																	<color=Gold>
455	DiÖu D­¬ng-C¶m Thiªn §Êu Hån																	<color=Gold>
456	DiÖu D­¬ng-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
457	DiÖu D­¬ng-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
458	DiÖu D­¬ng-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
459	DiÖu D­¬ng-§Şnh Thiªn ThÇn NghÖ																	<color=Gold>
460	DiÖu D­¬ng-Quû Xóc Tµ ThÇn																	<color=Gold>
461	DiÖu D­¬ng-Quû Xóc Tµ ThÇn																	<color=Gold>
462	DiÖu D­¬ng-Quû Xóc Tµ ThÇn																	<color=Gold>
463	DiÖu D­¬ng-Quû Xóc Tµ ThÇn																	<color=Gold>
464	DiÖu D­¬ng-Vu Cèt §éc V­¬ng																	<color=Gold>
465	DiÖu D­¬ng-Vu Cèt §éc V­¬ng																	<color=Gold>
466	DiÖu D­¬ng-Vu Cèt §éc V­¬ng																	<color=Gold>
467	DiÖu D­¬ng-Vu Cèt §éc V­¬ng																	<color=Gold>
468	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn																	<color=Gold>
469	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn																	<color=Gold>
470	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
471	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
472	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
473	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn																	<color=Gold>
474	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
475	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
476	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
477	DiÖu D­¬ng-Cöu Thiªn Quû Phï																	<color=Gold>
478	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
479	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
480	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
481	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng																	<color=Gold>
482	DiÖu D­¬ng-Tª V©n Tiªn Tö																	<color=Gold>
483	DiÖu D­¬ng-Tª V©n Tiªn Tö																	<color=Gold>
484	DiÖu D­¬ng-Phi H¹ Tiªn Tö																	<color=Gold>
485	DiÖu D­¬ng-Phi H¹ Tiªn Tö																	<color=Gold>
486	H¹o NguyÖt-§é N¹n T«n Gi¶																	<color=Gold>
487	H¹o NguyÖt-§é N¹n T«n Gi¶																	<color=Gold>
488	H¹o NguyÖt-§é KiÕp T«n Gi¶																	<color=Gold>
489	H¹o NguyÖt-§é KiÕp T«n Gi¶																	<color=Gold>
490	H¹o NguyÖt-§é ¸ch T«n Gi¶																	<color=Gold>
491	H¹o NguyÖt-§é ¸ch T«n Gi¶																	<color=Gold>
492	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
493	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
494	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
495	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ																	<color=Gold>
496	H¹o NguyÖt-PhËt V©n Th¸nh C«																	<color=Gold>
497	H¹o NguyÖt-PhËt V©n Th¸nh C«																	<color=Gold>
498	H¹o NguyÖt-PhËt TrÇn Th¸nh C«																	<color=Gold>
499	H¹o NguyÖt-PhËt TrÇn Th¸nh C«																	<color=Gold>
500	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
501	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
502	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
503	H¹o NguyÖt-Trôc Phông Thiªn C¸i																	<color=Gold>
504	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
505	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
506	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
507	H¹o NguyÖt-Du Long §Şa KhÊt																	<color=Gold>
508	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
509	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
510	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
511	H¹o NguyÖt-V« Cùc Thiªn T«n																	<color=Gold>
512	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
513	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
514	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
515	H¹o NguyÖt-Bİch L¹c Thiªn T«n																	<color=Gold>
516	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
517	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
518	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
519	H¹o NguyÖt-C¶m Thiªn §Êu Hån																	<color=Gold>
