ID	EventType	TriggerType	TargetName	TargetMap	TotalCount	ScriptFile	ScriptFunc
1356	0	1	Xu©n ThËp Tam n­¬ng		1	\script\task\global_task\trigger.lua	ck_chunshisanniang
1357	0	1	Di Tu §¹i h¸n		1	\script\task\global_task\trigger.lua	ck_zaxusahan
1358	0	1	Xi Háa §ao Kh¸ch		20	\script\task\global_task\trigger.lua	chihuodaoke2
1359	0	1	H¾c Y Tr¸ng SÜ		10	\script\task\global_task\trigger.lua	heiyizhuangshi
1360	0	1	§µo Hoa §¶o Chñ Hoµng Long		1	\script\task\global_task\trigger.lua	world_boss
1361	0	1	T©y Vùc Th­¬ng Lang B¸ V­¬ng		1	\script\task\global_task\trigger.lua	world_boss
1362	0	1	Ngäc S¬n Chi Linh Thiªn Cöu		1	\script\task\global_task\trigger.lua	world_boss
1363	0	1	U Tr¹ch Chi ¶nh Minh Vâ		1	\script\task\global_task\trigger.lua	world_boss
1364	0	1	Ng« ViÖt L·o Tæ		1	\script\task\global_task\trigger.lua	world_boss
1365	0	1	L«i KiÕp Thó		1	\script\task\global_task\trigger.lua	world_boss
1366	0	1	Trïng Qu¸i V­¬ng		199	\script\task\global_task\trigger.lua	world_boss
1367	0	1	Kh«i Lçi §éc nh©n		30	\script\task\global_task\trigger.lua	world_boss
